Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,3e-05,17.389305,[215  80] ; [14 22],[204.09365559  90.90634441] ; [24.90634441 11.09365559],1
p3,1,0.120989,2.404468,[195 101] ; [19 17],[190.79518072 105.20481928] ; [23.20481928 12.79518072],0
d2,1,0.126717,2.332268,[155 141] ; [14 22],[150.6746988 145.3253012] ; [18.3253012 17.6746988],0
r4,1,0.141429,2.162338,[276  20] ; [32  5],[273.77777778  22.22222222] ; [34.22222222  2.77777778],0
b3,1,0.151149,2.060615,[ 74 117] ; [ 6 19],[ 70.74074074 120.25925926] ; [ 9.25925926 15.74074074],0
b2,1,0.151149,2.060615,[ 74 117] ; [ 6 19],[ 70.74074074 120.25925926] ; [ 9.25925926 15.74074074],0
p10,1,0.153104,2.041053,[262  32] ; [30  7],[259.35951662  34.64048338] ; [32.64048338  4.35951662],0
d1,1,0.228472,1.450348,[190 106] ; [20 17],[186.66666667 109.33333333] ; [23.33333333 13.66666667],0
u2,1,0.257538,1.281941,[31 28] ; [5 9],[29.09589041 29.90410959] ; [6.90410959 7.09589041],0
a4,1,0.285717,1.139695,[139 156] ; [14 23],[135.94879518 159.05120482] ; [17.05120482 19.94879518],0
a6,1,0.34194,0.903145,[211  84] ; [23 13],[208.54984894  86.45015106] ; [25.45015106 10.54984894],0
s1,1,0.368642,0.808239,[  8 286] ; [ 2 35],[  8.88217523 285.11782477] ; [ 1.11782477 35.88217523],0
a7,1,0.386234,0.750766,[219  76] ; [25 12],[216.80722892  78.19277108] ; [27.19277108  9.80722892],0
p1,1,0.413815,0.667815,[ 28 267] ; [ 2 35],[ 26.65662651 268.34337349] ; [ 3.34337349 33.65662651],0
p5,1,0.419682,0.651205,[ 47 249] ; [ 4 33],[ 45.33333333 250.66666667] ; [ 5.66666667 31.33333333],0
n5,1,0.458897,0.548585,[236  56] ; [28  9],[234.3100304  57.6899696] ; [29.6899696  7.3100304],0
n1,1,0.516412,0.421053,[15 34] ; [3 4],[15.75 33.25] ; [2.25 4.75],0
s7,1,0.538683,0.377986,[164 118] ; [19 17],[162.28301887 119.71698113] ; [20.71698113 15.28301887],0
s6,1,0.580612,0.305247,[198  91] ; [27 10],[199.46319018  89.53680982] ; [25.53680982 11.46319018],0
s8,1,0.585044,0.298151,[153 141] ; [17 19],[151.45454545 142.54545455] ; [18.54545455 17.45454545],0
n4,1,0.58835,0.292928,[242  53] ; [29  8],[240.79819277  54.20180723] ; [30.20180723  6.79819277],0
n3,1,0.639128,0.219884,[41  9] ; [6 2],[40.51724138  9.48275862] ; [6.48275862 1.51724138],0
p6,1,0.670519,0.180996,[145 147] ; [17 20],[143.78115502 148.21884498] ; [18.21884498 18.78115502],0
s2,1,0.67103,0.1804,[156 138] ; [21 16],[157.21450151 136.78549849] ; [19.78549849 17.21450151],0
a8,1,0.707699,0.140586,[ 46 218] ; [ 7 28],[ 46.79598662 217.20401338] ; [ 6.20401338 28.79598662],0
p12,1,0.785139,0.074326,[ 28 267] ; [ 3 34],[ 27.54518072 267.45481928] ; [ 3.45481928 33.54518072],0
s3,1,0.797164,0.066059,[166 124] ; [22 15],[166.72782875 123.27217125] ; [21.27217125 15.72782875],0
r2,1,0.804155,0.061491,[276  13] ; [35  2],[275.70245399  13.29754601] ; [35.29754601  1.70245399],0
a1,1,0.811014,0.057177,[ 19 277] ; [ 2 35],[ 18.66666667 277.33333333] ; [ 2.33333333 34.66666667],0
b5,1,0.813998,0.055352,[170 126] ; [22 15],[170.66666667 125.33333333] ; [21.33333333 15.66666667],0
r3,1,0.9044,0.014425,[287   7] ; [36  1],[286.89425982   7.10574018] ; [36.10574018  0.89425982],0
s5,1,0.917519,0.010724,[117 170] ; [15 21],[117.2879257 169.7120743] ; [14.7120743 21.2879257],0
b4,1,0.937236,0.006201,[174 122] ; [22 15],[174.22222222 121.77777778] ; [21.77777778 15.22222222],0
u3,1,0.951552,0.003692,[32 29] ; [8 7],[32.10526316 28.89473684] ; [7.89473684 7.10526316],0
