Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,3e-05,17.389305,[215  80] ; [14 22],[204.09365559  90.90634441] ; [24.90634441 11.09365559],1
p9,1,0.000783,11.281137,[269  26] ; [27 10],[263.01204819  31.98795181] ; [32.98795181  4.01204819],1
d3,1,0.002859,8.895547,[225  71] ; [19 17],[217.54216867  78.45783133] ; [26.45783133  9.54216867],0
a3,1,0.005607,7.672504,[235  60] ; [22 15],[228.35843373  66.64156627] ; [28.64156627  8.35843373],0
a2,1,0.005987,7.554167,[ 87 209] ; [ 3 34],[ 80. 216.] ; [10. 27.],0
p11,1,0.007869,7.063012,[257  39] ; [26 11],[251.55555556  44.44444444] ; [31.44444444  5.55555556],0
p8,1,0.008207,6.987786,[205  87] ; [18 19],[197.92097264  94.07902736] ; [25.07902736 11.92097264],0
r1,1,0.01013,6.611915,[255  40] ; [26 11],[249.68373494  45.31626506] ; [31.31626506  5.68373494],0
v3,1,0.015293,5.882372,[173 115] ; [14 22],[166.22222222 121.77777778] ; [20.77777778 15.22222222],0
d4,1,0.019683,5.43977,[257  39] ; [26 10],[252.31325301  43.68674699] ; [30.68674699  5.31325301],0
v1,1,0.024128,5.085429,[203  88] ; [19 18],[196.95731707  94.04268293] ; [25.04268293 11.95731707],0
d5,1,0.028662,4.787791,[255  41] ; [26 10],[250.53012048  45.46987952] ; [30.46987952  5.53012048],0
u1,1,0.0374,4.332115,[ 68 228] ; [ 3 34],[ 63.11111111 232.88888889] ; [ 7.88888889 29.11111111],0
n6,1,0.052482,3.760322,[259  32] ; [28  8],[255.40366972  35.59633028] ; [31.59633028  4.40366972],0
v4,1,0.057381,3.611509,[284   7] ; [34  3],[282.12804878   8.87195122] ; [35.87195122  1.12804878],0
b1,1,0.065687,3.387635,[106 190] ; [19 18],[111.11111111 184.88888889] ; [13.88888889 23.11111111],0
s4,1,0.081821,3.02836,[ 40 255] ; [ 9 28],[ 43.53915663 251.46084337] ; [ 5.46084337 31.53915663],0
a5,1,0.101199,2.686545,[235  61] ; [25 12],[231.11111111  64.88888889] ; [28.88888889  8.11111111],0
