Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.036789,4.360165,[4 4] ; [15  2],[6.08 1.92] ; [12.92  4.08],0
v2,1,0.073638,3.2,[1 7] ; [8 8],[3. 5.] ; [ 6. 10.],0
p10,1,0.092838,2.824463,[4 4] ; [14  3],[5.76 2.24] ; [12.24  4.76],0
r2,1,0.112339,2.521008,[3 4] ; [13  4],[4.66666667 2.33333333] ; [11.33333333  5.66666667],0
b4,1,0.115184,2.481618,[3 5] ; [12  5],[4.8 3.2] ; [10.2  6.8],0
a4,1,0.115184,2.481618,[5 3] ; [ 5 12],[3.2 4.8] ; [ 6.8 10.2],0
r1,1,0.189225,1.723644,[2 6] ; [9 8],[3.52 4.48] ; [7.48 9.52],0
n6,1,0.19043,1.714286,[6 2] ; [15  1],[7. 1.] ; [14.  2.],0
p3,1,0.201134,1.63412,[3 5] ; [11  6],[4.48 3.52] ; [9.52 7.48],0
n5,1,0.278273,1.175503,[5 3] ; [14  3],[6.08 1.92] ; [12.92  4.08],0
v1,1,0.293622,1.102941,[2 6] ; [8 9],[3.2 4.8] ; [ 6.8 10.2],0
p6,1,0.293622,1.102941,[2 6] ; [8 9],[3.2 4.8] ; [ 6.8 10.2],0
p7,1,0.317113,1.000817,[4 4] ; [12  5],[5.12 2.88] ; [10.88  6.12],0
p11,1,0.317113,1.000817,[4 4] ; [12  5],[5.12 2.88] ; [10.88  6.12],0
a7,1,0.319499,0.990997,[3 5] ; [10  7],[4.16 3.84] ; [8.84 8.16],0
s3,1,0.371093,0.8,[4 4] ; [ 5 11],[3. 5.] ; [ 6. 10.],0
u1,1,0.399765,0.709034,[2 6] ; [ 2 15],[1.28 6.72] ; [ 2.72 14.28],0
a2,1,0.399765,0.709034,[2 6] ; [ 2 15],[1.28 6.72] ; [ 2.72 14.28],0
b2,1,0.41923,0.652473,[3 3] ; [4 9],[2.21052632 3.78947368] ; [4.78947368 8.21052632],0
b3,1,0.41923,0.652473,[3 3] ; [4 9],[2.21052632 3.78947368] ; [4.78947368 8.21052632],0
d5,1,0.431847,0.617851,[6 2] ; [10  7],[5.12 2.88] ; [10.88  6.12],0
a6,1,0.431847,0.617851,[6 2] ; [10  7],[5.12 2.88] ; [10.88  6.12],0
s7,1,0.475512,0.509138,[4 3] ; [ 7 10],[3.20833333 3.79166667] ; [7.79166667 9.20833333],0
p5,1,0.520146,0.413603,[1 7] ; [ 4 13],[1.6 6.4] ; [ 3.4 13.6],0
d3,1,0.520146,0.413603,[7 1] ; [13  4],[6.4 1.6] ; [13.6  3.4],0
a3,1,0.606759,0.264922,[6 2] ; [11  6],[5.44 2.56] ; [11.56  5.44],0
s6,1,0.653329,0.201728,[3 5] ; [8 9],[3.52 4.48] ; [7.48 9.52],0
d1,1,0.653329,0.201728,[3 5] ; [8 9],[3.52 4.48] ; [7.48 9.52],0
s2,1,0.653329,0.201728,[3 5] ; [8 9],[3.52 4.48] ; [7.48 9.52],0
u2,1,0.67329,0.177778,[1 1] ; [4 2],[1.25 0.75] ; [3.75 2.25],0
n2,1,0.715388,0.132955,[1 1] ; [7 4],[1.23076923 0.76923077] ; [6.76923077 4.23076923],0
p2,1,0.74332,0.10723,[7 1] ; [14  3],[6.72 1.28] ; [14.28  2.72],0
v3,1,0.750824,0.10084,[2 6] ; [ 5 11],[2.33333333 5.66666667] ; [ 4.66666667 11.33333333],0
d4,1,0.818733,0.052521,[6 2] ; [12  5],[5.76 2.24] ; [12.24  4.76],0
d2,1,0.861052,0.030637,[3 5] ; [ 7 10],[3.2 4.8] ; [ 6.8 10.2],0
b1,1,0.861052,0.030637,[5 3] ; [10  7],[4.8 3.2] ; [10.2  6.8],0
n1,1,0.905581,0.014069,[1 1] ; [5 6],[0.92307692 1.07692308] ; [5.07692308 5.92307692],0
s8,1,0.914641,0.011489,[3 5] ; [ 6 11],[2.88 5.12] ; [ 6.12 10.88],0
n4,1,0.914641,0.011489,[5 3] ; [11  6],[5.12 2.88] ; [10.88  6.12],0
b5,1,0.914641,0.011489,[5 3] ; [11  6],[5.12 2.88] ; [10.88  6.12],0
s4,1,0.935989,0.00645,[2 6] ; [ 4 13],[1.92 6.08] ; [ 4.08 12.92],0
a5,1,0.935989,0.00645,[6 2] ; [13  4],[6.08 1.92] ; [12.92  4.08],0
p9,1,0.935989,0.00645,[6 2] ; [13  4],[6.08 1.92] ; [12.92  4.08],0
p1,1,0.957911,0.002785,[1 7] ; [ 2 15],[0.96 7.04] ; [ 2.04 14.96],0
s5,1,0.967162,0.001695,[2 5] ; [ 5 12],[2.04166667 4.95833333] ; [ 4.95833333 12.04166667],0
u3,1,1.0,0.0,[1 1] ; [3 3],[1. 1.] ; [3. 3.],0
