Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,105.629122,[339  62] ; [46 76],[295.19120459 105.80879541] ; [89.80879541 32.19120459],1
d3,1,0.0,61.802181,[379  23] ; [83 39],[354.4351145  47.5648855] ; [107.5648855  14.4351145],1
a2,1,0.0,32.395255,[170 234] ; [ 17 105],[143.62737643 260.37262357] ; [43.37262357 78.62737643],1
u1,1,1e-06,24.580282,[132 272] ; [ 12 110],[110.60076046 293.39923954] ; [33.39923954 88.60076046],1
b1,1,2e-06,22.195845,[127 277] ; [67 55],[149.00380228 254.99619772] ; [44.99619772 77.00380228],1
b5,1,3e-05,17.418856,[270 134] ; [56 66],[250.3878327 153.6121673] ; [75.6121673 46.3878327],1
r1,1,0.004429,8.09914,[351  50] ; [94 28],[341.19502868  59.80497132] ; [103.80497132  18.19502868],0
d2,1,0.018586,5.540081,[282 119] ; [99 23],[292.12428298 108.87571702] ; [88.87571702 33.12428298],0
s5,1,0.026704,4.909837,[133 254] ; [53 63],[143.10536779 243.89463221] ; [42.89463221 73.10536779],0
v4,1,0.028254,4.812515,[391  12] ; [112   9],[386.84923664  16.15076336] ; [116.15076336   4.84923664],0
r4,1,0.057103,3.619586,[381  23] ; [109  13],[376.34980989  27.65019011] ; [113.65019011   8.34980989],0
n1,1,0.075116,3.167524,[27 57] ; [16 16],[31.13793103 52.86206897] ; [11.86206897 20.13793103],0
a4,1,0.080297,3.05889,[225 178] ; [79 43],[233.35619048 169.64380952] ; [70.64380952 51.35619048],0
p12,1,0.089681,2.880084,[ 41 362] ; [  6 112],[ 36.35508637 366.64491363] ; [ 10.64491363 107.35508637],0
s7,1,0.095403,2.780761,[198 189] ; [69 46],[205.83466135 181.16533865] ; [61.16533865 53.83466135],0
v2,1,0.098815,2.724562,[249 138] ; [66 52],[241.3960396 145.6039604] ; [73.6039604 44.3960396],0
r2,1,0.114435,2.491881,[391   9] ; [114   6],[388.46153846  11.53846154] ; [116.53846154   3.46153846],0
p10,1,0.118491,2.437157,[338  63] ; [93 26],[332.36730769  68.63269231] ; [98.63269231 20.36730769],0
