Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,3.4e-05,17.161843,[49 12] ; [17 25],[39.08737864 21.91262136] ; [26.91262136 15.08737864],1
n1,1,0.015971,5.806069,[11  6] ; [ 3 11],[7.67741935 9.32258065] ; [6.32258065 7.67741935],0
a8,1,0.036378,4.379283,[11 48] ; [ 2 41],[ 7.51960784 51.48039216] ; [ 5.48039216 37.51960784],0
s7,1,0.058851,3.569482,[16 41] ; [ 5 36],[12.21428571 44.78571429] ; [ 8.78571429 32.21428571],0
d5,1,0.067841,3.334502,[19 42] ; [21 22],[23.46153846 37.53846154] ; [16.53846154 26.46153846],0
s8,1,0.072515,3.225143,[18 43] ; [ 6 36],[14.21359223 46.78640777] ; [ 9.78640777 32.21359223],0
n6,1,0.076175,3.144686,[43 18] ; [23 20],[38.71153846 22.28846154] ; [27.28846154 15.71153846],0
p4,1,0.076653,3.134476,[12 48] ; [15 27],[15.88235294 44.11764706] ; [11.11764706 30.88235294],0
b3,1,0.155231,2.020084,[17 24] ; [ 4 14],[14.59322034 26.40677966] ; [ 6.40677966 11.59322034],0
b2,1,0.155231,2.020084,[17 24] ; [ 4 14],[14.59322034 26.40677966] ; [ 6.40677966 11.59322034],0
r3,1,0.167135,1.908451,[44 17] ; [36  7],[46.92307692 14.07692308] ; [33.07692308  9.92307692],0
v3,1,0.179957,1.79798,[23 36] ; [11 31],[19.86138614 39.13861386] ; [14.13861386 27.86138614],0
p3,1,0.184228,1.76318,[20 41] ; [ 9 34],[17.00961538 43.99038462] ; [11.99038462 31.00961538],0
d4,1,0.184872,1.758019,[26 35] ; [24 19],[29.32692308 31.67307692] ; [20.67307692 22.32692308],0
p1,1,0.221503,1.494605,[ 9 52] ; [ 3 40],[ 7.03846154 53.96153846] ; [ 4.96153846 38.03846154],0
a7,1,0.286731,1.134909,[32 29] ; [18 25],[29.32692308 31.67307692] ; [20.67307692 22.32692308],0
p7,1,0.299653,1.075739,[17 43] ; [16 26],[19.41176471 40.58823529] ; [13.58823529 28.41176471],0
a6,1,0.319442,0.991231,[33 28] ; [19 24],[30.5 30.5] ; [21.5 21.5],0
v4,1,0.363424,0.826026,[45 16] ; [35  8],[46.92307692 14.07692308] ; [33.07692308  9.92307692],0
b5,1,0.376918,0.78073,[33 28] ; [27 16],[35.19230769 25.80769231] ; [24.80769231 18.19230769],0
p8,1,0.398363,0.713262,[13 48] ; [12 30],[14.80582524 46.19417476] ; [10.19417476 31.80582524],0
s2,1,0.4442,0.585409,[19 40] ; [17 26],[20.82352941 38.17647059] ; [15.17647059 27.82352941],0
p12,1,0.477291,0.505046,[ 5 56] ; [ 2 41],[ 4.10576923 56.89423077] ; [ 2.89423077 40.10576923],0
p5,1,0.482584,0.493018,[ 5 55] ; [ 2 40],[ 4.11764706 55.88235294] ; [ 2.88235294 39.11764706],0
p11,1,0.487525,0.481985,[34 27] ; [21 22],[32.25961538 28.74038462] ; [22.74038462 20.25961538],0
v1,1,0.546874,0.362948,[23 37] ; [14 29],[21.55339806 38.44660194] ; [15.44660194 27.55339806],0
u3,1,0.550944,0.355629,[15 19] ; [11 10],[16.07272727 17.92727273] ; [ 9.92727273 11.07272727],0
