Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,6.3e-05,16.018395,[163 118] ; [19 44],[148.66860465 132.33139535] ; [33.33139535 29.66860465],1
p8,1,0.000358,12.738199,[130 154] ; [15 53],[116.98863636 167.01136364] ; [28.01136364 39.98863636],1
p4,1,0.002606,9.064373,[124 166] ; [15 51],[113.23033708 176.76966292] ; [25.76966292 40.23033708],0
p11,1,0.007856,7.065914,[239  52] ; [46 22],[231.01671309  59.98328691] ; [53.98328691 14.01671309],0
r3,1,0.014048,6.032047,[277  12] ; [60  8],[272.80952381  16.19047619] ; [64.19047619  3.80952381],0
p1,1,0.016525,5.746153,[ 10 281] ; [ 7 61],[ 13.77994429 277.22005571] ; [ 3.22005571 64.77994429],0
s1,1,0.017981,5.59796,[  8 279] ; [ 6 60],[ 11.38243626 275.61756374] ; [ 2.61756374 63.38243626],0
d5,1,0.020897,5.335374,[230  60] ; [45 23],[222.76536313  67.23463687] ; [52.23463687 15.76536313],0
n6,1,0.023948,5.098373,[244  43] ; [50 18],[237.68450704  49.31549296] ; [56.31549296 11.68450704],0
p12,1,0.027244,4.875293,[ 11 279] ; [ 7 61],[ 14.58100559 275.41899441] ; [ 3.41899441 64.58100559],0
b1,1,0.027591,4.853436,[ 84 207] ; [29 39],[ 91.59610028 199.40389972] ; [21.40389972 46.59610028],0
v4,1,0.029594,4.732729,[275  11] ; [61  7],[271.45762712  14.54237288] ; [64.54237288  3.45762712],0
d3,1,0.040708,4.188115,[203  86] ; [39 29],[195.9047619  93.0952381] ; [46.0952381 21.9047619],0
n4,1,0.040964,4.177524,[212  79] ; [41 27],[205.07799443  85.92200557] ; [47.92200557 20.07799443],0
a7,1,0.053658,3.72331,[217  73] ; [43 25],[210.61452514  79.38547486] ; [49.38547486 18.61452514],0
p6,1,0.069644,3.291396,[ 78 210] ; [11 56],[ 72.2028169 215.7971831] ; [16.7971831 50.2028169],0
r4,1,0.078072,3.104596,[255  36] ; [54 14],[250.47075209  40.52924791] ; [58.52924791  9.47075209],0
r1,1,0.081981,3.025183,[229  61] ; [47 21],[223.57541899  66.42458101] ; [52.42458101 15.57541899],0
a1,1,0.084767,2.971055,[  6 285] ; [ 4 64],[  8.10584958 282.89415042] ; [ 1.89415042 66.10584958],0
s6,1,0.124976,2.353822,[190  95] ; [38 29],[184.60227273 100.39772727] ; [43.39772727 23.60227273],0
p9,1,0.125585,2.346242,[268  22] ; [58  9],[264.81792717  25.18207283] ; [61.18207283  5.81792717],0
v1,1,0.127222,2.326075,[141 141] ; [27 41],[135.36 146.64] ; [32.64 35.36],0
r2,1,0.131722,2.272096,[267  19] ; [58  8],[264.0625  21.9375] ; [60.9375  5.0625],0
n5,1,0.171743,1.867664,[213  75] ; [44 23],[208.49577465  79.50422535] ; [48.50422535 18.49577465],0
s4,1,0.184993,1.757051,[ 48 240] ; [16 52],[ 51.7752809 236.2247191] ; [12.2247191 55.7752809],0
n1,1,0.22706,1.459184,[26 52] ; [10 11],[28.36363636 49.63636364] ; [ 7.63636364 13.36363636],0
a5,1,0.246022,1.345751,[201  90] ; [42 26],[196.97214485  94.02785515] ; [46.02785515 21.97214485],0
d4,1,0.351417,0.868334,[237  54] ; [52 16],[234.25905292  56.74094708] ; [54.74094708 13.25905292],0
a8,1,0.440351,0.595368,[ 38 229] ; [ 7 59],[ 36.08108108 230.91891892] ; [ 8.91891892 57.08108108],0
d1,1,0.450134,0.570314,[156 135] ; [33 35],[153.2005571 137.7994429] ; [35.7994429 32.2005571],0
a2,1,0.464248,0.535634,[ 49 242] ; [14 54],[ 51.06685237 239.93314763] ; [11.93314763 56.06685237],0
s8,1,0.466843,0.52944,[114 176] ; [30 38],[116.64804469 173.35195531] ; [27.35195531 40.64804469],0
p5,1,0.517241,0.41939,[ 16 275] ; [ 5 61],[ 17.11764706 273.88235294] ; [ 3.88235294 62.11764706],0
u4,1,0.522927,0.408117,[  2 289] ; [ 1 67],[  2.43175487 288.56824513] ; [ 0.56824513 67.43175487],0
v2,1,0.543967,0.368237,[142 134] ; [34 27],[144.14243323 131.85756677] ; [31.85756677 29.14243323],0
v3,1,0.574971,0.314436,[ 90 193] ; [22 40],[ 91.87246377 191.12753623] ; [20.12753623 41.87246377],0
b4,1,0.577929,0.309595,[169 122] ; [42 26],[171.03342618 119.96657382] ; [39.96657382 28.03342618],0
a6,1,0.583887,0.299993,[190 101] ; [42 26],[188.05571031 102.94428969] ; [43.94428969 24.05571031],0
a3,1,0.621369,0.243948,[192  99] ; [47 21],[193.72980501  97.27019499] ; [45.27019499 22.72980501],0
u2,1,0.661724,0.191436,[55 42] ; [13  8],[55.89830508 41.10169492] ; [12.10169492  8.89830508],0
d2,1,0.689004,0.160166,[116 174] ; [29 39],[117.45810056 172.54189944] ; [27.54189944 40.45810056],0
u3,1,0.717697,0.13071,[55 42] ; [11 10],[54.25423729 42.74576271] ; [11.74576271  9.25423729],0
n3,1,0.73354,0.115886,[55 23] ; [14  7],[54.36363636 23.63636364] ; [14.63636364  6.36363636],0
s7,1,0.750914,0.100765,[121 164] ; [29 36],[122.14285714 162.85714286] ; [27.85714286 37.14285714],0
b3,1,0.809074,0.05838,[55 97] ; [14 27],[54.34196891 97.65803109] ; [14.65803109 26.34196891],0
b2,1,0.809074,0.05838,[55 97] ; [14 27],[54.34196891 97.65803109] ; [14.65803109 26.34196891],0
a4,1,0.811629,0.056799,[111 180] ; [27 41],[111.86072423 179.13927577] ; [26.13927577 41.86072423],0
b5,1,0.832772,0.044583,[180 111] ; [43 25],[180.76044568 110.23955432] ; [42.23955432 25.76044568],0
u1,1,0.856176,0.03285,[ 32 259] ; [ 8 60],[ 32.42339833 258.57660167] ; [ 7.57660167 60.42339833],0
s5,1,0.883038,0.021644,[ 83 201] ; [19 44],[ 83.48126801 200.51873199] ; [18.51873199 44.48126801],0
s2,1,0.924058,0.009087,[147 142] ; [34 32],[147.34929577 141.65070423] ; [33.65070423 32.34929577],0
n2,1,0.925713,0.008694,[61 17] ; [17  5],[60.84 17.16] ; [17.16  4.84],0
s3,1,1.0,0.0,[156 130] ; [36 30],[156. 130.] ; [36. 30.],0
