Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,2e-06,22.742688,[57  7] ; [2 7],[51.7260274 12.2739726] ; [7.2739726 1.7260274],1
r1,1,0.007308,7.195756,[49 15] ; [3 6],[45.5890411 18.4109589] ; [6.4109589 2.5890411],0
r3,1,0.009773,6.675866,[60  4] ; [6 3],[57.8630137  6.1369863] ; [8.1369863 0.8630137],0
a7,1,0.01075,6.506239,[48 16] ; [3 6],[44.71232877 19.28767123] ; [6.28767123 2.71232877],0
b4,1,0.016905,5.706171,[41 23] ; [2 7],[37.69863014 26.30136986] ; [5.30136986 3.69863014],0
v4,1,0.021738,5.266617,[59  5] ; [6 3],[56.98630137  7.01369863] ; [8.01369863 0.98630137],0
p11,1,0.028399,4.803704,[39 25] ; [2 7],[35.94520548 28.05479452] ; [5.05479452 3.94520548],0
n5,1,0.036003,4.396975,[38 26] ; [2 7],[35.06849315 28.93150685] ; [4.93150685 4.06849315],0
a5,1,0.04886,3.880145,[43 21] ; [3 6],[40.32876712 23.67123288] ; [5.67123288 3.32876712],0
p3,1,0.074791,3.174603,[29 34] ; [7 2],[31.5 31.5] ; [4.5 4.5],0
d2,1,0.099,2.721587,[33 31] ; [2 7],[30.68493151 33.31506849] ; [4.31506849 4.68493151],0
v2,1,0.108263,2.57939,[32 31] ; [2 7],[29.75 33.25] ; [4.25 4.75],0
a4,1,0.175806,1.832727,[21 42] ; [1 8],[19.25 43.75] ; [2.75 6.25],0
s8,1,0.202667,1.623049,[20 43] ; [1 8],[18.375 44.625] ; [2.625 6.375],0
n4,1,0.25709,1.28436,[41 23] ; [4 5],[39.45205479 24.54794521] ; [5.54794521 3.45205479],0
p10,1,0.266259,1.23592,[18 45] ; [1 8],[16.625 46.375] ; [2.375 6.625],0
d1,1,0.305738,1.048998,[33 31] ; [3 6],[31.56164384 32.43835616] ; [4.43835616 4.56164384],0
a3,1,0.305738,1.048998,[33 31] ; [3 6],[31.56164384 32.43835616] ; [4.43835616 4.56164384],0
d3,1,0.317777,0.998075,[46 18] ; [5 4],[44.71232877 19.28767123] ; [6.28767123 2.71232877],0
d5,1,0.376628,0.781678,[51 13] ; [6 3],[49.97260274 14.02739726] ; [7.02739726 1.97260274],0
s5,1,0.380054,0.770526,[15 47] ; [1 8],[13.97183099 48.02816901] ; [2.02816901 6.97183099],0
s2,1,0.387299,0.747407,[25 37] ; [5 4],[26.1971831 35.8028169] ; [3.8028169 5.1971831],0
a6,1,0.396169,0.719923,[38 26] ; [4 5],[36.82191781 27.17808219] ; [5.17808219 3.82191781],0
p8,1,0.404475,0.694981,[34 30] ; [3 5],[32.88888889 31.11111111] ; [4.11111111 3.88888889],0
s7,1,0.50157,0.451613,[23 39] ; [2 6],[22.14285714 39.85714286] ; [2.85714286 5.14285714],0
a8,1,0.50495,0.444518,[ 3 53] ; [1 8],[ 3.44615385 52.55384615] ; [0.55384615 8.44615385],0
p5,1,0.512062,0.429851,[ 4 60] ; [1 7],[ 4.44444444 59.55555556] ; [0.55555556 7.44444444],0
n1,1,0.530801,0.392857,[ 6 12] ; [2 2],[ 6.54545455 11.45454545] ; [1.45454545 2.54545455],0
b5,1,0.56407,0.332706,[35 29] ; [4 5],[34.19178082 29.80821918] ; [4.80821918 4.19178082],0
p2,1,0.593702,0.2846,[48 16] ; [6 3],[47.34246575 16.65753425] ; [6.65753425 2.34246575],0
p6,1,0.604886,0.267689,[19 43] ; [2 7],[18.33802817 43.66197183] ; [2.66197183 6.33802817],0
b1,1,0.613204,0.255535,[37 27] ; [6 3],[37.69863014 26.30136986] ; [5.30136986 3.69863014],0
p7,1,0.649755,0.206209,[37 26] ; [6 3],[37.625 25.375] ; [5.375 3.625],0
n6,1,0.69078,0.158242,[46 17] ; [6 3],[45.5 17.5] ; [6.5 2.5],0
s1,1,0.747203,0.103896,[ 5 58] ; [1 8],[ 5.25 57.75] ; [0.75 8.25],0
u2,1,0.759766,0.093506,[12 18] ; [2 4],[11.66666667 18.33333333] ; [2.33333333 3.66666667],0
s6,1,0.785267,0.074235,[38 25] ; [5 4],[37.625 25.375] ; [5.375 3.625],0
n3,1,0.794935,0.067552,[13  6] ; [3 1],[13.2173913  5.7826087] ; [2.7826087 1.2173913],0
v1,1,0.808441,0.058776,[24 40] ; [3 6],[23.67123288 40.32876712] ; [3.32876712 5.67123288],0
d4,1,0.899752,0.01587,[44 20] ; [6 3],[43.83561644 20.16438356] ; [6.16438356 2.83561644],0
n2,1,0.904552,0.014379,[14  4] ; [3 1],[13.90909091  4.09090909] ; [3.09090909 0.90909091],0
s4,1,0.931345,0.007422,[13 49] ; [2 7],[13.09859155 48.90140845] ; [1.90140845 7.09859155],0
u3,1,0.942322,0.005235,[16 15] ; [3 3],[15.91891892 15.08108108] ; [3.08108108 2.91891892],0
v3,1,0.950833,0.003802,[22 42] ; [3 6],[21.91780822 42.08219178] ; [3.08219178 5.91780822],0
s3,1,1.0,0.0,[35 28] ; [5 4],[35. 28.] ; [5. 4.],0
