Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,0.004958,7.894811,[38 36] ; [32  9],[45.04347826 28.95652174] ; [24.95652174 16.04347826],0
v2,1,0.006669,7.35999,[21 49] ; [23 18],[27.74774775 42.25225225] ; [16.25225225 24.74774775],0
p9,1,0.006921,7.293434,[35 38] ; [31 11],[41.89565217 31.10434783] ; [24.10434783 17.89565217],0
a3,1,0.012595,6.225179,[39 35] ; [32 10],[45.29310345 28.70689655] ; [25.70689655 16.29310345],0
p11,1,0.012723,6.207158,[32 43] ; [28 14],[38.46153846 36.53846154] ; [21.53846154 20.46153846],0
p3,1,0.026429,4.927726,[17 58] ; [17 23],[22.17391304 52.82608696] ; [11.82608696 28.17391304],0
p7,1,0.039273,4.249033,[26 46] ; [23 18],[31.22123894 40.77876106] ; [17.77876106 23.22123894],0
s5,1,0.047173,3.939223,[ 5 66] ; [ 8 33],[ 8.24107143 62.75892857] ; [ 4.75892857 36.24107143],0
n3,1,0.051291,3.798742,[16 14] ; [11  2],[18.8372093 11.1627907] ; [8.1627907 4.8372093],0
s4,1,0.051512,3.791534,[10 65] ; [ 1 41],[ 7.05128205 67.94871795] ; [ 3.94871795 38.05128205],0
n2,1,0.061022,3.509394,[17 14] ; [11  2],[19.72727273 11.27272727] ; [8.27272727 4.72727273],0
v4,1,0.067256,3.348759,[53 22] ; [36  6],[57.05128205 17.94871795] ; [31.94871795 10.05128205],0
s8,1,0.09662,2.76046,[ 9 66] ; [10 32],[12.17948718 62.82051282] ; [ 6.82051282 35.17948718],0
b5,1,0.097384,2.747865,[40 35] ; [29 13],[44.23076923 30.76923077] ; [24.76923077 17.23076923],0
p10,1,0.099369,2.715649,[31 42] ; [24 17],[35.21929825 37.78070175] ; [19.78070175 21.21929825],0
p5,1,0.103771,2.646606,[ 1 72] ; [ 3 39],[ 2.53913043 70.46086957] ; [ 1.46086957 40.53913043],0
a6,1,0.127603,2.321429,[50 25] ; [22 20],[46.15384615 28.84615385] ; [25.84615385 16.15384615],0
p6,1,0.131616,2.273337,[11 62] ; [10 27],[13.93636364 59.06363636] ; [ 7.06363636 29.93636364],0
d1,1,0.139721,2.181033,[27 48] ; [21 21],[30.76923077 44.23076923] ; [17.23076923 24.76923077],0
p4,1,0.139792,2.18025,[24 50] ; [19 22],[27.66956522 46.33043478] ; [15.33043478 25.66956522],0
a4,1,0.154244,2.029772,[24 51] ; [19 23],[27.56410256 47.43589744] ; [15.43589744 26.56410256],0
v3,1,0.159743,1.976657,[15 56] ; [13 26],[18.07272727 52.92727273] ; [ 9.92727273 29.07272727],0
a2,1,0.175118,1.838571,[ 9 66] ; [ 9 33],[11.53846154 63.46153846] ; [ 6.46153846 35.53846154],0
b1,1,0.181979,1.781391,[35 40] ; [25 17],[38.46153846 36.53846154] ; [21.53846154 20.46153846],0
d5,1,0.220013,1.504286,[47 28] ; [31 11],[50. 25.] ; [28. 14.],0
r2,1,0.251657,1.314082,[59 15] ; [37  5],[61.24137931 12.75862069] ; [34.75862069  7.24137931],0
r3,1,0.279401,1.17,[56 19] ; [35  7],[58.33333333 16.66666667] ; [32.66666667  9.33333333],0
a5,1,0.311708,1.023424,[41 34] ; [27 15],[43.58974359 31.41025641] ; [24.41025641 17.58974359],0
b4,1,0.311708,1.023424,[41 34] ; [27 15],[43.58974359 31.41025641] ; [24.41025641 17.58974359],0
r1,1,0.312916,1.01833,[46 28] ; [30 12],[48.48275862 25.51724138] ; [27.51724138 14.48275862],0
p1,1,0.33098,0.94506,[ 5 70] ; [ 5 37],[ 6.41025641 68.58974359] ; [ 3.58974359 38.41025641],0
p8,1,0.334039,0.933177,[22 51] ; [16 25],[24.33333333 48.66666667] ; [13.66666667 27.33333333],0
s6,1,0.3803,0.769731,[26 49] ; [18 24],[28.20512821 46.79487179] ; [15.79487179 26.20512821],0
r4,1,0.40404,0.696269,[46 29] ; [29 13],[48.07692308 26.92307692] ; [26.92307692 15.07692308],0
u3,1,0.425442,0.635234,[16 19] ; [6 4],[17.11111111 17.88888889] ; [4.88888889 5.11111111],0
