Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,1e-06,23.570528,[45 26] ; [15 52],[30.86956522 40.13043478] ; [29.13043478 37.86956522],1
p6,1,8.7e-05,15.395602,[29 42] ; [ 7 57],[18.93333333 52.06666667] ; [17.06666667 46.93333333],1
p7,1,0.000161,14.234101,[52 18] ; [26 36],[41.36363636 28.63636364] ; [36.63636364 25.36363636],1
p8,1,0.005878,7.587397,[43 28] ; [24 41],[34.97794118 36.02205882] ; [32.02205882 32.97794118],0
u2,1,0.030593,4.675678,[20  8] ; [11 15],[16.07407407 11.92592593] ; [14.92592593 11.07407407],0
p1,1,0.031488,4.626134,[ 9 60] ; [ 2 65],[ 5.58088235 63.41911765] ; [ 5.41911765 61.58088235],0
d3,1,0.036198,4.387744,[56 15] ; [42 25],[50.42028986 20.57971014] ; [47.57971014 19.42028986],0
a4,1,0.08329,2.999508,[29 42] ; [18 49],[24.18115942 46.81884058] ; [22.81884058 44.18115942],0
b3,1,0.090454,2.866282,[ 9 28] ; [12 15],[12.140625 24.859375] ; [ 8.859375 18.140625],0
b2,1,0.090454,2.866282,[ 9 28] ; [12 15],[12.140625 24.859375] ; [ 8.859375 18.140625],0
p5,1,0.114198,2.495142,[ 5 66] ; [ 1 65],[ 3.10948905 67.89051095] ; [ 2.89051095 63.10948905],0
a5,1,0.134004,2.245495,[50 21] ; [39 28],[45.78985507 25.21014493] ; [43.21014493 23.78985507],0
b1,1,0.169906,1.88377,[28 43] ; [19 48],[24.18115942 46.81884058] ; [22.81884058 44.18115942],0
a8,1,0.182479,1.777314,[ 4 61] ; [ 1 62],[ 2.5390625 62.4609375] ; [ 2.4609375 60.5390625],0
d2,1,0.184484,1.761129,[30 41] ; [21 46],[26.23913043 44.76086957] ; [24.76086957 42.23913043],0
s7,1,0.193871,1.68795,[33 33] ; [26 41],[29.27819549 36.72180451] ; [29.72180451 37.27819549],0
p9,1,0.196398,1.668956,[53 17] ; [55 10],[56. 14.] ; [52. 13.],0
s8,1,0.214932,1.537894,[35 36] ; [26 41],[31.38405797 39.61594203] ; [29.61594203 37.38405797],0
