Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,44.685051,[ 22 134] ; [74 75],[ 49.10163934 106.89836066] ; [ 46.89836066 102.10163934],1
u1,1,0.062996,3.456702,[  3 155] ; [  9 141],[  6.15584416 151.84415584] ; [  5.84415584 144.15584416],0
n5,1,0.090958,2.857331,[109  47] ; [116  32],[115.46052632  40.53947368] ; [109.53947368  38.46052632],0
s7,1,0.092014,2.838775,[61 92] ; [70 71],[68.17346939 84.82653061] ; [62.82653061 78.17346939],0
s1,1,0.104728,2.632022,[  7 149] ; [  2 147],[  4.60327869 151.39672131] ; [  4.39672131 144.60327869],0
n1,1,0.110159,2.551935,[17 21] ; [10 27],[13.68 24.32] ; [13.32 23.68],0
n4,1,0.112982,2.512005,[102  55] ; [110  40],[108.41693811  48.58306189] ; [103.58306189  46.41693811],0
s5,1,0.11465,2.488919,[ 40 111] ; [51 95],[ 46.26599327 104.73400673] ; [ 44.73400673 101.26599327],0
n6,1,0.125763,2.34404,[123  34] ; [126  22],[128.17377049  28.82622951] ; [120.82622951  27.17377049],0
n3,1,0.134341,2.241611,[25 13] ; [30  7],[27.86666667 10.13333333] ; [27.13333333  9.86666667],0
s6,1,0.155129,2.021075,[94 61] ; [100  46],[99.90033223 55.09966777] ; [94.09966777 51.90033223],0
a7,1,0.177176,1.821151,[97 60] ; [103  46],[102.61437908  54.38562092] ; [97.38562092 51.61437908],0
d3,1,0.182872,1.774129,[58 98] ; [67 83],[63.7254902 92.2745098] ; [61.2745098 88.7254902],0
p5,1,0.234025,1.416231,[ 15 141] ; [ 21 129],[ 18.35294118 137.64705882] ; [ 17.64705882 132.35294118],0
v4,1,0.267499,1.229526,[142  15] ; [138   9],[144.60526316  12.39473684] ; [135.39473684  11.60526316],0
u3,1,0.274201,1.195607,[35 37] ; [31 22],[38.016 33.984] ; [27.984 25.016],0
p12,1,0.28385,1.148562,[  7 150] ; [ 11 139],[  9.20521173 147.79478827] ; [  8.79478827 141.20521173],0
a8,1,0.336923,0.922106,[ 25 123] ; [ 18 122],[ 22.09722222 125.90277778] ; [ 20.90277778 119.09722222],0
s4,1,0.367782,0.811146,[ 30 126] ; [ 23 127],[ 27.01960784 128.98039216] ; [ 25.98039216 124.01960784],0
p1,1,0.376833,0.781009,[ 16 141] ; [ 11 139],[ 13.80781759 143.19218241] ; [ 13.19218241 136.80781759],0
p8,1,0.38817,0.744667,[76 81] ; [80 70],[79.77850163 77.22149837] ; [76.22149837 73.77850163],0
n2,1,0.418882,0.65345,[29  9] ; [31  6],[30.4  7.6] ; [29.6  7.4],0
p2,1,0.440661,0.594561,[130  27] ; [129  21],[132.45276873  24.54723127] ; [126.54723127  23.45276873],0
d4,1,0.578574,0.308545,[92 66] ; [92 58],[94.38961039 63.61038961] ; [89.61038961 60.38961039],0
a2,1,0.578851,0.308095,[ 12 146] ; [  9 141],[ 10.77272727 147.22727273] ; [ 10.22727273 139.77272727],0
p4,1,0.593374,0.285106,[80 77] ; [81 69],[82.33550489 74.66449511] ; [78.66449511 71.33550489],0
u2,1,0.661073,0.192223,[38 35] ; [25 27],[36.792 36.208] ; [26.208 25.792],0
b2,1,0.700129,0.148338,[26 57] ; [30 58],[27.18128655 55.81871345] ; [28.81871345 59.18128655],0
b3,1,0.700129,0.148338,[26 57] ; [30 58],[27.18128655 55.81871345] ; [28.81871345 59.18128655],0
d2,1,0.728909,0.120116,[ 22 135] ; [ 19 131],[ 20.96742671 136.03257329] ; [ 20.03257329 129.96742671],0
a6,1,0.756997,0.095745,[91 67] ; [89 61],[92.33766234 65.66233766] ; [87.66233766 62.33766234],0
s2,1,0.773513,0.082819,[70 87] ; [64 85],[68.75163399 88.24836601] ; [65.24836601 83.75163399],0
a1,1,0.871589,0.026128,[  8 150] ; [  7 143],[  7.69480519 150.30519481] ; [  7.30519481 142.69480519],0
b4,1,0.873534,0.025335,[86 72] ; [83 67],[86.69480519 71.30519481] ; [82.30519481 67.69480519],0
a4,1,0.886803,0.020264,[ 43 114] ; [ 40 110],[ 42.44625407 114.55374593] ; [ 40.55374593 109.44625407],0
s3,1,0.905062,0.014225,[78 77] ; [76 73],[78.51973684 76.48026316] ; [75.48026316 73.51973684],0
u4,1,0.970593,0.001359,[  1 157] ; [  1 149],[  1.02597403 156.97402597] ; [  0.97402597 149.02597403],0
