Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,44.685051,[ 22 134] ; [74 75],[ 49.10163934 106.89836066] ; [ 46.89836066 102.10163934],1
r1,1,0.0,28.724674,[85 72] ; [124  26],[106.88273616  50.11726384] ; [102.11726384  47.88273616],1
v1,1,6e-06,20.456163,[60 94] ; [95 51],[79.56666667 74.43333333] ; [75.43333333 70.56666667],1
r3,1,0.000198,13.846429,[138  19] ; [147   2],[146.2254902  10.7745098] ; [138.7745098  10.2254902],1
r4,1,0.002552,9.102996,[122  36] ; [135  15],[131.83766234  26.16233766] ; [125.16233766  24.83766234],0
p3,1,0.009725,6.684665,[ 58 100] ; [77 73],[69.25324675 88.74675325] ; [65.74675325 84.25324675],0
r2,1,0.010869,6.48665,[133  24] ; [137   9],[139.9009901  17.0990099] ; [130.0990099  15.9009901],0
p7,1,0.012331,6.262638,[82 70] ; [102  48],[92.60927152 59.39072848] ; [91.39072848 58.60927152],0
p6,1,0.013281,6.131354,[ 41 115] ; [59 90],[ 51.14754098 104.85245902] ; [ 48.85245902 100.14754098],0
a5,1,0.016264,5.774125,[83 75] ; [99 51],[93.36363636 64.63636364] ; [88.63636364 61.36363636],0
d5,1,0.021947,5.250011,[78 79] ; [94 56],[87.96091205 69.03908795] ; [84.03908795 65.96091205],0
p10,1,0.031336,4.634472,[130  25] ; [137  12],[136.13486842  18.86513158] ; [130.86513158  18.13486842],0
b5,1,0.034175,4.485945,[103  55] ; [80 70],[93.87662338 64.12337662] ; [89.12337662 60.87662338],0
p11,1,0.051096,3.805121,[121  37] ; [128  22],[127.73376623  30.26623377] ; [121.26623377  28.73376623],0
a3,1,0.054234,3.705479,[84 72] ; [97 53],[92.2745098 63.7254902] ; [88.7254902 61.2745098],0
b1,1,0.059163,3.560683,[67 91] ; [ 48 102],[58.99350649 99.00649351] ; [56.00649351 93.99350649],0
s8,1,0.059484,3.551718,[ 50 108] ; [63 87],[ 57.96753247 100.03246753] ; [55.03246753 94.96753247],0
