Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,132.659341,[34 64] ; [316  37],[76.05321508 21.94678492] ; [273.94678492  79.05321508],1
n6,1,0.0,48.236771,[62 35] ; [323  29],[83.17371938 13.82628062] ; [301.82628062  50.17371938],1
s7,1,1e-06,24.850659,[45 47] ; [259  83],[64.44239631 27.55760369] ; [239.55760369 102.44239631],1
p11,1,3.3e-05,17.236928,[62 37] ; [291  63],[77.14569536 21.85430464] ; [275.85430464  78.14569536],1
v3,1,6.2e-05,16.054246,[23 70] ; [163 177],[39.94919169 53.05080831] ; [146.05080831 193.94919169],1
a3,1,8.9e-05,15.366892,[59 40] ; [278  74],[73.97560976 25.02439024] ; [263.02439024  88.97560976],1
a5,1,0.000138,14.527373,[60 39] ; [280  73],[74.46902655 24.53097345] ; [265.53097345  87.46902655],1
s4,1,0.000237,13.515512,[38 61] ; [ 71 277],[24.1409396 74.8590604] ; [ 84.8590604 263.1409396],1
p3,1,0.000348,12.791813,[36 62] ; [200 150],[51.625 46.375] ; [184.375 165.625],1
r1,1,0.00036,12.731352,[69 29] ; [304  50],[80.87168142 17.12831858] ; [292.12831858  61.87168142],1
p4,1,0.000873,11.078946,[50 48] ; [242 108],[63.875 34.125] ; [228.125 121.875],1
a4,1,0.000942,10.937926,[33 66] ; [184 169],[47.52876106 51.47123894] ; [169.47123894 183.52876106],1
d2,1,0.001514,10.061157,[38 61] ; [198 153],[51.92 47.08] ; [184.08 166.92],0
a8,1,0.00295,8.838287,[ 5 88] ; [ 58 266],[14.05035971 78.94964029] ; [ 48.94964029 275.05035971],0
p5,1,0.003204,8.687376,[ 4 93] ; [ 54 294],[12.64269663 84.35730337] ; [ 45.35730337 302.64269663],0
d1,1,0.004206,8.192652,[52 47] ; [241 113],[64.03311258 34.96688742] ; [228.96688742 125.03311258],0
p2,1,0.004995,7.881423,[73 25] ; [303  48],[82.06681514 15.93318486] ; [293.93318486  57.06681514],0
r4,1,0.005496,7.708701,[87 12] ; [338  16],[92.8807947  6.1192053] ; [332.1192053  21.8807947],0
u1,1,0.005935,7.570013,[12 87] ; [ 89 265],[22.07284768 76.92715232] ; [ 78.92715232 275.07284768],0
a2,1,0.013273,6.132323,[17 82] ; [105 249],[26.66225166 72.33774834] ; [ 95.33774834 258.66225166],0
p8,1,0.016287,5.771598,[41 56] ; [195 153],[51.44269663 45.55730337] ; [184.55730337 163.44269663],0
p6,1,0.018523,5.54602,[32 65] ; [161 186],[42.16441441 54.83558559] ; [150.83558559 196.16441441],0
p10,1,0.028052,4.824857,[75 20] ; [309  43],[81.61073826 13.38926174] ; [302.38926174  49.61073826],0
d4,1,0.035011,4.444628,[80 19] ; [311  39],[86.21158129 12.78841871] ; [304.78841871  45.21158129],0
d5,1,0.042274,4.124183,[75 23] ; [299  52],[81.63028953 16.36971047] ; [292.36971047  58.63028953],0
s8,1,0.047204,3.938119,[53 46] ; [227 125],[61.46341463 37.53658537] ; [218.53658537 133.46341463],0
v1,1,0.057351,3.61237,[47 48] ; [207 136],[55.0913242 39.9086758] ; [198.9086758 144.0913242],0
p9,1,0.072988,3.214517,[78 16] ; [313  36],[82.96613995 11.03386005] ; [308.03386005  40.96613995],0
s3,1,0.076923,3.128744,[81 18] ; [310  40],[86.21158129 12.78841871] ; [304.78841871  45.21158129],0
p12,1,0.090249,2.869923,[ 6 91] ; [ 43 308],[10.609375 86.390625] ; [ 38.390625 312.609375],0
r2,1,0.095517,2.778842,[94  5] ; [344   7],[96.36  2.64] ; [341.64   9.36],0
p7,1,0.106318,2.608122,[55 37] ; [235 107],[61.47465438 30.52534562] ; [228.52534562 113.47465438],0
u3,1,0.147725,2.095588,[30  8] ; [50 26],[26.66666667 11.33333333] ; [53.33333333 22.66666667],0
u4,1,0.147749,2.095336,[ 1 98] ; [ 14 340],[ 3.2781457 95.7218543] ; [ 11.7218543 342.2781457],0
s1,1,0.160793,1.966749,[ 2 96] ; [ 19 331],[ 4.59375 93.40625] ; [ 16.40625 333.59375],0
n1,1,0.211786,1.559177,[12 25] ; [28 34],[14.94949495 22.05050505] ; [25.05050505 36.94949495],0
v2,1,0.27954,1.169323,[48 42] ; [204 138],[52.5 37.5] ; [199.5 142.5],0
