Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,34.537804,[72  5] ; [11 16],[61.45192308 15.54807692] ; [21.54807692  5.45192308],1
p11,1,0.0,28.030143,[68  9] ; [10 17],[57.75 19.25] ; [20.25  6.75],1
n5,1,0.001248,10.417169,[62 15] ; [13 14],[55.52884615 21.47115385] ; [19.47115385  7.52884615],0
n4,1,0.001993,9.555618,[59 18] ; [12 15],[52.56730769 24.43269231] ; [18.43269231  8.56730769],0
p8,1,0.010542,6.540927,[46 31] ; [ 8 18],[40.36893204 36.63106796] ; [13.63106796 12.36893204],0
p2,1,0.011539,6.380366,[67  9] ; [18  9],[62.7184466 13.2815534] ; [22.2815534  4.7184466],0
r4,1,0.017085,5.687663,[54 23] ; [12 15],[48.86538462 28.13461538] ; [17.13461538  9.86538462],0
v1,1,0.018753,5.52439,[42 33] ; [ 8 19],[36.76470588 38.23529412] ; [13.23529412 13.76470588],0
b4,1,0.022749,5.187576,[48 29] ; [10 17],[42.94230769 34.05769231] ; [15.05769231 11.94230769],0
n6,1,0.023462,5.133977,[66 11] ; [17  9],[62.04854369 14.95145631] ; [20.95145631  5.04854369],0
v3,1,0.04557,3.997409,[24 52] ; [ 3 23],[20.11764706 55.88235294] ; [ 6.88235294 19.11764706],0
s7,1,0.061893,3.485914,[37 34] ; [ 8 18],[32.93814433 38.06185567] ; [12.06185567 13.93814433],0
s8,1,0.07516,3.166576,[35 42] ; [ 7 20],[31.09615385 45.90384615] ; [10.90384615 16.09615385],0
s6,1,0.09882,2.724482,[49 25] ; [13 14],[45.42574257 28.57425743] ; [16.57425743 10.42574257],0
v4,1,0.127687,2.320408,[68  8] ; [21  6],[65.66990291 10.33009709] ; [23.33009709  3.66990291],0
u2,1,0.144523,2.129128,[18 11] ; [4 7],[15.95 13.05] ; [6.05 4.95],0
p5,1,0.154884,2.023482,[15 61] ; [ 2 24],[12.66666667 63.33333333] ; [ 4.33333333 21.66666667],0
s1,1,0.166499,1.914186,[ 3 74] ; [ 3 24],[ 4.44230769 72.55769231] ; [ 1.55769231 25.44230769],0
p7,1,0.167886,1.901722,[54 23] ; [15 12],[51.08653846 25.91346154] ; [17.91346154  9.08653846],0
s4,1,0.168919,1.892512,[11 66] ; [ 7 20],[13.32692308 63.67307692] ; [ 4.67307692 22.32692308],0
r3,1,0.180057,1.797156,[68  9] ; [21  6],[65.89423077 11.10576923] ; [23.10576923  3.89423077],0
b1,1,0.18209,1.780486,[37 40] ; [17 10],[39.98076923 37.01923077] ; [14.01923077 12.98076923],0
s5,1,0.22346,1.482012,[24 49] ; [ 5 20],[21.60204082 51.39795918] ; [ 7.39795918 17.60204082],0
s3,1,0.2384,1.390032,[41 35] ; [11 16],[38.36893204 37.63106796] ; [13.63106796 13.36893204],0
r2,1,0.245258,1.350117,[61 15] ; [18  8],[58.8627451 17.1372549] ; [20.1372549  5.8627451],0
d5,1,0.274924,1.192015,[57 20] ; [17 10],[54.78846154 22.21153846] ; [19.21153846  7.78846154],0
a5,1,0.280951,1.162483,[49 28] ; [14 13],[46.64423077 30.35576923] ; [16.35576923 10.64423077],0
n2,1,0.323619,0.974265,[13  7] ; [9 2],[14.19354839  5.80645161] ; [7.80645161 3.19354839],0
p6,1,0.353628,0.860397,[36 40] ; [10 17],[33.94174757 42.05825243] ; [12.05825243 14.94174757],0
d4,1,0.382814,0.761644,[58 19] ; [18  9],[56.26923077 20.73076923] ; [19.73076923  7.26923077],0
d3,1,0.385488,0.753127,[44 33] ; [18  9],[45.90384615 31.09615385] ; [16.09615385 10.90384615],0
d2,1,0.386362,0.750361,[27 50] ; [12 15],[28.875 48.125] ; [10.125 16.875],0
n1,1,0.389414,0.740772,[ 9 10] ; [7 4],[10.13333333  8.86666667] ; [5.86666667 5.13333333],0
a8,1,0.390064,0.738742,[10 63] ; [ 2 25],[ 8.76 64.24] ; [ 3.24 23.76],0
v2,1,0.430781,0.620716,[36 40] ; [10 16],[34.2745098 41.7254902] ; [11.7254902 14.2745098],0
s2,1,0.43113,0.619776,[41 36] ; [12 15],[39.24038462 37.75961538] ; [13.75961538 13.24038462],0
p3,1,0.457699,0.551515,[49 28] ; [15 12],[47.38461538 29.61538462] ; [16.61538462 10.38461538],0
u1,1,0.463038,0.538542,[ 3 74] ; [ 2 25],[ 3.70192308 73.29807692] ; [ 1.29807692 25.70192308],0
