Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,56.552109,[ 8 29] ; [116  21],[26.36781609 10.63218391] ; [97.63218391 39.36781609],1
d5,1,1.7e-05,18.457148,[16 22] ; [107  30],[26.70857143 11.29142857] ; [96.29142857 40.70857143],1
r1,1,0.000828,11.177423,[19 20] ; [104  32],[27.41142857 11.58857143] ; [95.58857143 40.41142857],1
b4,1,0.001563,10.003393,[14 25] ; [88 49],[22.60227273 16.39772727] ; [79.39772727 57.60227273],0
a5,1,0.001938,9.607515,[13 26] ; [84 53],[21.49431818 17.50568182] ; [75.50568182 61.49431818],0
a4,1,0.002965,8.828638,[ 3 36] ; [43 94],[10.19318182 28.80681818] ; [ 35.80681818 101.19318182],0
a7,1,0.005834,7.600894,[23 15] ; [112  25],[29.31428571  8.68571429] ; [105.68571429  31.31428571],0
a6,1,0.010256,6.589952,[19 20] ; [97 40],[25.70454545 13.29545455] ; [90.29545455 46.70454545],0
s5,1,0.011827,6.33667,[ 5 34] ; [45 89],[11.2716763 27.7283237] ; [38.7283237 95.2716763],0
a3,1,0.016706,5.727022,[16 23] ; [85 51],[22.50857143 16.49142857] ; [78.49142857 57.50857143],0
s3,1,0.025075,5.018674,[13 26] ; [73 63],[19.16571429 19.83428571] ; [66.83428571 69.16571429],0
s6,1,0.027959,4.830591,[17 22] ; [86 50],[22.95428571 16.04571429] ; [80.04571429 55.95428571],0
a2,1,0.033457,4.522232,[ 1 38] ; [ 21 116],[ 4.875 34.125] ; [ 17.125 119.875],0
v1,1,0.037386,4.332743,[11 28] ; [62 70],[16.64912281 22.35087719] ; [56.35087719 75.64912281],0
d2,1,0.050662,3.819414,[ 7 32] ; [47 90],[11.96590909 27.03409091] ; [42.03409091 94.96590909],0
p9,1,0.054238,3.705368,[28 11] ; [115  20],[32.05172414  6.94827586] ; [110.94827586  24.05172414],0
v3,1,0.057399,3.611001,[ 5 34] ; [36 94],[ 9.46153846 29.53846154] ; [31.53846154 98.46153846],0
r4,1,0.070294,3.276148,[27 12] ; [113  24],[31.02272727  7.97727273] ; [108.97727273  28.02272727],0
r3,1,0.084688,2.97255,[33  6] ; [127   9],[35.65714286  3.34285714] ; [124.34285714  11.65714286],0
v2,1,0.086371,2.940745,[14 25] ; [67 63],[18.69230769 20.30769231] ; [62.30769231 67.69230769],0
r2,1,0.10635,2.607637,[32  7] ; [124  12],[34.76571429  4.23428571] ; [121.23428571  14.76571429],0
a8,1,0.12295,2.379327,[ 4 34] ; [  5 120],[ 2.09815951 35.90184049] ; [  6.90184049 118.09815951],0
s2,1,0.149071,2.081729,[13 26] ; [63 73],[16.93714286 22.06285714] ; [59.06285714 76.93714286],0
b5,1,0.158943,1.984255,[19 20] ; [84 53],[22.82386364 16.17613636] ; [80.17613636 56.82386364],0
u3,1,0.191975,1.702398,[11 12] ; [32 18],[13.54794521  9.45205479] ; [29.45205479 20.54794521],0
p11,1,0.203267,1.618743,[25 14] ; [102  35],[28.14204545 10.85795455] ; [98.85795455 38.14204545],0
p10,1,0.226389,1.463405,[26 13] ; [103  32],[28.9137931 10.0862069] ; [100.0862069  34.9137931],0
