Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,42.692774,[31 12] ; [ 4 49],[15.67708333 27.32291667] ; [19.32291667 33.67708333],1
s8,1,1.6e-05,18.664149,[21 22] ; [ 5 48],[11.64583333 31.35416667] ; [14.35416667 38.64583333],1
s5,1,0.000126,14.701997,[16 26] ; [ 3 48],[ 8.58064516 33.41935484] ; [10.41935484 40.58064516],1
s7,1,0.000209,13.748088,[22 20] ; [ 8 42],[13.69565217 28.30434783] ; [16.30434783 33.69565217],1
r3,1,0.001203,10.485962,[38  5] ; [31 22],[30.90625 12.09375] ; [38.09375 14.90625],0
r4,1,0.002943,8.842642,[26 17] ; [16 37],[18.8125 24.1875] ; [23.1875 29.8125],0
s3,1,0.003317,8.624544,[25 18] ; [14 36],[18.03225806 24.96774194] ; [20.96774194 29.03225806],0
a5,1,0.004336,8.137381,[28 15] ; [19 34],[21.05208333 21.94791667] ; [25.94791667 27.05208333],0
p3,1,0.004488,8.075001,[21 22] ; [11 41],[14.48421053 28.51578947] ; [17.51578947 34.48421053],0
p6,1,0.004706,7.98891,[17 25] ; [ 7 42],[11.07692308 30.92307692] ; [12.92307692 36.07692308],0
p4,1,0.004707,7.988734,[26 17] ; [16 35],[19.21276596 23.78723404] ; [22.78723404 28.21276596],0
s4,1,0.018383,5.559236,[12 31] ; [ 5 48],[ 7.61458333 35.38541667] ; [ 9.38541667 43.61458333],0
p11,1,0.018767,5.523072,[32 11] ; [27 26],[26.42708333 16.57291667] ; [32.57291667 20.42708333],0
p7,1,0.019231,5.48036,[26 16] ; [20 33],[20.33684211 21.66315789] ; [25.66315789 27.33684211],0
d1,1,0.024124,5.085666,[20 23] ; [13 40],[14.78125 28.21875] ; [18.21875 34.78125],0
d4,1,0.026024,4.954443,[30 13] ; [25 28],[24.63541667 18.36458333] ; [30.36458333 22.63541667],0
v2,1,0.036875,4.356177,[19 22] ; [13 38],[14.26086957 26.73913043] ; [17.73913043 33.26086957],0
v1,1,0.040819,4.183516,[18 24] ; [12 40],[13.40425532 28.59574468] ; [16.59574468 35.40425532],0
d3,1,0.042176,4.128126,[19 24] ; [13 40],[14.33333333 28.66666667] ; [17.66666667 35.33333333],0
p8,1,0.046048,3.979829,[19 23] ; [13 38],[14.4516129 27.5483871] ; [17.5483871 33.4516129],0
d5,1,0.052449,3.761385,[28 15] ; [24 29],[23.29166667 19.70833333] ; [28.70833333 24.29166667],0
p2,1,0.057046,3.62124,[31 12] ; [27 24],[26.53191489 16.46808511] ; [31.46808511 19.53191489],0
u3,1,0.071766,3.242168,[8 9] ; [ 6 22],[ 5.28888889 11.71111111] ; [ 8.71111111 19.28888889],0
b2,1,0.079504,3.075006,[ 6 25] ; [13 20],[ 9.203125 21.796875] ; [ 9.796875 23.203125],0
b3,1,0.079504,3.075006,[ 6 25] ; [13 20],[ 9.203125 21.796875] ; [ 9.796875 23.203125],0
v4,1,0.08606,2.946572,[35  7] ; [36 17],[31.38947368 10.61052632] ; [39.61052632 13.38947368],0
v3,1,0.095882,2.772732,[12 29] ; [ 8 45],[ 8.72340426 32.27659574] ; [11.27659574 41.72340426],0
p9,1,0.125929,2.34199,[33 10] ; [31 19],[29.59139785 13.40860215] ; [34.40860215 15.59139785],0
p10,1,0.127194,2.326424,[27 16] ; [24 27],[23.32978723 19.67021277] ; [27.67021277 23.32978723],0
n1,1,0.168861,1.893029,[9 7] ; [ 9 17],[6.85714286 9.14285714] ; [11.14285714 14.85714286],0
a4,1,0.177212,1.820854,[19 24] ; [16 36],[15.84210526 27.15789474] ; [19.15789474 32.84210526],0
a3,1,0.228088,1.452742,[26 17] ; [25 27],[23.08421053 19.91578947] ; [27.91578947 24.08421053],0
a2,1,0.265772,1.238438,[ 4 39] ; [ 2 51],[ 2.6875 40.3125] ; [ 3.3125 49.6875],0
n6,1,0.280449,1.164913,[32 11] ; [34 19],[29.5625 13.4375] ; [36.4375 16.5625],0
p5,1,0.292799,1.106705,[ 5 38] ; [ 3 50],[ 3.58333333 39.41666667] ; [ 4.41666667 48.58333333],0
u2,1,0.317023,1.001187,[8 9] ; [ 9 19],[ 6.42222222 10.57777778] ; [10.57777778 17.42222222],0
d2,1,0.33294,0.93743,[22 21] ; [21 30],[19.67021277 23.32978723] ; [23.32978723 27.67021277],0
r2,1,0.344005,0.895447,[32 10] ; [35 17],[29.93617021 12.06382979] ; [37.06382979 14.93617021],0
s1,1,0.438867,0.599244,[ 2 41] ; [ 1 52],[ 1.34375 41.65625] ; [ 1.65625 51.34375],0
u1,1,0.438867,0.599244,[ 2 41] ; [ 1 52],[ 1.34375 41.65625] ; [ 1.65625 51.34375],0
p12,1,0.449149,0.572799,[ 2 41] ; [ 1 51],[ 1.35789474 41.64210526] ; [ 1.64210526 50.35789474],0
a8,1,0.457165,0.552826,[ 3 37] ; [ 2 49],[ 2.1978022 37.8021978] ; [ 2.8021978 48.1978022],0
b1,1,0.594687,0.283083,[22 21] ; [30 23],[23.29166667 19.70833333] ; [28.70833333 24.29166667],0
b5,1,0.665775,0.186585,[23 20] ; [26 27],[21.94791667 21.05208333] ; [27.05208333 25.94791667],0
p1,1,0.698113,0.150442,[ 6 37] ; [ 6 47],[ 5.375 37.625] ; [ 6.625 46.375],0
a1,1,0.757008,0.095736,[ 4 39] ; [ 4 49],[ 3.58333333 39.41666667] ; [ 4.41666667 48.58333333],0
a6,1,0.857072,0.032437,[17 26] ; [20 33],[16.57291667 26.42708333] ; [20.42708333 32.57291667],0
b4,1,0.870815,0.026446,[22 21] ; [28 25],[22.39583333 20.60416667] ; [27.60416667 25.39583333],0
n2,1,0.887933,0.019858,[11  5] ; [18  9],[10.79069767  5.20930233] ; [18.20930233  8.79069767],0
n4,1,0.890479,0.018961,[27 16] ; [34 19],[27.32291667 15.67708333] ; [33.67708333 19.32291667],0
n5,1,0.965864,0.001831,[31 12] ; [38 15],[30.90625 12.09375] ; [38.09375 14.90625],0
n3,1,0.975781,0.000922,[10  6] ; [17 10],[10.04651163  5.95348837] ; [16.95348837 10.04651163],0
