Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,46.392848,[104  43] ; [ 3 33],[85.95081967 61.04918033] ; [21.04918033 14.95081967],1
d4,1,1.6e-05,18.573493,[128  19] ; [20 16],[118.8852459  28.1147541] ; [29.1147541  6.8852459],1
a5,1,8.5e-05,15.454149,[117  30] ; [17 19],[107.63934426  39.36065574] ; [26.36065574  9.63934426],1
d3,1,0.00557,7.684555,[115  32] ; [20 16],[108.44262295  38.55737705] ; [26.55737705  9.44262295],0
r1,1,0.006676,7.358065,[119  26] ; [22 14],[112.9558011  32.0441989] ; [28.0441989  7.9558011],0
v2,1,0.006971,7.280438,[83 59] ; [12 24],[75.78651685 66.21348315] ; [19.21348315 16.78651685],0
a6,1,0.019811,5.428453,[100  47] ; [17 19],[93.98360656 53.01639344] ; [23.01639344 12.98360656],0
v3,1,0.035293,4.43093,[53 86] ; [ 7 29],[47.65714286 91.34285714] ; [12.34285714 23.65714286],0
r2,1,0.035642,4.414151,[136   9] ; [29  6],[132.91666667  12.08333333] ; [32.08333333  2.91666667],0
d2,1,0.036954,4.352547,[77 69] ; [12 24],[71.3956044 74.6043956] ; [17.6043956 18.3956044],0
a7,1,0.03938,4.244386,[111  36] ; [21 15],[106.03278689  40.96721311] ; [25.96721311 10.03278689],0
n4,1,0.045532,3.998821,[113  33] ; [22 14],[108.2967033  37.7032967] ; [26.7032967  9.2967033],0
p11,1,0.046407,3.966768,[117  30] ; [23 13],[112.45901639  34.54098361] ; [27.54098361  8.45901639],0
r3,1,0.047392,3.931408,[140   7] ; [31  5],[137.36065574   9.63934426] ; [33.63934426  2.36065574],0
b1,1,0.052059,3.773869,[48 99] ; [18 18],[53.01639344 93.98360656] ; [12.98360656 23.01639344],0
s1,1,0.053358,3.732672,[  5 139] ; [ 4 31],[  7.24022346 136.75977654] ; [ 1.75977654 33.24022346],0
s5,1,0.0552,3.676027,[48 94] ; [ 6 29],[43.3220339 98.6779661] ; [10.6779661 24.3220339],0
p5,1,0.091334,2.850706,[  9 138] ; [ 5 29],[ 11.37016575 135.62983425] ; [ 2.62983425 31.37016575],0
b4,1,0.094115,2.802536,[88 59] ; [16 20],[83.54098361 63.45901639] ; [20.45901639 15.54098361],0
r4,1,0.095163,2.784789,[130  17] ; [28  8],[126.91803279  20.08196721] ; [31.08196721  4.91803279],0
u1,1,0.09711,2.752377,[ 24 123] ; [ 2 34],[ 20.8852459 126.1147541] ; [ 5.1147541 30.8852459],0
s3,1,0.100584,2.696259,[73 69] ; [24 12],[77.38202247 64.61797753] ; [19.61797753 16.38202247],0
a4,1,0.101335,2.684407,[73 74] ; [12 23],[68.65384615 78.34615385] ; [16.34615385 18.65384615],0
p6,1,0.109302,2.564285,[61 83] ; [10 26],[56.8 87.2] ; [14.2 21.8],0
u3,1,0.140351,2.174108,[28 15] ; [6 8],[25.64912281 17.35087719] ; [8.35087719 5.64912281],0
b5,1,0.170297,1.880325,[88 59] ; [26 10],[91.57377049 55.42622951] ; [22.42622951 13.57377049],0
a2,1,0.171552,1.869325,[ 36 111] ; [ 5 31],[ 32.93442623 114.06557377] ; [ 8.06557377 27.93442623],0
a3,1,0.176979,1.822807,[103  44] ; [21 15],[99.60655738 47.39344262] ; [24.39344262 11.60655738],0
s6,1,0.184889,1.757885,[103  41] ; [21 14],[99.75418994 44.24581006] ; [24.24581006 10.75418994],0
u2,1,0.248833,1.329842,[26 17] ; [6 8],[24.14035088 18.85964912] ; [7.85964912 6.14035088],0
b3,1,0.272432,1.204462,[34 58] ; [ 6 18],[31.72413793 60.27586207] ; [ 8.27586207 15.72413793],0
