Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000151,14.364621,[18 10] ; [20 61],[ 9.76146789 18.23853211] ; [28.23853211 52.76146789],1
s6,1,0.000193,13.893823,[22  6] ; [31 51],[13.49090909 14.50909091] ; [39.50909091 42.49090909],1
s4,1,0.016053,5.797038,[10 18] ; [12 70],[ 5.6 22.4] ; [16.4 65.6],0
s3,1,0.016761,5.721215,[16 12] ; [26 56],[10.69090909 17.30909091] ; [31.30909091 50.69090909],0
d4,1,0.017346,5.661032,[26  2] ; [58 24],[21.38181818  6.61818182] ; [62.61818182 19.38181818],0
s7,1,0.025101,5.016931,[10 17] ; [13 66],[ 5.85849057 21.14150943] ; [17.14150943 61.85849057],0
d2,1,0.046386,3.967515,[14 14] ; [24 58],[ 9.67272727 18.32727273] ; [28.32727273 53.67272727],0
s8,1,0.057527,3.607297,[10 18] ; [15 67],[ 6.36363636 21.63636364] ; [18.63636364 63.36363636],0
n5,1,0.066207,3.374647,[ 5 23] ; [30 52],[ 8.90909091 19.09090909] ; [26.09090909 55.90909091],0
n1,1,0.080254,3.059753,[6 7] ; [ 9 33],[3.54545455 9.45454545] ; [11.45454545 30.54545455],0
p10,1,0.081276,3.039191,[20  8] ; [42 38],[16.07407407 11.92592593] ; [45.92592593 34.07407407],0
a1,1,0.096616,2.760537,[ 2 26] ; [ 1 81],[ 0.76363636 27.23636364] ; [ 2.23636364 79.76363636],0
a4,1,0.130365,2.288149,[11 17] ; [20 62],[ 7.89090909 20.10909091] ; [23.10909091 58.89090909],0
d1,1,0.154169,2.03051,[17 11] ; [37 45],[13.74545455 14.25454545] ; [40.25454545 41.74545455],0
r2,1,0.158765,1.985953,[26  2] ; [67 15],[23.67272727  4.32727273] ; [69.32727273 12.67272727],0
b4,1,0.159743,1.976657,[15 13] ; [56 26],[18.07272727  9.92727273] ; [52.92727273 29.07272727],0
v1,1,0.215216,1.535986,[13 15] ; [27 54],[10.27522936 17.72477064] ; [29.72477064 51.27522936],0
b2,1,0.2448,1.352741,[7 8] ; [11 26],[5.19230769 9.80769231] ; [12.80769231 24.19230769],0
b3,1,0.2448,1.352741,[7 8] ; [11 26],[5.19230769 9.80769231] ; [12.80769231 24.19230769],0
r3,1,0.246185,1.344825,[26  2] ; [69 13],[24.18181818  3.81818182] ; [70.81818182 11.18181818],0
p8,1,0.247186,1.339138,[ 4 23] ; [21 61],[ 6.19266055 20.80733945] ; [18.80733945 63.19266055],0
p5,1,0.256838,1.285718,[ 2 26] ; [ 2 79],[ 1.02752294 26.97247706] ; [ 2.97247706 78.02752294],0
u1,1,0.274695,1.19315,[ 3 25] ; [ 4 78],[ 1.78181818 26.21818182] ; [ 5.21818182 76.78181818],0
d5,1,0.340853,0.907222,[23  5] ; [60 22],[21.12727273  6.87272727] ; [61.87272727 20.12727273],0
p4,1,0.421469,0.646216,[ 9 19] ; [20 62],[ 7.38181818 20.61818182] ; [21.61818182 60.38181818],0
n3,1,0.423316,0.641091,[5 7] ; [23 19],[6.22222222 5.77777778] ; [21.77777778 20.22222222],0
p6,1,0.42698,0.631025,[ 3 25] ; [ 5 76],[ 2.05504587 25.94495413] ; [ 5.94495413 75.05504587],0
p9,1,0.427787,0.628824,[20  7] ; [52 27],[18.33962264  8.66037736] ; [53.66037736 25.33962264],0
n6,1,0.446176,0.580348,[19  9] ; [49 33],[17.30909091 10.69090909] ; [50.69090909 31.30909091],0
u3,1,0.459785,0.546419,[8 3] ; [23 15],[6.95918367 4.04081633] ; [24.04081633 13.95918367],0
r4,1,0.503689,0.447154,[21  7] ; [56 26],[19.6  8.4] ; [57.4 24.6],0
a5,1,0.508572,0.437005,[15 13] ; [38 44],[13.49090909 14.50909091] ; [39.50909091 42.49090909],0
b1,1,0.511174,0.431664,[ 8 20] ; [29 53],[ 9.41818182 18.58181818] ; [27.58181818 54.41818182],0
a3,1,0.516611,0.420654,[17 11] ; [44 38],[15.52727273 12.47272727] ; [45.47272727 36.52727273],0
b5,1,0.566756,0.32814,[15 13] ; [49 33],[16.29090909 11.70909091] ; [47.70909091 34.29090909],0
n2,1,0.591219,0.288445,[9 4] ; [25 16],[8.18518519 4.81481481] ; [25.81481481 15.18518519],0
p3,1,0.62524,0.238572,[ 6 22] ; [14 67],[ 5.13761468 22.86238532] ; [14.86238532 66.13761468],0
a7,1,0.680465,0.169602,[19  9] ; [59 23],[19.85454545  8.14545455] ; [58.14545455 23.85454545],0
s1,1,0.774431,0.08213,[ 1 27] ; [ 4 78],[ 1.27272727 26.72727273] ; [ 3.72727273 78.27272727],0
a2,1,0.774431,0.08213,[ 4 24] ; [10 72],[ 3.56363636 24.43636364] ; [10.43636364 71.56363636],0
r1,1,0.785715,0.073918,[16 11] ; [51 31],[16.59633028 10.40366972] ; [50.40366972 31.59633028],0
d3,1,0.843412,0.039018,[18 10] ; [51 31],[17.56363636 10.43636364] ; [51.43636364 30.56363636],0
p1,1,0.844893,0.038274,[ 2 26] ; [ 5 77],[ 1.78181818 26.21818182] ; [ 5.21818182 76.78181818],0
u2,1,0.852304,0.034663,[5 6] ; [18 19],[5.27083333 5.72916667] ; [17.72916667 19.27083333],0
v4,1,0.907679,0.013448,[24  4] ; [71 11],[24.18181818  3.81818182] ; [70.81818182 11.18181818],0
v3,1,0.927368,0.00831,[ 6 21] ; [18 60],[ 6.17142857 20.82857143] ; [17.82857143 60.17142857],0
v2,1,0.938505,0.005952,[12 15] ; [34 44],[11.82857143 15.17142857] ; [34.17142857 43.82857143],0
a6,1,0.98048,0.000599,[17 11] ; [50 32],[17.05454545 10.94545455] ; [49.94545455 32.05454545],0
p2,1,0.987163,0.000259,[16 12] ; [47 35],[16.03636364 11.96363636] ; [46.96363636 35.03636364],0
p11,1,0.993633,6.4e-05,[15 13] ; [44 38],[15.01818182 12.98181818] ; [43.98181818 38.01818182],0
