Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,33.635767,[84 21] ; [19 37],[67.17391304 37.82608696] ; [35.82608696 20.17391304],1
n6,1,0.000307,13.029022,[88 16] ; [33 23],[78.65 25.35] ; [42.35 13.65],1
a5,1,0.006037,7.539338,[77 28] ; [29 27],[69.13043478 35.86956522] ; [36.86956522 19.13043478],0
p11,1,0.012676,6.213809,[70 35] ; [26 30],[62.60869565 42.39130435] ; [33.39130435 22.60869565],0
s4,1,0.017663,5.629307,[15 88] ; [17 39],[20.72955975 82.27044025] ; [11.27044025 44.72955975],0
p9,1,0.025477,4.991142,[73 30] ; [28 25],[66.68589744 36.31410256] ; [34.31410256 18.68589744],0
p5,1,0.030967,4.654782,[12 90] ; [ 1 54],[ 8.44585987 93.55414013] ; [ 4.55414013 50.44585987],0
a2,1,0.033393,4.525525,[26 79] ; [ 6 50],[20.86956522 84.13043478] ; [11.13043478 44.86956522],0
a6,1,0.035895,4.402107,[69 34] ; [28 28],[62.83647799 40.16352201] ; [34.16352201 21.83647799],0
p10,1,0.043022,4.094535,[71 33] ; [28 26],[65.16455696 38.83544304] ; [33.83544304 20.16455696],0
s8,1,0.047774,3.917932,[45 59] ; [15 40],[39.24528302 64.75471698] ; [20.75471698 34.24528302],0
d2,1,0.050072,3.839044,[53 49] ; [20 36],[47.12658228 54.87341772] ; [25.87341772 30.12658228],0
b1,1,0.069784,3.288098,[57 48] ; [22 34],[51.52173913 53.47826087] ; [27.47826087 28.52173913],0
n2,1,0.069835,3.286901,[30  6] ; [13  8],[27.15789474  8.84210526] ; [15.84210526  5.15789474],0
p3,1,0.076316,3.141668,[39 65] ; [13 42],[34.01257862 69.98742138] ; [17.98742138 37.01257862],0
a4,1,0.08319,3.001443,[52 52] ; [20 36],[46.8 57.2] ; [25.2 30.8],0
v3,1,0.091591,2.846187,[40 58] ; [14 38],[35.28 62.72] ; [18.72 33.28],0
a8,1,0.093508,2.812923,[11 85] ; [ 2 54],[ 8.21052632 87.78947368] ; [ 4.78947368 51.21052632],0
n1,1,0.117523,2.450019,[17 17] ; [ 6 15],[14.21818182 19.78181818] ; [ 8.78181818 12.21818182],0
u1,1,0.119847,2.419325,[19 86] ; [ 5 51],[15.65217391 89.34782609] ; [ 8.34782609 47.65217391],0
s7,1,0.12961,2.297173,[43 56] ; [16 36],[38.68211921 60.31788079] ; [20.31788079 31.68211921],0
s3,1,0.158793,1.985687,[52 50] ; [22 34],[47.7721519 54.2278481] ; [26.2278481 29.7721519],0
a3,1,0.160992,1.964882,[71 33] ; [32 24],[66.95 37.05] ; [36.05 19.95],0
p12,1,0.179307,1.803362,[10 95] ; [ 2 53],[ 7.875 97.125] ; [ 4.125 50.875],0
d4,1,0.191658,1.704828,[73 30] ; [45 11],[76.44025157 26.55974843] ; [41.55974843 14.44025157],0
p1,1,0.231054,1.434364,[ 9 96] ; [ 2 54],[ 7.17391304 97.82608696] ; [ 3.82608696 52.17391304],0
a7,1,0.232282,1.426831,[70 35] ; [32 24],[66.52173913 38.47826087] ; [35.47826087 20.52173913],0
p7,1,0.235061,1.409972,[38 62] ; [16 40],[34.61538462 65.38461538] ; [19.38461538 36.61538462],0
r3,1,0.235151,1.409428,[91 14] ; [52  4],[93.26086957 11.73913043] ; [49.73913043  6.26086957],0
u3,1,0.348598,0.878555,[20 14] ; [17  7],[21.68965517 12.31034483] ; [15.31034483  8.68965517],0
b5,1,0.38305,0.76089,[62 43] ; [37 19],[64.56521739 40.43478261] ; [34.43478261 21.56521739],0
d1,1,0.403887,0.696722,[56 49] ; [26 30],[53.47826087 51.52173913] ; [28.52173913 27.47826087],0
v1,1,0.419788,0.65091,[45 57] ; [21 35],[42.60759494 59.39240506] ; [23.39240506 32.60759494],0
d5,1,0.420242,0.649638,[71 32] ; [42 14],[73.20125786 29.79874214] ; [39.79874214 16.20125786],0
n3,1,0.42542,0.635294,[24 10] ; [12  8],[22.66666667 11.33333333] ; [13.33333333  6.66666667],0
r1,1,0.444708,0.584104,[79 26] ; [39 17],[76.95652174 28.04347826] ; [41.04347826 14.95652174],0
b2,1,0.458559,0.54941,[28 44] ; [ 9 20],[26.37623762 45.62376238] ; [10.62376238 18.37623762],0
b3,1,0.458559,0.54941,[28 44] ; [ 9 20],[26.37623762 45.62376238] ; [10.62376238 18.37623762],0
a1,1,0.459537,0.547022,[ 9 96] ; [ 3 53],[ 7.82608696 97.17391304] ; [ 4.17391304 51.82608696],0
p6,1,0.562742,0.334979,[25 79] ; [11 44],[23.54716981 80.45283019] ; [12.45283019 42.54716981],0
