Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.000186,13.966704,[30 21] ; [48  5],[38.25 12.75] ; [39.75 13.25],1
r4,1,0.000334,12.869997,[27 24] ; [46  8],[35.45714286 15.54285714] ; [37.54285714 16.45714286],1
n6,1,0.003722,8.41465,[33 18] ; [47  6],[39.23076923 11.76923077] ; [40.76923077 12.23076923],0
p10,1,0.004401,8.110369,[ 8 42] ; [22 31],[14.5631068 35.4368932] ; [15.4368932 37.5631068],0
p4,1,0.004434,8.096997,[12 37] ; [28 26],[19.02912621 29.97087379] ; [20.97087379 33.02912621],0
a1,1,0.005856,7.594169,[ 9 42] ; [ 1 53],[ 4.85714286 46.14285714] ; [ 5.14285714 48.85714286],0
v4,1,0.007331,7.190123,[35 15] ; [49  5],[40.38461538  9.61538462] ; [43.61538462 10.38461538],0
b4,1,0.014861,5.932848,[25 26] ; [39 15],[31.08571429 19.91428571] ; [32.91428571 21.08571429],0
p2,1,0.015376,5.872858,[22 29] ; [36 18],[28.17142857 22.82857143] ; [29.82857143 24.17142857],0
s2,1,0.019257,5.478042,[12 38] ; [24 28],[17.64705882 32.35294118] ; [18.35294118 33.64705882],0
r1,1,0.031862,4.605886,[32 19] ; [44 10],[36.91428571 14.08571429] ; [39.08571429 14.91428571],0
n1,1,0.035422,4.424727,[14 11] ; [2 9],[11.11111111 13.88888889] ; [4.88888889 6.11111111],0
s3,1,0.04814,3.905098,[19 32] ; [30 23],[24.02884615 26.97115385] ; [24.97115385 28.02884615],0
b1,1,0.057949,3.595137,[33 18] ; [25 29],[28.17142857 22.82857143] ; [29.82857143 24.17142857],0
d1,1,0.060289,3.529412,[19 32] ; [30 24],[23.8 27.2] ; [25.2 28.8],0
a6,1,0.066049,3.378582,[27 24] ; [38 16],[31.57142857 19.42857143] ; [33.42857143 20.57142857],0
a5,1,0.066994,3.355177,[25 26] ; [36 18],[29.62857143 21.37142857] ; [31.37142857 22.62857143],0
b3,1,0.107524,2.590247,[14 19] ; [ 9 28],[10.84285714 22.15714286] ; [12.15714286 24.84285714],0
b2,1,0.107524,2.590247,[14 19] ; [ 9 28],[10.84285714 22.15714286] ; [12.15714286 24.84285714],0
p7,1,0.108489,2.576088,[19 31] ; [28 24],[23.03921569 26.96078431] ; [23.96078431 28.03921569],0
s6,1,0.116394,2.465185,[21 29] ; [31 23],[25. 25.] ; [27. 27.],0
u3,1,0.122844,2.380676,[ 7 14] ; [13 10],[ 9.54545455 11.45454545] ; [10.45454545 12.54545455],0
s8,1,0.125616,2.345865,[10 40] ; [18 36],[13.46153846 36.53846154] ; [14.53846154 39.46153846],0
v2,1,0.137266,2.208344,[15 35] ; [23 29],[18.62745098 31.37254902] ; [19.37254902 32.62745098],0
p8,1,0.15008,2.07144,[12 38] ; [20 34],[15.38461538 34.61538462] ; [16.61538462 37.38461538],0
r2,1,0.170571,1.877917,[42  8] ; [50  4],[44.23076923  5.76923077] ; [47.76923077  6.23076923],0
u2,1,0.203718,1.615519,[ 7 13] ; [12 10],[ 9.04761905 10.95238095] ; [ 9.95238095 12.04761905],0
d5,1,0.211369,1.562025,[32 19] ; [40 14],[34.97142857 16.02857143] ; [37.02857143 16.97142857],0
n3,1,0.271807,1.207606,[11 13] ; [9 5],[12.63157895 11.36842105] ; [7.36842105 6.63157895],0
d2,1,0.286112,1.137829,[24 26] ; [31 22],[26.69902913 23.30097087] ; [28.30097087 24.69902913],0
d4,1,0.295524,1.094283,[31 19] ; [38 15],[33.49514563 16.50485437] ; [35.50485437 17.49514563],0
d3,1,0.295694,1.093513,[26 25] ; [33 21],[28.65714286 22.34285714] ; [30.34285714 23.65714286],0
s5,1,0.368157,0.809876,[ 8 42] ; [12 40],[ 9.80392157 40.19607843] ; [10.19607843 41.80392157],0
p3,1,0.458674,0.549129,[13 38] ; [17 36],[14.71153846 36.28846154] ; [15.28846154 37.71153846],0
n2,1,0.485045,0.4875,[15 11] ; [9 4],[16. 10.] ; [8. 5.],0
p6,1,0.566027,0.329376,[ 8 41] ; [11 42],[ 9.12745098 39.87254902] ; [ 9.87254902 43.12745098],0
p5,1,0.619118,0.247108,[ 4 46] ; [ 3 51],[ 3.36538462 46.63461538] ; [ 3.63461538 50.36538462],0
s7,1,0.655091,0.199542,[14 33] ; [18 35],[15.04 31.96] ; [16.96 36.04],0
