Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,33.600823,[ 1 14] ; [66 15],[10.46875  4.53125] ; [56.53125 24.46875],1
v4,1,0.000313,12.993727,[8 7] ; [73  8],[12.65625  2.34375] ; [68.34375 12.65625],1
r3,1,0.001113,10.62976,[9 6] ; [74  7],[12.96875  2.03125] ; [70.03125 10.96875],0
r1,1,0.004149,8.217626,[ 5 10] ; [58 23],[9.84375 5.15625] ; [53.15625 27.84375],0
s6,1,0.004951,7.897298,[ 3 12] ; [47 32],[7.9787234 7.0212766] ; [42.0212766 36.9787234],0
a5,1,0.006764,7.334603,[ 4 11] ; [52 29],[8.75 6.25] ; [47.25 33.75],0
d2,1,0.023163,5.156253,[ 3 12] ; [42 39],[7.03125 7.96875] ; [37.96875 43.03125],0
v2,1,0.02619,4.943421,[ 3 12] ; [39 37],[6.92307692 8.07692308] ; [35.07692308 40.92307692],0
a7,1,0.036602,4.36885,[7 8] ; [59 21],[10.42105263  4.57894737] ; [55.57894737 24.42105263],0
s5,1,0.042908,4.099011,[ 1 14] ; [24 50],[ 4.21348315 10.78651685] ; [20.78651685 53.21348315],0
p9,1,0.042927,4.098278,[ 4 11] ; [42 34],[7.58241758 7.41758242] ; [38.41758242 37.58241758],0
s4,1,0.044185,4.049478,[ 1 14] ; [26 55],[ 4.21875 10.78125] ; [22.78125 58.21875],0
d5,1,0.06875,3.312621,[9 6] ; [65 15],[11.68421053  3.31578947] ; [62.31578947 17.68421053],0
d1,1,0.077908,3.108003,[ 5 10] ; [47 34],[8.125 6.875] ; [43.875 37.125],0
a3,1,0.104039,2.642514,[6 9] ; [50 30],[8.84210526 6.15789474] ; [47.15789474 32.84210526],0
s2,1,0.104821,2.630614,[ 4 11] ; [40 41],[6.875 8.125] ; [37.125 43.875],0
s3,1,0.117102,2.455662,[ 4 10] ; [41 39],[6.70212766 7.29787234] ; [38.29787234 41.70212766],0
a6,1,0.140503,2.172437,[6 9] ; [49 32],[8.59375 6.40625] ; [46.40625 34.59375],0
p8,1,0.150729,2.064859,[ 2 13] ; [25 54],[ 4.30851064 10.69148936] ; [22.69148936 56.30851064],0
b1,1,0.159886,1.975309,[10  5] ; [38 43],[7.5 7.5] ; [40.5 40.5],0
n6,1,0.173047,1.856346,[ 5 10] ; [42 38],[7.42105263 7.57894737] ; [39.57894737 40.42105263],0
s7,1,0.176989,1.822731,[ 2 11] ; [25 48],[4.08139535 8.91860465] ; [22.91860465 50.08139535],0
p6,1,0.180935,1.789924,[ 1 13] ; [18 61],[ 2.86021505 11.13978495] ; [16.13978495 62.86021505],0
u3,1,0.184414,1.761686,[3 6] ; [17 12],[4.73684211 4.26315789] ; [15.26315789 13.73684211],0
a2,1,0.191788,1.70383,[ 1 14] ; [17 64],[ 2.8125 12.1875] ; [15.1875 65.8125],0
n2,1,0.20578,1.60087,[2 4] ; [19 12],[3.40540541 2.59459459] ; [17.59459459 13.40540541],0
n3,1,0.257359,1.282909,[3 3] ; [22  8],[4.16666667 1.83333333] ; [20.83333333  9.16666667],0
p10,1,0.295105,1.096186,[ 5 10] ; [37 40],[6.84782609 8.15217391] ; [35.15217391 41.84782609],0
a4,1,0.30359,1.05836,[ 4 11] ; [33 48],[5.78125 9.21875] ; [31.21875 49.78125],0
s8,1,0.325638,0.966169,[ 2 13] ; [20 60],[ 3.47368421 11.52631579] ; [18.52631579 61.47368421],0
v3,1,0.37365,0.791488,[ 3 12] ; [23 50],[ 4.43181818 10.56818182] ; [21.56818182 51.43181818],0
p2,1,0.385908,0.751797,[7 8] ; [47 33],[8.52631579 6.47368421] ; [45.47368421 34.52631579],0
a1,1,0.390753,0.736599,[ 1 14] ; [ 2 79],[ 0.46875 14.53125] ; [ 2.53125 78.46875],0
b5,1,0.424666,0.637366,[8 7] ; [52 29],[9.375 5.625] ; [50.625 30.375],0
d3,1,0.444509,0.584615,[9 6] ; [56 24],[10.26315789  4.73684211] ; [54.73684211 25.26315789],0
u2,1,0.45494,0.558314,[4 5] ; [17 12],[4.97368421 4.02631579] ; [16.02631579 12.97368421],0
b3,1,0.517413,0.419048,[3 8] ; [ 6 27],[2.25 8.75] ; [ 6.75 26.25],0
b2,1,0.517413,0.419048,[3 8] ; [ 6 27],[2.25 8.75] ; [ 6.75 26.25],0
p4,1,0.52759,0.399032,[7 8] ; [30 49],[5.90425532 9.09574468] ; [31.09574468 47.90425532],0
p7,1,0.565741,0.329861,[ 5 10] ; [33 47],[6. 9.] ; [32. 48.],0
n4,1,0.625245,0.238564,[ 5 10] ; [22 59],[ 4.21875 10.78125] ; [22.78125 58.21875],0
d4,1,0.628935,0.233507,[13  2] ; [66 15],[12.34375  2.65625] ; [66.65625 14.34375],0
s1,1,0.799297,0.064646,[ 1 14] ; [ 7 74],[ 1.25 13.75] ; [ 6.75 74.25],0
p1,1,0.909741,0.012852,[ 1 14] ; [ 6 74],[ 1.10526316 13.89473684] ; [ 5.89473684 74.10526316],0
v1,1,0.949582,0.003998,[ 5 10] ; [27 52],[5.10638298 9.89361702] ; [26.89361702 52.10638298],0
p3,1,0.969301,0.001481,[5 9] ; [29 51],[5.06382979 8.93617021] ; [28.93617021 51.06382979],0
b4,1,0.971342,0.001291,[9 6] ; [49 32],[9.0625 5.9375] ; [48.9375 32.0625],0
