Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,4e-06,21.314905,[14  1] ; [10 31],[6.42857143 8.57142857] ; [17.57142857 23.42857143],1
p7,1,0.000161,14.238477,[12  3] ; [10 31],[5.89285714 9.10714286] ; [16.10714286 24.89285714],1
p8,1,0.001997,9.552284,[9 6] ; [ 7 33],[ 4.36363636 10.63636364] ; [11.63636364 28.36363636],0
a6,1,0.005312,7.77019,[11  4] ; [13 28],[6.42857143 8.57142857] ; [17.57142857 23.42857143],0
s2,1,0.007873,7.062153,[8 7] ; [ 7 33],[ 4.09090909 10.90909091] ; [10.90909091 29.09090909],0
s3,1,0.009316,6.761183,[8 7] ; [ 7 32],[ 4.16666667 10.83333333] ; [10.83333333 28.16666667],0
p6,1,0.015514,5.857159,[ 5 10] ; [ 3 37],[ 2.18181818 12.81818182] ; [ 5.81818182 34.18181818],0
b4,1,0.029425,4.742547,[ 5 10] ; [27 14],[8.57142857 6.42857143] ; [23.42857143 17.57142857],0
n6,1,0.044557,4.035326,[12  3] ; [20 20],[8.72727273 6.27272727] ; [23.27272727 16.72727273],0
s7,1,0.047155,3.939865,[7 8] ; [ 7 29],[ 4.11764706 10.88235294] ; [ 9.88235294 26.11764706],0
p2,1,0.073874,3.194783,[12  3] ; [22 19],[9.10714286 5.89285714] ; [24.89285714 16.10714286],0
a5,1,0.094622,2.793924,[10  5] ; [17 24],[7.23214286 7.76785714] ; [19.76785714 21.23214286],0
s6,1,0.096037,2.770154,[8 7] ; [12 29],[5.35714286 9.64285714] ; [14.64285714 26.35714286],0
s4,1,0.118822,2.432783,[ 5 10] ; [ 6 35],[ 2.94642857 12.05357143] ; [ 8.05357143 32.94642857],0
d5,1,0.131355,2.276423,[10  5] ; [18 23],[7.5 7.5] ; [20.5 20.5],0
n1,1,0.161125,1.963636,[3 2] ; [ 6 16],[1.66666667 3.33333333] ; [ 7.33333333 14.66666667],0
s5,1,0.174175,1.846634,[ 3 12] ; [ 3 38],[ 1.60714286 13.39285714] ; [ 4.39285714 36.60714286],0
s8,1,0.189107,1.724563,[ 5 10] ; [ 7 34],[ 3.21428571 11.78571429] ; [ 8.78571429 32.21428571],0
v3,1,0.191621,1.705111,[ 4 11] ; [ 5 36],[ 2.41071429 12.58928571] ; [ 6.58928571 34.41071429],0
p9,1,0.204876,1.607268,[10  5] ; [18 20],[7.9245283 7.0754717] ; [20.0754717 17.9245283],0
