Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,25.410924,[44 70] ; [38  8],[58.425 55.575] ; [23.575 22.425],1
v1,1,0.001327,10.304683,[39 78] ; [29 19],[48.21818182 68.78181818] ; [19.78181818 28.21818182],0
p12,1,0.010097,6.61778,[  2 116] ; [ 5 42],[  5.00606061 112.99393939] ; [ 1.99393939 45.00606061],0
d3,1,0.014413,5.986833,[81 36] ; [42  6],[87.21818182 29.78181818] ; [35.78181818 12.21818182],0
b1,1,0.01944,5.461451,[47 71] ; [10 38],[40.51807229 77.48192771] ; [16.48192771 31.51807229],0
p10,1,0.026752,4.906724,[79 37] ; [40  7],[84.68711656 31.31288344] ; [34.31288344 12.68711656],0
p9,1,0.02862,4.790346,[85 31] ; [41  5],[90.22222222 25.77777778] ; [35.77777778 10.22222222],0
u2,1,0.034082,4.490573,[24 25] ; [12  3],[27.5625 21.4375] ; [8.4375 6.5625],0
s6,1,0.05155,3.790299,[66 52] ; [34 13],[71.51515152 46.48484848] ; [28.48484848 18.51515152],0
p5,1,0.066413,3.369511,[  4 113] ; [ 5 42],[  6.42073171 110.57926829] ; [ 2.57926829 44.42073171],0
a2,1,0.074321,3.184914,[ 16 102] ; [12 36],[19.90361446 98.09638554] ; [ 8.09638554 39.90361446],0
s7,1,0.079514,3.074817,[34 80] ; [20 25],[38.71698113 75.28301887] ; [15.28301887 29.71698113],0
s5,1,0.089553,2.882385,[29 87] ; [18 29],[33.44785276 82.55214724] ; [13.55214724 33.44785276],0
n1,1,0.092963,2.822307,[12 29] ; [ 2 18],[ 9.40983607 31.59016393] ; [ 4.59016393 15.40983607],0
u1,1,0.131613,2.27337,[ 12 106] ; [ 9 39],[ 14.92771084 103.07228916] ; [ 6.07228916 41.92771084],0
b2,1,0.133898,2.246724,[15 42] ; [10 13],[17.8125 39.1875] ; [ 7.1875 15.8125],0
b3,1,0.133898,2.246724,[15 42] ; [10 13],[17.8125 39.1875] ; [ 7.1875 15.8125],0
b4,1,0.141504,2.161528,[64 54] ; [32 16],[68.24096386 49.75903614] ; [27.75903614 20.24096386],0
s3,1,0.167978,1.900896,[52 65] ; [27 21],[56.01818182 60.98181818] ; [22.98181818 25.01818182],0
a5,1,0.169836,1.884394,[65 53] ; [32 16],[68.95180723 49.04819277] ; [28.04819277 19.95180723],0
a3,1,0.183151,1.771867,[68 50] ; [33 15],[71.79518072 46.20481928] ; [29.20481928 18.79518072],0
r1,1,0.196102,1.671169,[81 36] ; [38 10],[84.38181818 32.61818182] ; [34.61818182 13.38181818],0
p11,1,0.19635,1.66932,[71 47] ; [34 14],[74.63855422 43.36144578] ; [30.36144578 17.63855422],0
p6,1,0.210266,1.569597,[31 85] ; [ 8 38],[27.92592593 88.07407407] ; [11.07407407 34.92592593],0
r4,1,0.229729,1.442539,[91 27] ; [41  7],[93.8313253 24.1686747] ; [38.1686747  9.8313253],0
