Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,89.643052,[214 139] ; [ 56 199],[156.75986842 196.24013158] ; [113.24013158 141.75986842],1
v1,1,0.0,44.873994,[239 112] ; [103 150],[198.74503311 152.25496689] ; [143.25496689 109.74503311],1
d4,1,0.002268,9.31922,[310  47] ; [199  58],[295.9495114  61.0504886] ; [213.0504886  43.9495114],0
d1,1,0.002624,9.052315,[243 116] ; [144 114],[225.17504052 133.82495948] ; [161.82495948  96.17504052],0
d2,1,0.003339,8.612465,[206 151] ; [117 139],[188.10929853 168.89070147] ; [134.89070147 121.10929853],0
r3,1,0.004564,8.044396,[347  10] ; [236  20],[339.52854812  17.47145188] ; [243.47145188  12.52854812],0
d3,1,0.007583,7.129516,[261  97] ; [162  96],[245.83441558 112.16558442] ; [177.16558442  80.83441558],0
p3,1,0.009581,6.711164,[212 145] ; [125 131],[196.26264274 160.73735726] ; [140.73735726 115.26264274],0
p7,1,0.012566,6.229262,[243 106] ; [152 102],[228.61525705 120.38474295] ; [166.38474295  87.61525705],0
p9,1,0.014479,5.978842,[314  38] ; [209  45],[303.78877888  48.21122112] ; [219.21122112  34.78877888],0
s8,1,0.01549,5.859826,[188 166] ; [111 146],[173.23404255 180.76595745] ; [125.76595745 131.23404255],0
a5,1,0.015981,5.804928,[289  69] ; [187  71],[276.63636364  81.36363636] ; [199.36363636  58.63636364],0
p10,1,0.020677,5.353846,[309  45] ; [205  50],[298.77832512  55.22167488] ; [215.22167488  39.77832512],0
r1,1,0.020829,5.341081,[303  56] ; [198  59],[291.9788961  67.0211039] ; [209.0211039  47.9788961],0
a7,1,0.023958,5.097685,[267  89] ; [172  86],[254.53420195 101.46579805] ; [184.46579805  73.53420195],0
d5,1,0.026764,4.905959,[308  51] ; [203  54],[297.80681818  61.19318182] ; [213.19318182  43.80681818],0
s4,1,0.03337,4.526675,[ 44 311] ; [ 47 205],[ 53.22075783 301.77924217] ; [ 37.77924217 214.22075783],0
a6,1,0.03484,4.453023,[253 104] ; [162  96],[240.90243902 116.09756098] ; [174.09756098  83.90243902],0
s1,1,0.035063,4.442098,[  8 346] ; [ 14 241],[ 12.78817734 341.21182266] ; [  9.21182266 245.78817734],0
a3,1,0.035091,4.440737,[274  83] ; [177  79],[262.65415987  94.34584013] ; [188.34584013  67.65415987],0
a1,1,0.035414,4.425118,[ 25 334] ; [  8 250],[ 19.20097245 339.79902755] ; [ 13.79902755 244.20097245],0
p11,1,0.05225,3.767736,[303  56] ; [202  56],[293.83306321  65.16693679] ; [211.16693679  46.83306321],0
