Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,55.230964,[75 14] ; [ 9 38],[54.97058824 34.02941176] ; [29.02941176 17.97058824],1
r3,1,0.0,25.383336,[79  9] ; [24 23],[67.14074074 20.85925926] ; [35.85925926 11.14074074],1
r2,1,7.3e-05,15.720422,[81  8] ; [29 17],[72.51851852 16.48148148] ; [37.48148148  8.51851852],1
v4,1,0.000782,11.284006,[73 14] ; [27 20],[64.92537313 22.07462687] ; [35.07462687 11.92537313],1
d4,1,0.003528,8.512115,[69 18] ; [26 21],[61.67910448 25.32089552] ; [33.32089552 13.67910448],0
b3,1,0.011669,6.360549,[ 6 35] ; [12 17],[10.54285714 30.45714286] ; [ 7.45714286 21.54285714],0
b2,1,0.011669,6.360549,[ 6 35] ; [12 17],[10.54285714 30.45714286] ; [ 7.45714286 21.54285714],0
d3,1,0.013416,6.113471,[56 32] ; [19 27],[49.25373134 38.74626866] ; [25.74626866 20.25373134],0
b1,1,0.01403,6.034358,[39 50] ; [31 16],[45.80882353 43.19117647] ; [24.19117647 22.80882353],0
a1,1,0.014348,5.994798,[ 3 86] ; [ 7 40],[ 6.54411765 82.45588235] ; [ 3.45588235 43.54411765],0
p1,1,0.015214,5.891562,[ 3 85] ; [ 7 40],[ 6.51851852 81.48148148] ; [ 3.48148148 43.51851852],0
d5,1,0.015214,5.891562,[65 23] ; [25 22],[58.66666667 29.33333333] ; [31.33333333 15.66666667],0
u2,1,0.015237,5.888816,[21  8] ; [ 8 13],[16.82 12.18] ; [12.18  8.82],0
a7,1,0.025276,5.004908,[61 28] ; [23 24],[54.97058824 34.02941176] ; [29.02941176 17.97058824],0
p8,1,0.026134,4.947146,[32 54] ; [ 8 36],[26.46153846 59.53846154] ; [13.53846154 30.46153846],0
v2,1,0.02848,4.7988,[39 42] ; [13 33],[33.16535433 47.83464567] ; [18.83464567 27.16535433],0
a5,1,0.029897,4.715182,[57 32] ; [21 26],[51.04411765 37.95588235] ; [26.95588235 20.04411765],0
s4,1,0.044326,4.044108,[ 8 81] ; [10 37],[11.77941176 77.22058824] ; [ 6.22058824 40.77941176],0
p2,1,0.044838,4.024737,[57 31] ; [21 24],[51.60902256 36.39097744] ; [26.39097744 18.60902256],0
n5,1,0.053004,3.743808,[33 54] ; [26 21],[38.30597015 48.69402985] ; [20.69402985 26.30597015],0
d1,1,0.06514,3.401432,[39 50] ; [13 34],[34.02941176 54.97058824] ; [17.97058824 29.02941176],0
