Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,111.725454,[  4 108] ; [195 122],[51.95337995 60.04662005] ; [147.04662005 169.95337995],1
d3,1,0.0,79.293484,[32 78] ; [242  75],[70.58548009 39.41451991] ; [203.41451991 113.58548009],1
d5,1,0.0,66.703348,[48 63] ; [264  53],[80.91588785 30.08411215] ; [231.08411215  85.91588785],1
d2,1,1e-06,23.526297,[21 91] ; [141 175],[42.39252336 69.60747664] ; [119.60747664 196.39252336],1
a7,1,6e-06,20.499086,[61 49] ; [247  70],[79.3442623 30.6557377] ; [228.6557377  88.3442623],1
a3,1,1.2e-05,19.108634,[49 61] ; [215 101],[68.16901408 41.83098592] ; [195.83098592 120.16901408],1
a4,1,3.6e-05,17.080477,[23 87] ; [136 180],[41.05633803 68.94366197] ; [117.94366197 198.05633803],1
r1,1,3.7e-05,17.019159,[60 51] ; [237  79],[77.20608899 33.79391101] ; [219.79391101  96.20608899],1
r3,1,9.1e-05,15.316119,[85 25] ; [289  27],[96.57276995 13.42723005] ; [277.42723005  38.57276995],1
a5,1,0.000135,14.572298,[54 58] ; [217 100],[70.75058275 41.24941725] ; [200.24941725 116.75058275],1
a6,1,0.000252,13.397533,[61 51] ; [232  85],[76.49417249 35.50582751] ; [216.50582751 100.49417249],1
u1,1,0.000376,12.645834,[  2 110] ; [ 44 273],[12.00932401 99.99067599] ; [ 33.99067599 283.00932401],1
v2,1,0.00052,12.042931,[35 70] ; [162 144],[50.32846715 54.67153285] ; [146.67153285 159.32846715],1
p1,1,0.001362,10.257126,[13 99] ; [ 11 304],[  6.29508197 105.70491803] ; [ 17.70491803 297.29508197],0
a2,1,0.002198,9.376394,[  9 103] ; [ 66 251],[19.58041958 92.41958042] ; [ 55.41958042 261.58041958],0
r4,1,0.002801,8.93277,[75 37] ; [256  61],[86.41491841 25.58508159] ; [244.58508159  72.41491841],0
p10,1,0.006323,7.455914,[61 48] ; [220  93],[72.58056872 36.41943128] ; [208.41943128 104.58056872],0
b4,1,0.009848,6.662246,[51 61] ; [189 128],[62.65734266 49.34265734] ; [177.34265734 139.65734266],0
s6,1,0.017766,5.619117,[34 78] ; [135 178],[44.53647059 67.46352941] ; [124.46352941 188.53647059],0
r2,1,0.019134,5.489235,[91 20] ; [281  30],[97.84834123 13.15165877] ; [274.15165877  36.84834123],0
p11,1,0.03571,4.410891,[69 43] ; [229  88],[77.7995338 34.2004662] ; [220.2004662  96.7995338],0
u2,1,0.042465,4.11656,[25 38] ; [56 44],[31.30674847 31.69325153] ; [49.69325153 50.30674847],0
v4,1,0.04548,4.000733,[91 19] ; [285  32],[96.8618267 13.1381733] ; [279.1381733  37.8618267],0
p2,1,0.052121,3.771876,[75 37] ; [239  74],[82.74823529 29.25176471] ; [231.25176471  81.74823529],0
p9,1,0.053957,3.714026,[69 40] ; [228  84],[76.89548694 32.10451306] ; [220.10451306  91.89548694],0
s2,1,0.062101,3.48037,[20 92] ; [ 84 231],[27.27868852 84.72131148] ; [ 76.72131148 238.27868852],0
p4,1,0.098939,2.722564,[43 69] ; [148 164],[50.45283019 61.54716981] ; [140.54716981 171.45283019],0
s7,1,0.12802,2.316349,[16 89] ; [ 67 235],[21.41277641 83.58722359] ; [ 61.58722359 240.41277641],0
n6,1,0.149635,2.075969,[76 35] ; [237  77],[81.74823529 29.25176471] ; [231.25176471  82.74823529],0
n5,1,0.152538,2.046681,[80 30] ; [205 109],[73.93867925 36.06132075] ; [211.06132075 102.93867925],0
u3,1,0.178065,1.813704,[25 38] ; [50 49],[29.16666667 33.83333333] ; [45.83333333 53.16666667],0
b3,1,0.188168,1.731904,[16 49] ; [ 55 109],[20.15283843 44.84716157] ; [ 50.84716157 113.15283843],0
b2,1,0.188168,1.731904,[16 49] ; [ 55 109],[20.15283843 44.84716157] ; [ 50.84716157 113.15283843],0
s1,1,0.201675,1.6302,[  6 103] ; [  9 304],[  3.87440758 105.12559242] ; [ 11.12559242 301.87440758],0
v3,1,0.26047,1.266255,[29 81] ; [ 98 207],[33.6626506 76.3373494] ; [ 93.3373494 211.6626506],0
b1,1,0.39021,0.738288,[49 63] ; [124 193],[45.16550117 66.83449883] ; [127.83449883 189.16550117],0
p7,1,0.390946,0.735998,[53 56] ; [165 144],[56.84688995 52.15311005] ; [161.15311005 147.84688995],0
p8,1,0.435174,0.608975,[42 67] ; [134 179],[45.45971564 63.54028436] ; [130.54028436 182.45971564],0
s4,1,0.446377,0.579835,[15 96] ; [ 34 280],[12.79764706 98.20235294] ; [ 36.20235294 277.79764706],0
v1,1,0.536028,0.382951,[46 65] ; [139 171],[48.77672209 62.22327791] ; [136.22327791 173.77672209],0
b5,1,0.539458,0.376546,[67 45] ; [200 117],[69.70629371 42.29370629] ; [197.29370629 119.70629371],0
n3,1,0.573071,0.317571,[26 10] ; [59 29],[24.67741935 11.32258065] ; [60.32258065 27.67741935],0
p12,1,0.577665,0.310024,[  4 108] ; [  8 305],[  3.16235294 108.83764706] ; [  8.83764706 304.16235294],0
a8,1,0.599017,0.27648,[ 9 93] ; [ 31 260],[10.38167939 91.61832061] ; [ 29.61832061 261.38167939],0
a1,1,0.684788,0.164786,[  6 106] ; [ 14 303],[  5.22144522 106.77855478] ; [ 14.77855478 302.22144522],0
n2,1,0.688855,0.160327,[23 14] ; [58 30],[23.976 13.024] ; [57.024 30.976],0
n4,1,0.696614,0.152019,[74 37] ; [217  99],[75.64637002 35.35362998] ; [215.35362998 100.64637002],0
p3,1,0.701423,0.146996,[37 74] ; [111 203],[38.65411765 72.34588235] ; [109.34588235 204.65411765],0
p5,1,0.951876,0.003642,[  4 107] ; [ 11 305],[  3.89929742 107.10070258] ; [ 11.10070258 304.89929742],0
n1,1,0.954738,0.003222,[12 25] ; [29 59],[12.136 24.864] ; [28.864 59.136],0
s3,1,0.957869,0.002791,[38 72] ; [109 204],[38.22695035 71.77304965] ; [108.77304965 204.22695035],0
p6,1,0.987377,0.00025,[25 85] ; [ 70 239],[24.94033413 85.05966587] ; [ 70.05966587 238.94033413],0
