Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,24.394668,[33  6] ; [23 43],[20.8 18.2] ; [35.2 30.8],1
p4,1,0.007871,7.062661,[24 15] ; [23 43],[17.45714286 21.54285714] ; [29.54285714 36.45714286],0
p2,1,0.012193,6.282561,[35  4] ; [45 21],[29.71428571  9.28571429] ; [50.28571429 15.71428571],0
b3,1,0.017372,5.65838,[ 5 24] ; [19 24],[ 9.66666667 19.33333333] ; [14.33333333 28.66666667],0
b2,1,0.017372,5.65838,[ 5 24] ; [19 24],[ 9.66666667 19.33333333] ; [14.33333333 28.66666667],0
p3,1,0.045448,4.001938,[22 17] ; [24 42],[17.08571429 21.91428571] ; [28.91428571 37.08571429],0
p10,1,0.053378,3.732057,[28 10] ; [36 30],[23.38461538 14.61538462] ; [40.61538462 25.38461538],0
p9,1,0.056918,3.624982,[31  8] ; [40 25],[26.625 12.375] ; [44.375 20.625],0
v4,1,0.058835,3.569929,[38  1] ; [56  9],[35.25  3.75] ; [58.75  6.25],0
v3,1,0.085887,2.94983,[15 24] ; [14 48],[11.1980198 27.8019802] ; [17.8019802 44.1980198],0
p1,1,0.128452,2.311111,[ 5 34] ; [ 3 62],[ 3. 36.] ; [ 5. 60.],0
d4,1,0.140869,2.16844,[30  9] ; [58  8],[32.68571429  6.31428571] ; [55.31428571 10.68571429],0
p11,1,0.161648,1.958739,[32  7] ; [46 20],[28.97142857 10.02857143] ; [49.02857143 16.97142857],0
r1,1,0.214332,1.541919,[33  6] ; [49 17],[30.45714286  8.54285714] ; [51.54285714 14.45714286],0
n2,1,0.231101,1.434074,[7 2] ; [8 7],[5.625 3.375] ; [9.375 5.625],0
n6,1,0.246191,1.344792,[28 11] ; [40 26],[25.25714286 13.74285714] ; [42.74285714 23.25714286],0
p6,1,0.266296,1.235727,[14 23] ; [18 48],[11.49514563 25.50485437] ; [20.50485437 45.49514563],0
u3,1,0.280226,1.165992,[5 8] ; [11  8],[6.5 6.5] ; [9.5 9.5],0
s6,1,0.283182,1.151757,[22 16] ; [31 35],[19.36538462 18.63461538] ; [33.63461538 32.36538462],0
r3,1,0.28506,1.142809,[38  1] ; [61  5],[36.77142857  2.22857143] ; [62.22857143  3.77142857],0
s7,1,0.298233,1.08208,[19 19] ; [24 37],[16.50505051 21.49494949] ; [26.49494949 34.50505051],0
a4,1,0.318261,0.99608,[15 24] ; [32 34],[17.45714286 21.54285714] ; [29.54285714 36.45714286],0
r2,1,0.355363,0.854212,[32  5] ; [59  5],[33.33663366  3.66336634] ; [57.66336634  6.33663366],0
r4,1,0.364407,0.82265,[35  4] ; [55 11],[33.42857143  5.57142857] ; [56.57142857  9.42857143],0
b5,1,0.37281,0.794278,[22 17] ; [43 23],[24.14285714 14.85714286] ; [40.85714286 25.14285714],0
u2,1,0.40292,0.699595,[7 6] ; [13  6],[8.125 4.875] ; [11.875  7.125],0
d5,1,0.4512,0.567635,[32  7] ; [50 16],[30.45714286  8.54285714] ; [51.54285714 14.45714286],0
s4,1,0.471146,0.519287,[ 5 34] ; [12 54],[ 6.31428571 32.68571429] ; [10.68571429 55.31428571],0
v2,1,0.484247,0.489285,[22 16] ; [33 32],[20.29126214 17.70873786] ; [34.70873786 30.29126214],0
s1,1,0.502063,0.450572,[ 3 36] ; [ 3 63],[ 2.22857143 36.77142857] ; [ 3.77142857 62.22857143],0
d3,1,0.502547,0.449554,[29 10] ; [45 21],[27.48571429 11.51428571] ; [46.51428571 19.48571429],0
a7,1,0.502547,0.449554,[29 10] ; [45 21],[27.48571429 11.51428571] ; [46.51428571 19.48571429],0
s8,1,0.526753,0.400651,[16 23] ; [23 43],[14.48571429 24.51428571] ; [24.51428571 41.48571429],0
d2,1,0.553944,0.350298,[16 23] ; [31 35],[17.45714286 21.54285714] ; [29.54285714 36.45714286],0
a1,1,0.587393,0.294433,[ 2 37] ; [ 2 64],[ 1.48571429 37.51428571] ; [ 2.51428571 63.48571429],0
d1,1,0.595474,0.281877,[21 18] ; [32 34],[19.68571429 19.31428571] ; [33.31428571 32.68571429],0
p12,1,0.598454,0.277333,[ 2 37] ; [ 2 63],[ 1.5 37.5] ; [ 2.5 62.5],0
s2,1,0.599038,0.276449,[13 25] ; [26 40],[14.25 23.75] ; [24.75 41.25],0
u1,1,0.611387,0.258159,[ 4 35] ; [ 9 57],[ 4.82857143 34.17142857] ; [ 8.17142857 57.82857143],0
a3,1,0.624897,0.239045,[26 13] ; [47 19],[27.11428571 11.88571429] ; [45.88571429 20.11428571],0
b1,1,0.709757,0.13852,[18 21] ; [28 38],[17.08571429 21.91428571] ; [28.91428571 37.08571429],0
a5,1,0.727485,0.121434,[29 10] ; [47 19],[28.22857143 10.77142857] ; [47.77142857 18.22857143],0
s5,1,0.729973,0.119136,[ 7 29] ; [10 50],[ 6.375 29.625] ; [10.625 49.375],0
v1,1,0.893048,0.018076,[16 23] ; [25 38],[15.67647059 23.32352941] ; [25.32352941 37.67647059],0
n1,1,0.896743,0.016842,[2 7] ; [ 3 12],[1.875 7.125] ; [ 3.125 11.875],0
a2,1,0.919562,0.010198,[ 8 31] ; [13 53],[ 7.8 31.2] ; [13.2 52.8],0
a6,1,0.96169,0.002307,[25 14] ; [42 24],[24.88571429 14.11428571] ; [42.11428571 23.88571429],0
b4,1,0.96169,0.002307,[25 14] ; [42 24],[24.88571429 14.11428571] ; [42.11428571 23.88571429],0
s3,1,0.974664,0.001009,[18 20] ; [31 34],[18.0776699 19.9223301] ; [30.9223301 34.0776699],0
a8,1,0.994467,4.8e-05,[ 4 31] ; [ 7 54],[ 4.01041667 30.98958333] ; [ 6.98958333 54.01041667],0
