Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,33.909708,[ 2 50] ; [19 12],[13.15662651 38.84337349] ; [ 7.84337349 23.15662651],1
s3,1,2.4e-05,17.876577,[12 39] ; [22  9],[21.14634146 29.85365854] ; [12.85365854 18.14634146],1
s2,1,0.000295,13.102103,[10 42] ; [18 13],[17.54216867 34.45783133] ; [10.45783133 20.54216867],1
p6,1,0.000547,11.947431,[ 5 45] ; [13 17],[11.25 38.75] ; [ 6.75 23.25],1
n5,1,0.010993,6.466431,[25 26] ; [24  7],[30.47560976 20.52439024] ; [18.52439024 12.47560976],0
p4,1,0.01247,6.24276,[15 35] ; [18 13],[20.37037037 29.62962963] ; [12.62962963 18.37037037],0
s6,1,0.018026,5.593587,[18 34] ; [19 12],[23.18072289 28.81927711] ; [13.81927711 17.18072289],0
s4,1,0.018522,5.546052,[ 7 45] ; [11 20],[11.27710843 40.72289157] ; [ 6.72289157 24.27710843],0
n4,1,0.027802,4.840313,[24 28] ; [22  9],[28.81927711 23.18072289] ; [17.18072289 13.81927711],0
n3,1,0.029913,4.714286,[18  7] ; [ 7 11],[14.53488372 10.46511628] ; [10.46511628  7.53488372],0
n2,1,0.037203,4.341099,[15 10] ; [16  2],[18.02325581  6.97674419] ; [12.97674419  5.02325581],0
p11,1,0.041795,4.143482,[25 27] ; [22  9],[29.44578313 22.55421687] ; [17.55421687 13.44578313],0
p8,1,0.044389,4.041703,[15 36] ; [16 15],[19.2804878 31.7195122] ; [11.7195122 19.2804878],0
p5,1,0.055072,3.679911,[ 2 49] ; [ 5 26],[ 4.35365854 46.64634146] ; [ 2.64634146 28.35365854],0
p3,1,0.063893,3.433336,[11 38] ; [13 18],[14.7 34.3] ; [ 9.3 21.7],0
a5,1,0.065207,3.39973,[21 31] ; [19 12],[25.06024096 26.93975904] ; [14.93975904 16.06024096],0
p7,1,0.076858,3.130113,[17 32] ; [16 13],[20.73076923 28.26923077] ; [12.26923077 16.73076923],0
p10,1,0.085728,2.95282,[27 23] ; [22  8],[30.625 19.375] ; [18.375 11.625],0
