Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,25.912073,[197  51] ; [27 31],[181.54248366  66.45751634] ; [42.45751634 15.54248366],1
s6,1,4.3e-05,16.743202,[219  27] ; [40 19],[208.89836066  37.10163934] ; [50.10163934  8.89836066],1
a3,1,0.00018,14.031556,[210  38] ; [38 22],[199.68831169  48.31168831] ; [48.31168831 11.68831169],1
s3,1,0.000289,13.138426,[200  47] ; [34 24],[189.50163934  57.49836066] ; [44.49836066 13.50163934],1
n6,1,0.002428,9.194037,[236  13] ; [50 10],[230.46601942  18.53398058] ; [55.53398058  4.46601942],0
p5,1,0.004757,7.96971,[ 50 195] ; [ 3 57],[ 42.57377049 202.42622951] ; [10.42622951 49.57377049],0
v4,1,0.013235,6.13744,[243   5] ; [55  5],[239.94805195   8.05194805] ; [58.05194805  1.94805195],0
s5,1,0.036263,4.384691,[115 121] ; [19 38],[107.93174061 128.06825939] ; [26.06825939 30.93174061],0
u1,1,0.041898,4.139339,[ 64 185] ; [ 8 52],[ 58.01941748 190.98058252] ; [13.98058252 46.01941748],0
p9,1,0.057068,3.620618,[230  18] ; [51  9],[226.25974026  21.74025974] ; [54.74025974  5.25974026],0
v3,1,0.066203,3.374736,[127 113] ; [22 34],[120.81081081 119.18918919] ; [28.18918919 27.81081081],0
b4,1,0.083323,2.998866,[131 118] ; [39 21],[136.99029126 112.00970874] ; [33.00970874 26.99029126],0
p1,1,0.083836,2.988925,[ 26 222] ; [ 2 58],[ 22.54545455 225.45454545] ; [ 5.45454545 54.54545455],0
u2,1,0.105749,2.616633,[26 13] ; [10 12],[23.01639344 15.98360656] ; [12.98360656  9.01639344],0
r2,1,0.156064,2.011956,[238   7] ; [56  4],[236.16393443   8.83606557] ; [57.83606557  2.16393443],0
a1,1,0.171504,1.869744,[ 15 234] ; [ 1 59],[ 12.89320388 236.10679612] ; [ 3.10679612 56.89320388],0
u4,1,0.171504,1.869744,[ 15 234] ; [ 1 59],[ 12.89320388 236.10679612] ; [ 3.10679612 56.89320388],0
u3,1,0.17333,1.853902,[28 11] ; [12 10],[25.57377049 13.42622951] ; [14.42622951  7.57377049],0
n2,1,0.189997,1.717642,[42 11] ; [6 4],[40.38095238 12.61904762] ; [7.61904762 2.38095238],0
d2,1,0.196632,1.667215,[139 110] ; [39 21],[143.4368932 105.5631068] ; [34.5631068 25.4368932],0
d3,1,0.196804,1.665932,[175  74] ; [37 23],[170.83495146  78.16504854] ; [41.16504854 18.83495146],0
a4,1,0.235099,1.409743,[125 124] ; [25 35],[120.87378641 128.12621359] ; [29.12621359 30.87378641],0
v2,1,0.256045,1.290014,[152  90] ; [30 25],[148.2962963  93.7037037] ; [33.7037037 21.2962963],0
d5,1,0.259846,1.269576,[209  39] ; [54  6],[211.76623377  36.23376623] ; [51.23376623  8.76623377],0
a7,1,0.301869,1.065921,[164  85] ; [43 16],[167.3474026  81.6525974] ; [39.6525974 19.3474026],0
p12,1,0.306607,1.045235,[ 33 214] ; [ 5 54],[ 30.67320261 216.32679739] ; [ 7.32679739 51.67320261],0
p8,1,0.31044,1.028801,[148  96] ; [40 19],[151.39273927  92.60726073] ; [36.60726073 22.39273927],0
