Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,2e-06,22.798239,[140  19] ; [81 45],[123.29473684  35.70526316] ; [97.70526316 28.29473684],1
p8,1,0.000258,13.350137,[117  42] ; [67 60],[102.29370629  56.70629371] ; [81.70629371 45.29370629],1
p3,1,0.008968,6.829192,[123  37] ; [79 47],[113.00699301  46.99300699] ; [88.99300699 37.00699301],0
p12,1,0.009571,6.713068,[ 26 134] ; [  8 119],[ 18.95470383 141.04529617] ; [ 15.04529617 111.95470383],0
p5,1,0.010728,6.509898,[ 42 118] ; [ 17 106],[ 33.35689046 126.64310954] ; [25.64310954 97.35689046],0
s5,1,0.012456,6.24471,[82 68] ; [49 75],[71.71532847 78.28467153] ; [59.28467153 64.71532847],0
b3,1,0.014319,5.998377,[56 58] ; [30 63],[47.36231884 66.63768116] ; [38.63768116 54.36231884],0
b2,1,0.014319,5.998377,[56 58] ; [30 63],[47.36231884 66.63768116] ; [38.63768116 54.36231884],0
v1,1,0.036545,4.371501,[105  54] ; [65 56],[96.53571429 62.46428571] ; [73.46428571 47.53571429],0
a4,1,0.036788,4.360191,[91 69] ; [56 70],[82.23776224 77.76223776] ; [64.76223776 61.23776224],0
n6,1,0.036984,4.35113,[150   9] ; [110  16],[145.05263158  13.94736842] ; [114.94736842  11.05263158],0
a1,1,0.051943,3.777617,[ 14 146] ; [  4 123],[ 10.03484321 149.96515679] ; [  7.96515679 119.03484321],0
s4,1,0.05216,3.770619,[ 40 119] ; [ 20 107],[ 33.35664336 125.64335664] ; [ 26.64335664 100.35664336],0
p1,1,0.082993,3.005293,[ 23 136] ; [ 10 117],[ 18.34615385 140.65384615] ; [ 14.65384615 112.34615385],0
s8,1,0.169656,1.885977,[117  43] ; [82 43],[111.71929825  48.28070175] ; [87.28070175 37.71929825],0
d1,1,0.171152,1.872823,[113  47] ; [80 47],[107.59581882  52.40418118] ; [85.40418118 41.59581882],0
n4,1,0.176493,1.826908,[140  20] ; [103  23],[135.94405594  24.05594406] ; [107.05594406  18.94405594],0
b5,1,0.230659,1.436791,[87 73] ; [78 49],[91.98606272 68.01393728] ; [73.01393728 53.98606272],0
p9,1,0.306931,1.043837,[149  11] ; [114  13],[146.62020906  13.37979094] ; [116.37979094  10.62020906],0
a6,1,0.307784,1.04016,[103  57] ; [89 38],[107.03832753  52.96167247] ; [84.96167247 42.03832753],0
u1,1,0.308863,1.035533,[ 45 115] ; [29 98],[ 41.2543554 118.7456446] ; [32.7456446 94.2543554],0
s3,1,0.330882,0.945445,[114  45] ; [96 29],[117.57042254  41.42957746] ; [92.42957746 32.57042254],0
n2,1,0.341221,0.905839,[25 11] ; [17  4],[26.52631579  9.47368421] ; [15.47368421  5.52631579],0
s2,1,0.342895,0.899577,[121  39] ; [89 37],[117.48251748  42.51748252] ; [92.51748252 33.48251748],0
v2,1,0.422698,0.642801,[98 61] ; [70 53],[94.72340426 64.27659574] ; [73.27659574 49.72340426],0
d3,1,0.429997,0.622832,[126  34] ; [95 32],[123.20557491  36.79442509] ; [97.79442509 29.20557491],0
s1,1,0.461031,0.54339,[  8 152] ; [  4 120],[  6.76056338 153.23943662] ; [  5.23943662 118.76056338],0
r2,1,0.488248,0.480385,[153   5] ; [120   6],[151.88028169   6.11971831] ; [121.11971831   4.88028169],0
b4,1,0.490941,0.474464,[88 72] ; [75 52],[90.87108014 69.12891986] ; [72.12891986 54.87108014],0
d2,1,0.501315,0.452151,[97 63] ; [72 55],[94.21602787 65.78397213] ; [74.78397213 52.21602787],0
u3,1,0.503454,0.447649,[21  8] ; [14  8],[19.90196078  9.09803922] ; [15.09803922  6.90196078],0
a5,1,0.52221,0.409527,[132  28] ; [101  26],[129.89547038  30.10452962] ; [103.10452962  23.89547038],0
d5,1,0.525745,0.402609,[137  22] ; [106  21],[135.09440559  23.90559441] ; [107.90559441  19.09440559],0
p2,1,0.572071,0.319229,[149  11] ; [116  11],[147.73519164  12.26480836] ; [117.26480836   9.73519164],0
r4,1,0.572071,0.319229,[149  11] ; [116  11],[147.73519164  12.26480836] ; [117.26480836   9.73519164],0
v4,1,0.599463,0.275806,[156   4] ; [123   2],[156.63157895   3.36842105] ; [122.36842105   2.63157895],0
n5,1,0.630024,0.232029,[137  22] ; [106  20],[135.56842105  23.43157895] ; [107.43157895  18.56842105],0
d4,1,0.671051,0.180375,[138  21] ; [108  19],[136.76223776  22.23776224] ; [109.23776224  17.76223776],0
n1,1,0.719747,0.128736,[18 18] ; [11  9],[18.64285714 17.35714286] ; [10.35714286  9.64285714],0
b1,1,0.72544,0.12334,[65 95] ; [49 78],[63.55400697 96.44599303] ; [50.44599303 76.55400697],0
a7,1,0.73886,0.111131,[115  45] ; [89 38],[113.728223  46.271777] ; [90.271777 36.728223],0
u2,1,0.74253,0.107915,[21  8] ; [15  7],[20.47058824  8.52941176] ; [15.52941176  6.47058824],0
a8,1,0.792587,0.069144,[ 25 122] ; [18 96],[ 24.2183908 122.7816092] ; [18.7816092 95.2183908],0
n3,1,0.827714,0.047365,[25 11] ; [14  7],[24.63157895 11.36842105] ; [14.36842105  6.63157895],0
p11,1,0.866941,0.028072,[131  29] ; [103  24],[130.45296167  29.54703833] ; [103.54703833  23.45296167],0
p10,1,0.878799,0.023254,[140  20] ; [111  15],[140.41958042  19.58041958] ; [110.58041958  15.41958042],0
v3,1,0.899007,0.016108,[74 82] ; [56 64],[73.47826087 82.52173913] ; [56.52173913 63.47826087],0
u4,1,0.914272,0.011589,[  8 152] ; [  6 121],[  7.80487805 152.19512195] ; [  6.19512195 120.80487805],0
a2,1,0.921552,0.009698,[ 50 110] ; [39 88],[ 49.61672474 110.38327526] ; [39.38327526 87.61672474],0
r1,1,0.931347,0.007422,[135  25] ; [105  20],[134.73684211  25.26315789] ; [105.26315789  19.73684211],0
r3,1,0.934677,0.006718,[154   6] ; [122   5],[153.86759582   6.13240418] ; [122.13240418   4.86759582],0
