Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,36.456023,[91 23] ; [ 7 24],[77.04827586 36.95172414] ; [20.95172414 10.04827586],1
r3,1,0.0,33.201545,[101  12] ; [13 18],[89.45833333 23.54166667] ; [24.54166667  6.45833333],1
p2,1,0.000209,13.748204,[72 42] ; [ 8 23],[62.89655172 51.10344828] ; [17.10344828 13.89655172],1
r2,1,0.000234,13.537146,[101  13] ; [18 12],[94.20833333 19.79166667] ; [24.79166667  5.20833333],1
n6,1,0.00028,13.202632,[76 38] ; [ 9 21],[67.29166667 46.70833333] ; [17.70833333 12.29166667],1
n3,1,0.000702,11.484164,[33  9] ; [ 5 11],[27.51724138 14.48275862] ; [10.48275862  5.51724138],1
u3,1,0.000939,10.944337,[28 25] ; [ 1 15],[22.27536232 30.72463768] ; [6.72463768 9.27536232],1
r1,1,0.002011,9.539709,[78 35] ; [12 19],[70.625 42.375] ; [19.375 11.625],0
n2,1,0.00424,8.177977,[31 12] ; [ 5 11],[26.23728814 16.76271186] ; [9.76271186 6.23728814],0
p11,1,0.00475,7.972323,[62 52] ; [ 8 23],[55.03448276 58.96551724] ; [14.96551724 16.03448276],0
a1,1,0.005255,7.789603,[  5 109] ; [ 6 25],[  8.64827586 105.35172414] ; [ 2.35172414 28.64827586],0
p7,1,0.010435,6.55913,[55 59] ; [ 7 24],[48.74482759 65.25517241] ; [13.25517241 17.74482759],0
u2,1,0.102613,2.664447,[21 30] ; [ 3 13],[18.26865672 32.73134328] ; [ 5.73134328 10.26865672],0
v1,1,0.106747,2.601739,[39 74] ; [ 6 25],[35.3125 77.6875] ; [ 9.6875 21.3125],0
s6,1,0.108953,2.569349,[43 70] ; [ 7 24],[39.23611111 73.76388889] ; [10.76388889 20.23611111],0
s8,1,0.11479,2.487011,[15 98] ; [ 1 30],[ 12.55555556 100.44444444] ; [ 3.44444444 27.55555556],0
v2,1,0.133717,2.248815,[45 66] ; [ 8 23],[41.42957746 69.57042254] ; [11.57042254 19.42957746],0
d3,1,0.143947,2.135254,[61 53] ; [12 19],[57.39310345 56.60689655] ; [15.60689655 15.39310345],0
d1,1,0.186389,1.745934,[48 66] ; [ 9 22],[44.8137931 69.1862069] ; [12.1862069 18.8137931],0
d5,1,0.188996,1.725425,[77 37] ; [17 14],[73.90344828 40.09655172] ; [20.09655172 10.90344828],0
p9,1,0.194943,1.679857,[35 77] ; [ 6 25],[32.11188811 79.88811189] ; [ 8.88811189 22.11188811],0
p3,1,0.237222,1.397027,[34 79] ; [ 6 25],[31.38888889 81.61111111] ; [ 8.61111111 22.38888889],0
b5,1,0.243252,1.361646,[72 42] ; [16 15],[69.1862069 44.8137931] ; [18.8137931 12.1862069],0
p6,1,0.248784,1.33012,[21 90] ; [ 3 27],[18.89361702 92.10638298] ; [ 5.10638298 24.89361702],0
s1,1,0.263674,1.249366,[  5 107] ; [ 3 28],[  6.26573427 105.73426573] ; [ 1.73426573 29.26573427],0
n4,1,0.273789,1.197666,[61 53] ; [20 11],[63.68275862 50.31724138] ; [17.31724138 13.68275862],0
v3,1,0.289067,1.123963,[28 83] ; [ 5 26],[25.79577465 85.20422535] ; [ 7.20422535 23.79577465],0
p5,1,0.306405,1.046108,[  1 113] ; [ 1 29],[  1.58333333 112.41666667] ; [ 0.41666667 29.58333333],0
u4,1,0.320157,0.988306,[  1 113] ; [ 1 30],[  1.57241379 112.42758621] ; [ 0.42758621 30.57241379],0
a2,1,0.336151,0.925055,[19 95] ; [ 3 28],[17.29655172 96.70344828] ; [ 4.70344828 26.29655172],0
a7,1,0.343301,0.898064,[69 44] ; [16 15],[66.70138889 46.29861111] ; [18.29861111 12.70138889],0
p4,1,0.359744,0.838788,[39 74] ; [ 8 23],[36.88194444 76.11805556] ; [10.11805556 20.88194444],0
p1,1,0.373494,0.792007,[  6 107] ; [ 3 28],[  7.0625 105.9375] ; [ 1.9375 29.0625],0
n5,1,0.377201,0.779804,[56 58] ; [18 13],[58.17931034 55.82068966] ; [15.82068966 15.17931034],0
b4,1,0.474985,0.510355,[67 47] ; [16 15],[65.25517241 48.74482759] ; [17.74482759 13.25517241],0
a4,1,0.521174,0.411569,[41 72] ; [ 9 21],[39.51048951 73.48951049] ; [10.48951049 19.51048951],0
p8,1,0.585745,0.297038,[32 81] ; [ 7 23],[30.81818182 82.18181818] ; [ 8.18181818 21.81818182],0
d4,1,0.598597,0.277118,[75 38] ; [19 12],[73.76388889 39.23611111] ; [20.23611111 10.76388889],0
s3,1,0.607589,0.2637,[35 76] ; [ 8 22],[33.85106383 77.14893617] ; [ 9.14893617 20.85106383],0
p12,1,0.609822,0.260435,[  2 112] ; [ 1 30],[  2.35862069 111.64137931] ; [ 0.64137931 30.35862069],0
a3,1,0.663273,0.189572,[61 51] ; [15 15],[59.94366197 52.05633803] ; [16.05633803 13.94366197],0
s2,1,0.737744,0.112119,[21 91] ; [ 5 26],[20.36363636 91.63636364] ; [ 5.63636364 25.36363636],0
a5,1,0.739476,0.110587,[59 55] ; [15 16],[58.17931034 55.82068966] ; [15.82068966 15.17931034],0
a6,1,0.760398,0.092999,[66 48] ; [17 14],[65.25517241 48.74482759] ; [17.74482759 13.25517241],0
b2,1,0.829096,0.046596,[19 50] ; [ 6 14],[19.38202247 49.61797753] ; [ 5.61797753 14.38202247],0
b3,1,0.829096,0.046596,[19 50] ; [ 6 14],[19.38202247 49.61797753] ; [ 5.61797753 14.38202247],0
d2,1,0.86014,0.031045,[51 62] ; [13 17],[50.57342657 62.42657343] ; [13.42657343 16.57342657],0
a8,1,0.860476,0.030894,[ 9 95] ; [ 3 28],[ 9.24444444 94.75555556] ; [ 2.75555556 28.24444444],0
s4,1,0.867578,0.027801,[ 12 100] ; [ 3 28],[ 11.74825175 100.25174825] ; [ 3.25174825 27.74825175],0
n1,1,0.879901,0.02283,[14 28] ; [ 5 11],[13.75862069 28.24137931] ; [ 5.24137931 10.75862069],0
s5,1,0.979314,0.000672,[14 96] ; [ 4 27],[14.04255319 95.95744681] ; [ 3.95744681 27.04255319],0
b1,1,0.988848,0.000195,[55 59] ; [15 16],[55.03448276 58.96551724] ; [14.96551724 16.03448276],0
