Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,7.1e-05,15.796928,[75 69] ; [82 25],[90.07171315 53.92828685] ; [66.92828685 40.07171315],1
p6,1,0.001533,10.039117,[ 42 101] ; [52 54],[53.98393574 89.01606426] ; [40.01606426 65.98393574],0
s4,1,0.010208,6.598267,[ 29 112] ; [37 68],[ 37.82926829 103.17073171] ; [28.17073171 76.82926829],0
p10,1,0.014602,5.963864,[105  37] ; [91 14],[112.68016194  29.31983806] ; [83.31983806 21.68016194],0
s7,1,0.020716,5.350499,[70 69] ; [66 35],[78.76666667 60.23333333] ; [57.23333333 43.76666667],0
s3,1,0.030987,4.653691,[91 52] ; [81 25],[98.77911647 44.22088353] ; [73.22088353 32.77911647],0
v1,1,0.035425,4.424548,[50 90] ; [52 54],[58.04878049 81.95121951] ; [43.95121951 62.04878049],0
p9,1,0.037336,4.335009,[113  31] ; [93 12],[119.13253012  24.86746988] ; [86.86746988 18.13253012],0
a4,1,0.04627,3.971744,[55 87] ; [55 52],[62.73092369 79.26907631] ; [47.26907631 59.73092369],0
d4,1,0.052998,3.743989,[107  36] ; [90 16],[113.13654618  29.86345382] ; [83.86345382 22.13654618],0
p12,1,0.056616,3.633829,[  6 138] ; [11 96],[  9.75298805 134.24701195] ; [ 7.24701195 99.75298805],0
p5,1,0.067731,3.337178,[ 15 127] ; [20 87],[ 19.95983936 122.04016064] ; [15.04016064 91.95983936],0
b3,1,0.067959,3.331632,[25 61] ; [29 38],[30.35294118 55.64705882] ; [23.64705882 43.35294118],0
b2,1,0.067959,3.331632,[25 61] ; [29 38],[30.35294118 55.64705882] ; [23.64705882 43.35294118],0
d2,1,0.074757,3.175351,[56 87] ; [54 53],[62.92 80.08] ; [47.08 59.92],0
a7,1,0.094008,2.80436,[102  42] ; [65 42],[95.80876494 48.19123506] ; [71.19123506 35.80876494],0
p1,1,0.095533,2.778581,[ 11 133] ; [15 91],[ 14.976 129.024] ; [11.024 94.976],0
p4,1,0.121811,2.393874,[84 60] ; [72 34],[89.856 54.144] ; [66.144 39.856],0
r4,1,0.127294,2.325204,[128  16] ; [101   6],[131.37848606  12.62151394] ; [97.62151394  9.37848606],0
b5,1,0.142139,2.154646,[90 54] ; [57 50],[84.33466135 59.66533865] ; [62.66533865 44.33466135],0
p3,1,0.194593,1.6825,[63 80] ; [56 51],[68.068 74.932] ; [50.932 56.068],0
n2,1,0.194732,1.681452,[25 13] ; [24  6],[27.38235294 10.61764706] ; [21.61764706  8.38235294],0
v4,1,0.207392,1.58954,[137   7] ; [105   2],[138.83665339   5.16334661] ; [103.16334661   3.83665339],0
r1,1,0.225654,1.468046,[109  35] ; [87 19],[112.896  31.104] ; [83.104 22.896],0
d3,1,0.237254,1.396836,[90 53] ; [75 32],[94.38 48.62] ; [70.62 36.38],0
a3,1,0.2453,1.349873,[93 50] ; [77 30],[97.24 45.76] ; [72.76 34.24],0
a1,1,0.25962,1.270781,[  5 139] ; [  7 100],[  6.88446215 137.11553785] ; [  5.11553785 101.88446215],0
d1,1,0.271191,1.210713,[72 72] ; [61 46],[76.30278884 67.69721116] ; [56.69721116 50.30278884],0
b1,1,0.284566,1.145152,[69 75] ; [44 63],[64.82868526 79.17131474] ; [48.17131474 58.82868526],0
a2,1,0.286754,1.134798,[ 27 117] ; [26 81],[ 30.4063745 113.5936255] ; [22.5936255 84.4063745],0
u4,1,0.301349,1.068216,[  4 140] ; [  1 106],[  2.8685259 141.1314741] ; [  2.1314741 104.8685259],0
a6,1,0.303883,1.057075,[92 51] ; [62 45],[88.088 54.912] ; [65.912 41.088],0
b4,1,0.336272,0.924592,[76 68] ; [63 44],[79.74501992 64.25498008] ; [59.25498008 47.74501992],0
p2,1,0.34297,0.899297,[118  25] ; [93 14],[120.692  22.308] ; [90.308 16.692],0
p7,1,0.381715,0.765173,[86 53] ; [70 34],[89.2345679 49.7654321] ; [66.7654321 37.2345679],0
a5,1,0.505254,0.443883,[98 46] ; [77 30],[100.39840637  43.60159363] ; [74.60159363 32.39840637],0
s1,1,0.521355,0.411212,[  8 135] ; [ 8 97],[  9.22580645 133.77419355] ; [ 6.77419355 98.22580645],0
n6,1,0.523287,0.40741,[121  23] ; [93 14],[122.77290837  21.22709163] ; [91.22709163 15.77290837],0
n4,1,0.549864,0.357561,[112  32] ; [79 27],[110.016  33.984] ; [80.984 25.016],0
s8,1,0.608115,0.262929,[72 72] ; [57 50],[74.00796813 69.99203187] ; [54.99203187 52.00796813],0
r3,1,0.687226,0.162105,[135   9] ; [98  8],[134.208   9.792] ; [98.792  7.208],0
p8,1,0.739018,0.110991,[75 69] ; [58 49],[76.30278884 67.69721116] ; [56.69721116 50.30278884],0
u1,1,0.740908,0.10933,[ 22 122] ; [18 89],[ 22.94820717 121.05179283] ; [17.05179283 89.94820717],0
a8,1,0.775158,0.081587,[ 16 120] ; [13 87],[ 16.71186441 119.28813559] ; [12.28813559 87.71186441],0
n5,1,0.790646,0.070476,[109  34] ; [80 27],[108.108  34.892] ; [80.892 26.108],0
p11,1,0.798393,0.065243,[111  33] ; [81 26],[110.15139442  33.84860558] ; [81.84860558 25.15139442],0
