Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,3e-06,22.12223,[62 52] ; [183 400],[40.07173601 73.92826399] ; [204.92826399 378.07173601],1
s2,1,5e-06,20.732406,[90 35] ; [297 301],[66.90871369 58.09128631] ; [320.09128631 277.90871369],1
s6,1,7e-06,20.06667,[104  18] ; [383 211],[82.98044693 39.01955307] ; [404.01955307 189.98044693],1
s3,1,6.2e-05,16.03334,[91 34] ; [317 278],[70.83333333 54.16666667] ; [337.16666667 257.83333333],1
n4,1,0.000221,13.646378,[79 46] ; [473 128],[95.04132231 29.95867769] ; [456.95867769 144.04132231],1
p6,1,0.006232,7.481996,[59 64] ; [205 383],[45.67088608 77.32911392] ; [218.32911392 369.67088608],0
a8,1,0.011603,6.370506,[  7 109] ; [ 81 467],[ 15.37349398 100.62650602] ; [ 72.62650602 475.37349398],0
s7,1,0.016566,5.741818,[73 48] ; [278 297],[61.02155172 59.97844828] ; [289.97844828 285.02155172],0
p11,1,0.027408,4.864923,[88 37] ; [478 124],[97.31774415 27.68225585] ; [468.68225585 133.31774415],0
v3,1,0.028272,4.811418,[39 84] ; [243 330],[49.8362069 73.1637931] ; [232.1637931 340.8362069],0
b3,1,0.03929,4.248288,[18 46] ; [155 216],[25.45287356 38.54712644] ; [147.54712644 223.45287356],0
b2,1,0.03929,4.248288,[18 46] ; [155 216],[25.45287356 38.54712644] ; [147.54712644 223.45287356],0
v1,1,0.056785,3.628866,[59 65] ; [332 251],[68.57708628 55.42291372] ; [322.42291372 260.57708628],0
s8,1,0.060694,3.518328,[67 58] ; [266 333],[57.49309392 67.50690608] ; [275.50690608 323.49309392],0
d3,1,0.077392,3.118843,[104  21] ; [457 145],[96.45804677 28.54195323] ; [464.54195323 137.45804677],0
v2,1,0.096974,2.754615,[63 59] ; [345 232],[71.21030043 50.78969957] ; [336.78969957 240.21030043],0
r1,1,0.101226,2.686117,[96 29] ; [498 102],[102.4137931  22.5862069] ; [491.5862069 108.4137931],0
n5,1,0.166883,1.910721,[85 40] ; [442 155],[91.23961219 33.76038781] ; [435.76038781 161.23961219],0
a6,1,0.183268,1.770923,[80 45] ; [421 180],[86.26033058 38.73966942] ; [414.73966942 186.26033058],0
r2,1,0.197145,1.663401,[116   8] ; [572  23],[118.65368567   5.34631433] ; [569.34631433  25.65368567],0
p2,1,0.208312,1.583121,[100  25] ; [504  92],[104.71567268  20.28432732] ; [499.28432732  96.71567268],0
u4,1,0.211029,1.564354,[  1 124] ; [ 16 586],[  2.92297111 122.07702889] ; [ 14.07702889 587.92297111],0
u2,1,0.289778,1.120653,[19 16] ; [94 53],[21.73076923 13.26923077] ; [91.26923077 55.73076923],0
p12,1,0.301055,1.069513,[  7 117] ; [ 50 545],[  9.83031989 114.16968011] ; [ 47.16968011 547.83031989],0
a2,1,0.331655,0.942424,[28 97] ; [160 442],[32.32462173 92.67537827] ; [155.67537827 446.32462173],0
r3,1,0.342566,0.900803,[116   7] ; [579  23],[117.91034483   5.08965517] ; [577.08965517  24.91034483],0
p5,1,0.362786,0.828228,[ 11 114] ; [ 69 525],[ 13.90820584 111.09179416] ; [ 66.09179416 527.90820584],0
a1,1,0.382518,0.762592,[  5 120] ; [ 36 566],[  7.04951857 117.95048143] ; [ 33.95048143 568.04951857],0
r4,1,0.41028,0.67799,[112  13] ; [553  49],[114.33975241  10.66024759] ; [550.66024759  51.33975241],0
b5,1,0.420309,0.649452,[80 45] ; [362 240],[75.99724897 49.00275103] ; [366.00275103 235.99724897],0
a3,1,0.441086,0.593454,[90 35] ; [451 148],[93.40469613 31.59530387] ; [447.59530387 151.40469613],0
a5,1,0.452537,0.564289,[92 33] ; [462 140],[95.25447043 29.74552957] ; [458.74552957 143.25447043],0
a7,1,0.453126,0.562819,[90 35] ; [452 149],[93.31955923 31.68044077] ; [448.68044077 152.31955923],0
s1,1,0.491591,0.473041,[  5 119] ; [ 17 577],[  3.7994429 120.2005571] ; [ 18.2005571 575.7994429],0
n1,1,0.508299,0.437567,[10 22] ; [51 85],[11.61904762 20.38095238] ; [49.38095238 86.61904762],0
u3,1,0.525258,0.403557,[24 11] ; [93 55],[22.37704918 12.62295082] ; [94.62295082 53.37704918],0
p3,1,0.534978,0.384927,[66 59] ; [297 300],[62.84626039 62.15373961] ; [300.15373961 296.84626039],0
p10,1,0.554047,0.350118,[103  20] ; [484 110],[100.69874477  22.30125523] ; [486.30125523 107.69874477],0
n3,1,0.570426,0.32197,[23  9] ; [92 46],[21.64705882 10.35294118] ; [93.35294118 44.64705882],0
p9,1,0.590471,0.28961,[106  16] ; [504  89],[104.08391608  17.91608392] ; [505.91608392  87.08391608],0
p4,1,0.608235,0.262754,[78 47] ; [356 238],[75.45201669 49.54798331] ; [358.54798331 235.45201669],0
u1,1,0.641655,0.216585,[27 98] ; [119 483],[25.10316369 99.89683631] ; [120.89683631 481.10316369],0
n2,1,0.651806,0.203631,[24  8] ; [98 40],[22.96470588  9.03529412] ; [99.03529412 38.96470588],0
n6,1,0.766408,0.088254,[103  21] ; [504  95],[104.10511757  19.89488243] ; [502.89488243  96.10511757],0
d5,1,0.834347,0.043735,[109  16] ; [529  73],[109.69738652  15.30261348] ; [528.30261348  73.69738652],0
b4,1,0.858038,0.031995,[75 50] ; [356 246],[74.10591472 50.89408528] ; [356.89408528 245.10591472],0
b1,1,0.871591,0.026127,[47 78] ; [231 371],[47.79917469 77.20082531] ; [230.20082531 371.79917469],0
p7,1,0.912384,0.012107,[77 43] ; [371 212],[76.47226174 43.52773826] ; [371.52773826 211.47226174],0
d2,1,0.918893,0.010369,[65 60] ; [315 285],[65.51724138 59.48275862] ; [314.48275862 285.51724138],0
a4,1,0.931981,0.007285,[60 65] ; [291 310],[60.4338843 64.5661157] ; [290.5661157 310.4338843],0
p8,1,0.933751,0.00691,[64 58] ; [313 279],[64.41736695 57.58263305] ; [312.58263305 279.41736695],0
p1,1,0.947107,0.004401,[  9 116] ; [ 44 553],[  9.17590028 115.82409972] ; [ 43.82409972 553.17590028],0
d1,1,0.999765,0.0,[87 38] ; [419 183],[87.00137552 37.99862448] ; [418.99862448 183.00137552],0
