Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,39.936493,[90 20] ; [ 4 20],[77.1641791 32.8358209] ; [16.8358209  7.1641791],1
v4,1,0.0,28.017788,[101   8] ; [12 12],[92.60902256 16.39097744] ; [20.39097744  3.60902256],1
r1,1,0.000344,12.815978,[66 42] ; [ 5 19],[58.09090909 49.90909091] ; [12.90909091 11.09090909],1
r3,1,0.003835,8.360126,[95 15] ; [14  9],[90.15037594 19.84962406] ; [18.84962406  4.15037594],0
p10,1,0.004841,7.937881,[75 32] ; [ 9 14],[69.13846154 37.86153846] ; [14.86153846  8.13846154],0
d5,1,0.008281,6.971772,[55 54] ; [ 5 19],[49.17293233 59.82706767] ; [10.82706767 13.17293233],0
u3,1,0.008755,6.872154,[30 28] ; [ 3 15],[25.18421053 32.81578947] ; [ 7.81578947 10.18421053],0
s2,1,0.021772,5.263933,[40 69] ; [ 3 21],[35.2406015 73.7593985] ; [ 7.7593985 16.2406015],0
s7,1,0.025785,4.970397,[39 66] ; [ 3 20],[34.453125 70.546875] ; [ 7.546875 15.453125],0
s6,1,0.03276,4.558299,[57 50] ; [ 7 17],[52.27480916 54.72519084] ; [11.72519084 12.27480916],0
b1,1,0.035985,4.397808,[43 67] ; [15  9],[47.6119403 62.3880597] ; [10.3880597 13.6119403],0
p9,1,0.050749,3.816538,[78 29] ; [12 11],[74.07692308 32.92307692] ; [15.92307692  7.07692308],0
n6,1,0.055661,3.662163,[85 25] ; [14 10],[81.26865672 28.73134328] ; [17.73134328  6.26865672],0
a3,1,0.057648,3.603782,[52 57] ; [ 6 17],[47.89393939 61.10606061] ; [10.10606061 12.89393939],0
a6,1,0.065272,3.398079,[64 46] ; [ 9 15],[59.92537313 50.07462687] ; [13.07462687 10.92537313],0
s5,1,0.067091,3.352804,[21 86] ; [ 1 23],[17.96946565 89.03053435] ; [ 4.03053435 19.96946565],0
s3,1,0.067108,3.352381,[49 59] ; [ 6 18],[45. 63.] ; [10. 14.],0
a7,1,0.070819,3.263928,[63 46] ; [ 9 15],[59.0075188 49.9924812] ; [12.9924812 11.0075188],0
v1,1,0.075335,3.162785,[43 64] ; [ 5 19],[39.20610687 67.79389313] ; [ 8.79389313 15.20610687],0
p4,1,0.105467,2.620857,[52 58] ; [ 7 17],[48.43283582 61.56716418] ; [10.56716418 13.43283582],0
p3,1,0.117652,2.448307,[41 68] ; [ 5 19],[37.69924812 71.30075188] ; [ 8.30075188 15.69924812],0
n3,1,0.128452,2.311111,[32  7] ; [8 5],[30.  9.] ; [10.  3.],0
s1,1,0.147833,2.094466,[  5 102] ; [ 3 21],[  6.53435115 100.46564885] ; [ 1.46564885 22.53435115],0
n2,1,0.165205,1.925926,[29 10] ; [7 6],[27. 12.] ; [9. 4.],0
p1,1,0.266862,1.232805,[13 97] ; [ 1 23],[11.49253731 98.50746269] ; [ 2.50746269 21.49253731],0
p11,1,0.267304,1.230531,[77 33] ; [14 10],[74.70149254 35.29850746] ; [16.29850746  7.70149254],0
s8,1,0.275458,1.189365,[35 74] ; [ 5 19],[32.78195489 76.21804511] ; [ 7.21804511 16.78195489],0
u2,1,0.295619,1.093853,[21 37] ; [9 9],[22.89473684 35.10526316] ; [ 7.10526316 10.89473684],0
a5,1,0.302637,1.062539,[54 56] ; [ 9 15],[51.71641791 58.28358209] ; [11.28358209 12.71641791],0
p7,1,0.324812,0.969472,[62 47] ; [11 13],[59.82706767 49.17293233] ; [13.17293233 10.82706767],0
p2,1,0.37457,0.788449,[83 27] ; [16  8],[81.26865672 28.73134328] ; [17.73134328  6.26865672],0
a8,1,0.388254,0.744404,[11 90] ; [ 4 19],[12.21774194 88.78225806] ; [ 2.78225806 20.21774194],0
v2,1,0.490001,0.476524,[30 74] ; [ 5 18],[28.66141732 75.33858268] ; [ 6.33858268 16.66141732],0
a2,1,0.497657,0.459929,[  9 101] ; [ 1 23],[  8.20895522 101.79104478] ; [ 1.79104478 22.20895522],0
p5,1,0.611534,0.257947,[  8 102] ; [ 1 22],[  7.44360902 102.55639098] ; [ 1.55639098 21.44360902],0
p6,1,0.627696,0.235198,[29 80] ; [ 5 18],[28.07575758 80.92424242] ; [ 5.92424242 17.07575758],0
p8,1,0.630104,0.23192,[43 64] ; [ 8 15],[41.97692308 65.02307692] ; [ 9.02307692 13.97692308],0
n4,1,0.649098,0.207039,[69 40] ; [14 10],[68.02255639 40.97744361] ; [14.97744361  9.02255639],0
n5,1,0.668784,0.183028,[77 32] ; [18  6],[77.85714286 31.14285714] ; [17.14285714  6.85714286],0
p12,1,0.707339,0.14095,[  3 107] ; [ 1 23],[  3.28358209 106.71641791] ; [ 0.71641791 23.28358209],0
u1,1,0.707339,0.14095,[  3 107] ; [ 1 23],[  3.28358209 106.71641791] ; [ 0.71641791 23.28358209],0
a4,1,0.734782,0.114766,[26 82] ; [ 5 19],[25.36363636 82.63636364] ; [ 5.63636364 18.36363636],0
