Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,2e-06,22.564662,[18 20] ; [95 16],[28.81879195  9.18120805] ; [84.18120805 26.81879195],1
p7,1,0.039,4.260879,[26 12] ; [55 57],[20.52 17.48] ; [60.48 51.52],0
p1,1,0.236452,1.401621,[ 6 32] ; [ 10 102],[ 4.05333333 33.94666667] ; [ 11.94666667 100.05333333],0
p11,1,0.496756,0.46186,[26 12] ; [83 29],[27.61333333 10.38666667] ; [81.38666667 30.61333333],0
p5,1,0.584964,0.298278,[ 3 35] ; [12 97],[ 3.87755102 34.12244898] ; [11.12244898 97.87755102],0
b1,1,0.924214,0.009049,[19 19] ; [55 57],[18.74666667 19.25333333] ; [55.25333333 56.74666667],0
