Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,5e-06,20.992952,[69  7] ; [24 20],[58.9 17.1] ; [34.1  9.9],1
p10,1,4.8e-05,16.50871,[53 23] ; [13 29],[42.50847458 33.49152542] ; [23.49152542 18.50847458],1
p9,1,0.000213,13.710889,[60 16] ; [18 22],[51.10344828 24.89655172] ; [26.89655172 13.10344828],1
r4,1,0.000265,13.305626,[58 18] ; [19 25],[48.76666667 27.23333333] ; [28.23333333 15.76666667],1
s6,1,0.000411,12.479677,[48 27] ; [13 30],[38.77118644 36.22881356] ; [22.22881356 20.77118644],1
b1,1,0.001523,10.050798,[29 47] ; [30 14],[37.36666667 38.63333333] ; [21.63333333 22.36666667],0
n6,1,0.002074,9.482737,[61 15] ; [23 20],[53.64705882 22.35294118] ; [30.35294118 12.64705882],0
n3,1,0.002932,8.849498,[20  6] ; [ 8 15],[14.85714286 11.14285714] ; [13.14285714  9.85714286],0
v4,1,0.007289,7.200229,[65 10] ; [29 15],[59.24369748 15.75630252] ; [34.75630252  9.24369748],0
p2,1,0.01407,6.029349,[47 29] ; [17 27],[40.53333333 35.46666667] ; [23.46666667 20.53333333],0
s1,1,0.021063,5.321538,[ 2 73] ; [ 6 38],[ 5.04201681 69.95798319] ; [ 2.95798319 41.04201681],0
n2,1,0.023552,5.1273,[22  5] ; [13 12],[18.17307692  8.82692308] ; [16.82692308  8.17307692],0
r2,1,0.03125,4.639183,[68  8] ; [32 11],[63.86554622 12.13445378] ; [36.13445378  6.86554622],0
a5,1,0.036791,4.360048,[51 25] ; [21 23],[45.6 30.4] ; [26.4 17.6],0
a6,1,0.038203,4.295953,[39 37] ; [14 30],[33.56666667 42.43333333] ; [19.43333333 24.56666667],0
b4,1,0.042257,4.124867,[49 27] ; [20 24],[43.7 32.3] ; [25.3 18.7],0
a1,1,0.049211,3.868158,[ 2 74] ; [ 5 39],[ 4.43333333 71.56666667] ; [ 2.56666667 41.43333333],0
s5,1,0.057082,3.620202,[19 51] ; [ 5 37],[15. 55.] ; [ 9. 33.],0
u2,1,0.065998,3.379859,[13 11] ; [ 5 14],[10.04651163 13.95348837] ; [ 7.95348837 11.04651163],0
v2,1,0.082359,3.017723,[27 42] ; [10 33],[22.79464286 46.20535714] ; [14.20535714 28.79464286],0
b5,1,0.119874,2.418966,[44 32] ; [19 25],[39.9 36.1] ; [23.1 20.9],0
r1,1,0.120078,2.416302,[49 27] ; [22 22],[44.96666667 31.03333333] ; [26.03333333 17.96666667],0
v1,1,0.123798,2.368594,[32 41] ; [13 31],[28.07692308 44.92307692] ; [16.92307692 27.07692308],0
a4,1,0.144829,2.125885,[37 39] ; [15 28],[33.21008403 42.78991597] ; [18.78991597 24.21008403],0
a3,1,0.201479,1.631621,[52 24] ; [25 19],[48.76666667 27.23333333] ; [28.23333333 15.76666667],0
p3,1,0.237664,1.394395,[25 51] ; [10 34],[22.16666667 53.83333333] ; [12.83333333 31.16666667],0
d5,1,0.242385,1.366669,[48 28] ; [23 21],[44.96666667 31.03333333] ; [26.03333333 17.96666667],0
p5,1,0.290295,1.118251,[ 5 70] ; [ 1 43],[ 3.78151261 71.21848739] ; [ 2.21848739 41.78151261],0
u3,1,0.294234,1.100146,[10 14] ; [ 5 14],[ 8.37209302 15.62790698] ; [ 6.62790698 12.37209302],0
p6,1,0.29909,1.078247,[10 66] ; [ 3 40],[ 8.30252101 67.69747899] ; [ 4.69747899 38.30252101],0
s7,1,0.381501,0.765858,[30 45] ; [12 26],[27.87610619 47.12389381] ; [14.12389381 23.87610619],0
d3,1,0.400007,0.708306,[22 54] ; [16 28],[24.06666667 51.93333333] ; [13.93333333 30.06666667],0
u1,1,0.429532,0.62409,[ 4 72] ; [ 1 43],[ 3.16666667 72.83333333] ; [ 1.83333333 42.16666667],0
p8,1,0.450855,0.568501,[13 63] ; [10 34],[14.56666667 61.43333333] ; [ 8.43333333 35.56666667],0
b2,1,0.46265,0.539475,[22 29] ; [14 13],[23.53846154 27.46153846] ; [12.46153846 14.53846154],0
b3,1,0.46265,0.539475,[22 29] ; [14 13],[23.53846154 27.46153846] ; [12.46153846 14.53846154],0
s3,1,0.471254,0.519033,[33 42] ; [16 27],[31.1440678 43.8559322] ; [17.8559322 25.1440678],0
p12,1,0.497274,0.460748,[ 6 70] ; [ 2 41],[ 5.1092437 70.8907563] ; [ 2.8907563 40.1092437],0
n4,1,0.51919,0.415502,[56 20] ; [30 14],[54.46666667 21.53333333] ; [31.53333333 12.46666667],0
s8,1,0.52045,0.413001,[25 51] ; [12 32],[23.43333333 52.56666667] ; [13.56666667 30.43333333],0
a8,1,0.597988,0.278042,[ 7 64] ; [ 3 40],[ 6.22807018 64.77192982] ; [ 3.77192982 39.22807018],0
d2,1,0.613459,0.255168,[35 40] ; [18 25],[33.68644068 41.31355932] ; [19.31355932 23.68644068],0
u4,1,0.693142,0.155705,[ 1 75] ; [ 1 43],[ 1.26666667 74.73333333] ; [ 0.73333333 43.26666667],0
s4,1,0.698294,0.150253,[10 65] ; [ 7 37],[10.71428571 64.28571429] ; [ 6.28571429 37.71428571],0
