Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.001264,10.394439,[158  71] ; [2 8],[153.30543933  75.69456067] ; [6.69456067 3.30543933],0
p4,1,0.009157,6.79203,[ 87 138] ; [8 2],[ 90.95744681 134.04255319] ; [4.04255319 5.95744681],0
p12,1,0.018329,5.564474,[  9 218] ; [2 8],[ 10.53586498 216.46413502] ; [0.46413502 9.53586498],0
d5,1,0.050264,3.832646,[192  37] ; [6 4],[189.71548117  39.28451883] ; [8.28451883 1.71548117],0
p6,1,0.065056,3.403563,[ 54 170] ; [5 5],[ 56.47863248 167.52136752] ; [2.52136752 7.47863248],0
p7,1,0.065443,3.393763,[110 109] ; [8 2],[112.84716157 106.15283843] ; [5.15283843 4.84716157],0
s5,1,0.109632,2.559514,[ 59 161] ; [5 5],[ 61.2173913 158.7826087] ; [2.7826087 7.2173913],0
p8,1,0.144754,2.126679,[ 82 139] ; [6 4],[ 84.19047619 136.80952381] ; [3.80952381 6.19047619],0
a5,1,0.183434,1.769577,[160  69] ; [5 5],[158.09623431  70.90376569] ; [6.90376569 3.09623431],0
p1,1,0.232131,1.427758,[  7 222] ; [1 9],[  7.66527197 221.33472803] ; [0.33472803 9.66527197],0
p10,1,0.26022,1.267586,[167  58] ; [9 1],[168.5106383  56.4893617] ; [7.4893617 2.5106383],0
r3,1,0.296574,1.089534,[218   8] ; [9 1],[217.38135593   8.61864407] ; [9.61864407 0.38135593],0
a7,1,0.304491,1.054421,[170  58] ; [6 4],[168.60504202  59.39495798] ; [7.39495798 2.60504202],0
p2,1,0.330607,0.94652,[176  53] ; [9 1],[177.25941423  51.74058577] ; [7.74058577 2.25941423],0
r1,1,0.36006,0.837684,[186  42] ; [7 3],[184.8907563  43.1092437] ; [8.1092437 1.8907563],0
n5,1,0.36529,0.819624,[149  76] ; [8 2],[150.31914894  74.68085106] ; [6.68085106 3.31914894],0
d3,1,0.370837,0.800859,[167  62] ; [6 4],[165.76150628  63.23849372] ; [7.23849372 2.76150628],0
u2,1,0.375278,0.786114,[35 32] ; [3 1],[35.85915493 31.14084507] ; [2.14084507 1.85915493],0
p9,1,0.409311,0.6808,[176  46] ; [9 1],[177.02586207  44.97413793] ; [7.97413793 2.02586207],0
b1,1,0.447029,0.578173,[ 66 163] ; [4 6],[ 67.07112971 161.92887029] ; [2.92887029 7.07112971],0
s7,1,0.457664,0.551602,[101 119] ; [3 6],[ 99.91266376 120.08733624] ; [4.08733624 4.91266376],0
a4,1,0.469807,0.522431,[ 95 134] ; [3 7],[ 93.89958159 135.10041841] ; [4.10041841 5.89958159],0
a8,1,0.47774,0.504018,[ 28 175] ; [2 7],[ 28.72641509 174.27358491] ; [1.27358491 7.72641509],0
b2,1,0.480562,0.497589,[37 89] ; [4 6],[37.98529412 88.01470588] ; [3.01470588 6.98529412],0
b3,1,0.480562,0.497589,[37 89] ; [4 6],[37.98529412 88.01470588] ; [3.01470588 6.98529412],0
s8,1,0.487525,0.481983,[ 89 139] ; [5 5],[ 90.05042017 137.94957983] ; [3.94957983 6.05042017],0
b4,1,0.498588,0.45794,[139  90] ; [5 5],[137.9748954  91.0251046] ; [6.0251046 3.9748954],0
d1,1,0.498588,0.45794,[139  90] ; [5 5],[137.9748954  91.0251046] ; [6.0251046 3.9748954],0
a3,1,0.507173,0.439894,[160  69] ; [6 4],[159.05439331  69.94560669] ; [6.94560669 3.05439331],0
v3,1,0.508864,0.436403,[109 112] ; [6 4],[110.02164502 110.97835498] ; [4.97835498 5.02164502],0
s4,1,0.620929,0.244564,[ 36 192] ; [1 9],[ 35.44537815 192.55462185] ; [1.55462185 8.44537815],0
r4,1,0.624469,0.239636,[193  36] ; [9 1],[193.54811715  35.45188285] ; [8.45188285 1.54811715],0
d4,1,0.629125,0.233249,[195  33] ; [8 2],[194.47058824  33.52941176] ; [8.52941176 1.47058824],0
s6,1,0.663437,0.189376,[141  82] ; [7 3],[141.64806867  81.35193133] ; [6.35193133 3.64806867],0
n1,1,0.732779,0.116576,[15 46] ; [1 2],[15.25 45.75] ; [0.75 2.25],0
p11,1,0.747749,0.103432,[173  56] ; [8 2],[173.42677824  55.57322176] ; [7.57322176 2.42677824],0
v4,1,0.776099,0.080887,[208  17] ; [9 1],[207.76595745  17.23404255] ; [9.23404255 0.76595745],0
d2,1,0.81625,0.053996,[105 122] ; [5 5],[105.35864979 121.64135021] ; [4.64135021 5.35864979],0
r2,1,0.830994,0.045551,[204  18] ; [9 1],[203.81896552  18.18103448] ; [9.18103448 0.81896552],0
n3,1,0.858743,0.031675,[45 18] ; [2 1],[44.86363636 18.13636364] ; [2.13636364 0.86363636],0
n2,1,0.872906,0.02559,[44 18] ; [2 1],[43.87692308 18.12307692] ; [2.12307692 0.87692308],0
s3,1,0.877508,0.023756,[116 105] ; [5 5],[115.76190476 105.23809524] ; [5.23809524 4.76190476],0
u3,1,0.887686,0.019947,[37 32] ; [2 2],[36.8630137 32.1369863] ; [2.1369863 1.8630137],0
b5,1,0.898108,0.016397,[142  87] ; [6 4],[141.80753138  87.19246862] ; [6.19246862 3.80753138],0
n6,1,0.938875,0.00588,[183  43] ; [8 2],[182.90677966  43.09322034] ; [8.09322034 1.90677966],0
n4,1,0.966729,0.00174,[161  67] ; [7 3],[160.94117647  67.05882353] ; [7.05882353 2.94117647],0
s2,1,0.989122,0.000186,[114 113] ; [5 5],[113.97890295 113.02109705] ; [5.02109705 4.97890295],0
