Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,43.514132,[ 6 86] ; [22 15],[19.96899225 72.03100775] ; [ 8.03100775 28.96899225],1
v1,1,0.870755,0.026471,[52 39] ; [20 16],[51.59055118 39.40944882] ; [20.40944882 15.59055118],0
d4,1,0.882175,0.021967,[71 21] ; [29  8],[71.31782946 20.68217054] ; [28.68217054  8.31782946],0
b1,1,0.891233,0.018699,[41 51] ; [16 21],[40.65116279 51.34883721] ; [16.34883721 20.65116279],0
a8,1,0.910193,0.012723,[ 9 67] ; [ 4 32],[ 8.82142857 67.17857143] ; [ 4.17857143 31.82142857],0
d1,1,0.934894,0.006673,[49 43] ; [20 17],[49.20930233 42.79069767] ; [19.79069767 17.20930233],0
n2,1,0.950458,0.00386,[13  4] ; [3 1],[12.95238095  4.04761905] ; [3.04761905 0.95238095],0
s5,1,0.953578,0.003389,[16 75] ; [ 6 29],[15.88888889 75.11111111] ; [ 6.11111111 28.88888889],0
n4,1,0.953614,0.003384,[75 17] ; [30  7],[74.88372093 17.11627907] ; [30.11627907  6.88372093],0
b5,1,0.975834,0.000918,[50 42] ; [20 17],[49.92248062 42.07751938] ; [20.07751938 16.92248062],0
u3,1,0.986606,0.000282,[17 14] ; [6 5],[16.97619048 14.02380952] ; [6.02380952 4.97619048],0
