Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,43.514132,[ 6 86] ; [22 15],[19.96899225 72.03100775] ; [ 8.03100775 28.96899225],1
v4,1,0.028986,4.768433,[89  3] ; [32  5],[86.29457364  5.70542636] ; [34.70542636  2.29457364],0
p8,1,0.047288,3.935097,[62 30] ; [18 19],[57.05426357 34.94573643] ; [22.94573643 14.05426357],0
s4,1,0.047364,3.932399,[ 5 87] ; [ 6 31],[ 7.84496124 84.15503876] ; [ 3.15503876 33.84496124],0
n1,1,0.049442,3.860294,[ 4 13] ; [3 1],[ 5.66666667 11.33333333] ; [1.33333333 2.66666667],0
p5,1,0.109195,2.565828,[11 81] ; [ 1 35],[ 8.625 83.375] ; [ 3.375 32.625],0
s7,1,0.110612,2.545455,[24 62] ; [15 20],[27.71900826 58.28099174] ; [11.28099174 23.71900826],0
s8,1,0.110774,2.543147,[22 70] ; [14 23],[25.6744186 66.3255814] ; [10.3255814 26.6744186],0
p1,1,0.12623,2.33827,[14 78] ; [ 2 35],[11.41085271 80.58914729] ; [ 4.58914729 32.41085271],0
d5,1,0.160905,1.965705,[75 17] ; [26 11],[72.03100775 19.96899225] ; [28.96899225  8.03100775],0
a4,1,0.20523,1.604763,[41 51] ; [12 25],[37.79844961 54.20155039] ; [15.20155039 21.79844961],0
d3,1,0.205644,1.601831,[59 33] ; [28  9],[62.04651163 29.95348837] ; [24.95348837 12.04651163],0
p12,1,0.237056,1.398015,[ 3 89] ; [ 3 34],[ 4.27906977 87.72093023] ; [ 1.72093023 35.27906977],0
p11,1,0.289748,1.120792,[77 15] ; [28  9],[74.88372093 17.11627907] ; [30.11627907  6.88372093],0
r3,1,0.296361,1.090499,[85  7] ; [32  5],[83.44186047  8.55813953] ; [33.55813953  3.44186047],0
b2,1,0.329179,0.952125,[22 35] ; [13 13],[24.03614458 32.96385542] ; [10.96385542 15.03614458],0
b3,1,0.329179,0.952125,[22 35] ; [13 13],[24.03614458 32.96385542] ; [10.96385542 15.03614458],0
s1,1,0.338238,0.917098,[ 2 90] ; [ 2 35],[ 2.85271318 89.14728682] ; [ 1.14728682 35.85271318],0
u1,1,0.394413,0.725294,[12 80] ; [ 7 30],[13.5503876 78.4496124] ; [ 5.4496124 31.5503876],0
r1,1,0.411577,0.674239,[71 21] ; [26 11],[69.17829457 22.82170543] ; [27.82170543  9.17829457],0
a5,1,0.411577,0.674239,[71 21] ; [26 11],[69.17829457 22.82170543] ; [27.82170543  9.17829457],0
d2,1,0.420015,0.650274,[39 52] ; [13 24],[36.96875 54.03125] ; [15.03125 21.96875],0
r2,1,0.420763,0.648184,[83  9] ; [35  2],[84.15503876  7.84496124] ; [33.84496124  3.15503876],0
p4,1,0.441961,0.591187,[66 26] ; [24 13],[64.18604651 27.81395349] ; [25.81395349 11.18604651],0
b4,1,0.45251,0.564356,[48 44] ; [22 15],[49.92248062 42.07751938] ; [20.07751938 16.92248062],0
u2,1,0.470358,0.521135,[13 18] ; [6 5],[14.02380952 16.97619048] ; [4.97619048 6.02380952],0
p7,1,0.493461,0.46897,[70 22] ; [26 11],[68.46511628 23.53488372] ; [27.53488372  9.46511628],0
p6,1,0.493509,0.468866,[35 55] ; [12 25],[33.30708661 56.69291339] ; [13.69291339 23.30708661],0
a2,1,0.564285,0.332339,[19 73] ; [ 6 31],[17.82945736 74.17054264] ; [ 7.17054264 29.82945736],0
a6,1,0.56508,0.330984,[65 27] ; [28  9],[66.3255814 25.6744186] ; [26.6744186 10.3255814],0
a1,1,0.568186,0.325727,[ 3 89] ; [ 2 35],[ 3.56589147 88.43410853] ; [ 1.43410853 35.56589147],0
n6,1,0.595584,0.281709,[75 16] ; [29  8],[73.9375 17.0625] ; [30.0625  6.9375],0
r4,1,0.638101,0.221234,[80 12] ; [31  6],[79.1627907 12.8372093] ; [31.8372093  5.1627907],0
n5,1,0.673867,0.177112,[68 24] ; [26 11],[67.03875969 24.96124031] ; [26.96124031 10.03875969],0
a7,1,0.711101,0.13718,[70 22] ; [27 10],[69.17829457 22.82170543] ; [27.82170543  9.17829457],0
p2,1,0.721019,0.127519,[77 15] ; [30  7],[76.31007752 15.68992248] ; [30.68992248  6.31007752],0
p10,1,0.721755,0.126817,[72 20] ; [30  7],[72.74418605 19.25581395] ; [29.25581395  7.74418605],0
a3,1,0.721958,0.126624,[61 30] ; [26 11],[61.8515625 29.1484375] ; [25.1484375 11.8515625],0
v3,1,0.723423,0.125237,[38 52] ; [16 19],[38.88 51.12] ; [15.12 19.88],0
v2,1,0.735566,0.114062,[54 36] ; [21 16],[53.1496063 36.8503937] ; [21.8503937 15.1496063],0
p9,1,0.7923,0.06934,[74 18] ; [29  8],[73.45736434 18.54263566] ; [29.54263566  7.45736434],0
