Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.042265,4.124579,[3 2] ; [41  4],[4.4 0.6] ; [39.6  5.4],0
s1,1,0.061215,3.504146,[1 4] ; [ 1 42],[0.20833333 4.79166667] ; [ 1.79166667 41.20833333],0
b4,1,0.069568,3.293195,[1 4] ; [28 17],[2.9 2.1] ; [26.1 18.9],0
d5,1,0.122823,2.380952,[3 2] ; [39  6],[4.2 0.8] ; [37.8  7.2],0
p8,1,0.131119,2.279202,[4 1] ; [20 25],[2.4 2.6] ; [21.6 23.4],0
a7,1,0.15713,2.001634,[2 3] ; [32 13],[3.4 1.6] ; [30.6 14.4],0
r3,1,0.164687,1.930654,[4 1] ; [43  2],[4.7 0.3] ; [42.3  2.7],0
d4,1,0.177106,1.82174,[3 2] ; [38  7],[4.1 0.9] ; [36.9  8.1],0
v3,1,0.179712,1.8,[3 2] ; [12 28],[1.66666667 3.33333333] ; [13.33333333 26.66666667],0
s3,1,0.181409,1.786047,[2 3] ; [30 13],[3.33333333 1.66666667] ; [28.66666667 14.33333333],0
v2,1,0.187047,1.740724,[1 4] ; [21 20],[2.39130435 2.60869565] ; [19.60869565 21.39130435],0
n5,1,0.293431,1.103813,[1 4] ; [20 25],[2.1 2.9] ; [18.9 26.1],0
s2,1,0.303995,1.056587,[2 3] ; [28 16],[3.06122449 1.93877551] ; [26.93877551 17.06122449],0
r1,1,0.305749,1.048951,[3 2] ; [36  9],[3.9 1.1] ; [35.1  9.9],0
d1,1,0.335924,0.925926,[2 3] ; [28 17],[3. 2.] ; [27. 18.],0
p7,1,0.373265,0.792766,[4 1] ; [25 17],[3.08510638 1.91489362] ; [25.91489362 16.08510638],0
p11,1,0.377225,0.779727,[3 2] ; [35 10],[3.8 1.2] ; [34.2 10.8],0
v1,1,0.413686,0.668182,[2 3] ; [26 18],[2.85714286 2.14285714] ; [25.14285714 18.85714286],0
s5,1,0.426006,0.633688,[1 4] ; [16 26],[1.80851064 3.19148936] ; [15.19148936 26.80851064],0
a6,1,0.607011,0.26455,[3 2] ; [32 13],[3.5 1.5] ; [31.5 13.5],0
a4,1,0.607011,0.26455,[1 4] ; [14 31],[1.5 3.5] ; [13.5 31.5],0
a8,1,0.641838,0.216346,[1 4] ; [ 5 35],[0.66666667 4.33333333] ; [ 5.33333333 34.66666667],0
d3,1,0.674514,0.176367,[4 1] ; [32 13],[3.6 1.4] ; [32.4 12.6],0
a5,1,0.686047,0.163399,[3 2] ; [31 14],[3.4 1.6] ; [30.6 14.4],0
p3,1,0.705857,0.14245,[2 3] ; [22 23],[2.4 2.6] ; [21.6 23.4],0
s4,1,0.74714,0.10395,[1 4] ; [12 33],[1.3 3.7] ; [11.7 33.3],0
s7,1,0.752814,0.099182,[2 2] ; [25 18],[2.29787234 1.70212766] ; [24.70212766 18.29787234],0
p6,1,0.765291,0.089127,[2 3] ; [15 30],[1.7 3.3] ; [15.3 29.7],0
d2,1,0.7766,0.080515,[2 3] ; [21 24],[2.3 2.7] ; [20.7 24.3],0
n4,1,0.849361,0.036075,[2 3] ; [20 25],[2.2 2.8] ; [19.8 25.2],0
p4,1,0.849361,0.036075,[3 2] ; [25 20],[2.8 2.2] ; [25.2 19.8],0
p9,1,0.920746,0.009899,[4 1] ; [36  8],[4.08163265 0.91836735] ; [35.91836735  8.08163265],0
b5,1,0.922632,0.009432,[3 2] ; [28 17],[3.1 1.9] ; [27.9 17.1],0
