Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,81.691157,[16 42] ; [149  19],[42.34513274 15.65486726] ; [122.65486726  45.34513274],1
p11,1,1e-06,24.481522,[29 29] ; [140  29],[43.18061674 14.81938326] ; [125.81938326  43.18061674],1
p2,1,0.000186,13.96963,[34 24] ; [139  29],[44.39823009 13.60176991] ; [128.60176991  39.39823009],1
p8,1,0.000421,12.434609,[15 42] ; [89 78],[26.46428571 30.53571429] ; [77.53571429 89.46428571],1
r4,1,0.000746,11.370414,[39 19] ; [147  22],[47.52422907 10.47577093] ; [138.47577093  30.52422907],1
s1,1,0.001049,10.738383,[ 6 51] ; [  2 165],[ 2.03571429 54.96428571] ; [  5.96428571 161.03571429],0
n6,1,0.0021,9.459822,[33 24] ; [133  36],[41.86725664 15.13274336] ; [124.13274336  44.86725664],0
v4,1,0.003248,8.662366,[47 11] ; [158  10],[52.61061947  5.38938053] ; [152.38938053  15.61061947],0
n5,1,0.004559,8.046663,[28 30] ; [116  52],[36.95575221 21.04424779] ; [107.04424779  60.95575221],0
r3,1,0.005947,7.566396,[47 11] ; [157  11],[52.3539823  5.6460177] ; [151.6460177  16.3539823],0
p7,1,0.011313,6.415547,[22 36] ; [95 71],[30.29464286 27.70535714] ; [86.70535714 79.29464286],0
s8,1,0.016256,5.774935,[ 5 53] ; [ 39 130],[11.24229075 46.75770925] ; [ 32.75770925 136.24229075],0
b1,1,0.018905,5.510256,[30 28] ; [ 58 111],[22.4845815 35.5154185] ; [ 65.5154185 103.4845815],0
v1,1,0.019023,5.499431,[17 41] ; [78 88],[24.59821429 33.40178571] ; [70.40178571 95.59821429],0
p3,1,0.026168,4.944904,[17 39] ; [80 89],[24.14222222 31.85777778] ; [72.85777778 96.14222222],0
r2,1,0.0395,4.239224,[49  9] ; [156  11],[52.84444444  5.15555556] ; [152.15555556  14.84444444],0
p4,1,0.05329,3.734803,[21 37] ; [86 83],[27.33920705 30.66079295] ; [79.66079295 89.33920705],0
v2,1,0.054749,3.689721,[23 35] ; [87 73],[29.26605505 28.73394495] ; [80.73394495 79.26605505],0
