Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,70.630145,[231  68] ; [34 72],[195.64197531 103.35802469] ; [69.35802469 36.64197531],1
d3,1,0.0,45.22371,[255  45] ; [56 50],[229.80295567  70.19704433] ; [81.19704433 24.80295567],1
a2,1,0.0,26.275778,[107 193] ; [10 96],[ 86.45320197 213.54679803] ; [30.54679803 75.45320197],1
u1,1,0.0,26.221969,[ 91 209] ; [  6 100],[ 71.67487685 228.32512315] ; [25.32512315 80.67487685],1
b5,1,3.4e-05,17.168531,[204  96] ; [48 58],[186.20689655 113.79310345] ; [65.79310345 40.20689655],1
r2,1,0.000247,13.437591,[290   6] ; [95 11],[283.48258706  12.51741294] ; [101.51741294   4.48258706],1
v4,1,0.003273,8.648854,[293   5] ; [98  8],[288.41089109   9.58910891] ; [102.58910891   3.41089109],0
s8,1,0.005998,7.551033,[172 127] ; [77 29],[183.82962963 115.17037037] ; [65.17037037 40.82962963],0
a1,1,0.011178,6.436845,[ 15 285] ; [13 93],[ 20.68965517 279.31034483] ; [ 7.31034483 98.68965517],0
d1,1,0.013622,6.086428,[227  73] ; [67 39],[217.24137931  82.75862069] ; [76.75862069 29.24137931],0
b1,1,0.016074,5.794777,[110 190] ; [53 53],[120.44334975 179.55665025] ; [42.55665025 63.44334975],0
r4,1,0.018277,5.569432,[280  20] ; [91 15],[274.13793103  25.86206897] ; [96.86206897  9.13793103],0
b4,1,0.020027,5.409578,[186 114] ; [52 54],[175.86206897 124.13793103] ; [62.13793103 43.86206897],0
p2,1,0.021144,5.314915,[261  38] ; [81 23],[253.74193548  45.25806452] ; [88.25806452 15.74193548],0
v1,1,0.024382,5.067242,[162 126] ; [71 32],[171.62148338 116.37851662] ; [61.37851662 41.62148338],0
r1,1,0.028503,4.797401,[253  45] ; [80 26],[245.62871287  52.37128713] ; [87.37128713 18.62871287],0
s7,1,0.053527,3.727399,[192  96] ; [77 23],[199.67010309  88.32989691] ; [69.32989691 30.67010309],0
n1,1,0.064733,3.411765,[20 38] ; [16 13],[24. 34.] ; [12. 17.],0
p10,1,0.066826,3.359301,[259  38] ; [83 21],[253.30174564  43.69825436] ; [88.69825436 15.30174564],0
n3,1,0.095324,2.782091,[43 15] ; [17 13],[39.54545455 18.45454545] ; [20.45454545  9.54545455],0
a3,1,0.115132,2.482318,[226  73] ; [88 18],[231.81728395  67.18271605] ; [82.18271605 23.81728395],0
b2,1,0.152237,2.049689,[ 67 105] ; [37 39],[72.12903226 99.87096774] ; [31.87096774 44.12903226],0
b3,1,0.152237,2.049689,[ 67 105] ; [37 39],[72.12903226 99.87096774] ; [31.87096774 44.12903226],0
p9,1,0.158982,1.983886,[263  30] ; [88 16],[259.05037783  33.94962217] ; [91.94962217 12.05037783],0
a8,1,0.222709,1.486831,[ 46 229] ; [12 91],[ 42.1957672 232.8042328] ; [15.8042328 87.1957672],0
p3,1,0.226725,1.461287,[159 140] ; [63 42],[164.3019802 134.6980198] ; [57.6980198 47.3019802],0
p4,1,0.245856,1.346698,[203  95] ; [65 40],[198.17369727  99.82630273] ; [69.82630273 35.17369727],0
p12,1,0.279369,1.170158,[ 38 261] ; [ 9 94],[ 34.95771144 264.04228856] ; [12.04228856 90.95771144],0
n2,1,0.287803,1.12987,[46 12] ; [20  9],[44. 14.] ; [22.  7.],0
v3,1,0.319821,0.98968,[119 165] ; [49 54],[123.28682171 160.71317829] ; [44.71317829 58.28682171],0
d2,1,0.369431,0.805576,[173 126] ; [56 50],[169.06419753 129.93580247] ; [59.93580247 46.06419753],0
n4,1,0.397746,0.715131,[234  66] ; [86 19],[237.03703704  62.96296296] ; [82.96296296 22.03703704],0
s5,1,0.412871,0.670519,[137 147] ; [53 47],[140.52083333 143.47916667] ; [49.47916667 50.52083333],0
p8,1,0.43756,0.602674,[162 133] ; [52 51],[158.61809045 136.38190955] ; [55.38190955 47.61809045],0
p1,1,0.447918,0.575914,[ 27 271] ; [ 7 98],[ 25.14143921 272.85856079] ; [ 8.85856079 96.14143921],0
u4,1,0.516219,0.42144,[ 10 290] ; [  5 101],[ 11.08374384 288.91625616] ; [  3.91625616 102.08374384],0
u3,1,0.556298,0.346154,[51 21] ; [14  4],[52. 20.] ; [13.  5.],0
n6,1,0.568512,0.325179,[254  42] ; [86 17],[252.23057644  43.76942356] ; [87.76942356 15.23057644],0
r3,1,0.574394,0.315386,[289   8] ; [102   4],[288.15632754   8.84367246] ; [102.84367246   3.15632754],0
s6,1,0.651305,0.204258,[256  40] ; [90 12],[257.32663317  38.67336683] ; [88.67336683 13.32663317],0
s3,1,0.722805,0.125821,[259  38] ; [91 15],[257.94044665  39.05955335] ; [92.05955335 13.94044665],0
u2,1,0.756869,0.095849,[50 21] ; [12  6],[49.46067416 21.53932584] ; [12.53932584  5.46067416],0
p6,1,0.75687,0.095849,[130 166] ; [43 59],[128.66331658 167.33668342] ; [44.33668342 57.66331658],0
d5,1,0.764208,0.089976,[261  39] ; [91 15],[260.09852217  39.90147783] ; [91.90147783 14.09852217],0
p5,1,0.774916,0.081768,[ 37 259] ; [14 89],[ 37.83458647 258.16541353] ; [13.16541353 89.83458647],0
a5,1,0.791325,0.070008,[233  67] ; [81 25],[232.01970443  67.98029557] ; [81.98029557 24.01970443],0
n5,1,0.828088,0.047156,[229  69] ; [81 23],[229.80099502  68.19900498] ; [80.19900498 23.80099502],0
v2,1,0.843759,0.038844,[173 111] ; [61 41],[172.16580311 111.83419689] ; [61.83419689 40.16580311],0
a4,1,0.859491,0.031337,[153 147] ; [53 53],[152.21674877 147.78325123] ; [53.78325123 52.21674877],0
s4,1,0.861475,0.030449,[ 68 228] ; [25 80],[ 68.64837905 227.35162095] ; [24.35162095 80.64837905],0
s1,1,0.87499,0.024751,[ 13 283] ; [  5 100],[ 13.28678304 282.71321696] ; [  4.71321696 100.28678304],0
p7,1,0.881589,0.022188,[189  98] ; [68 34],[189.61182519  97.38817481] ; [67.38817481 34.61182519],0
p11,1,0.891281,0.018682,[234  66] ; [82 24],[233.49753695  66.50246305] ; [82.50246305 23.49753695],0
