Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.004897,7.917005,[6 5] ; [ 1 15],[2.85185185 8.14814815] ; [ 4.14814815 11.85185185],0
a3,1,0.012655,6.216678,[10  1] ; [7 9],[6.92592593 4.07407407] ; [10.07407407  5.92592593],0
p4,1,0.017636,5.631918,[7 4] ; [ 3 13],[4.07407407 6.92592593] ; [ 5.92592593 10.07407407],0
a6,1,0.017636,5.631918,[7 4] ; [ 3 13],[4.07407407 6.92592593] ; [ 5.92592593 10.07407407],0
n1,1,0.121335,2.4,[3 2] ; [2 8],[1.66666667 3.33333333] ; [3.33333333 6.66666667],0
d3,1,0.136519,2.216761,[8 3] ; [7 9],[6.11111111 4.88888889] ; [8.88888889 7.11111111],0
d2,1,0.142781,2.147727,[4 7] ; [ 2 14],[2.44444444 8.55555556] ; [ 3.55555556 12.44444444],0
p3,1,0.142781,2.147727,[4 7] ; [ 2 14],[2.44444444 8.55555556] ; [ 3.55555556 12.44444444],0
b1,1,0.16612,1.917614,[9 2] ; [9 7],[7.33333333 3.66666667] ; [10.66666667  5.33333333],0
b4,1,0.181709,1.783591,[4 7] ; [10  6],[5.7037037 5.2962963] ; [8.2962963 7.7037037],0
s7,1,0.202134,1.626891,[4 5] ; [ 3 12],[2.625 6.375] ; [ 4.375 10.625],0
n6,1,0.2261,1.465231,[6 5] ; [ 5 11],[4.48148148 6.51851852] ; [6.51851852 9.48148148],0
v4,1,0.267938,1.227273,[6 5] ; [12  4],[7.33333333 3.66666667] ; [10.66666667  5.33333333],0
p7,1,0.279426,1.169881,[6 5] ; [ 5 10],[4.65384615 6.34615385] ; [6.34615385 8.65384615],0
d4,1,0.280077,1.166717,[9 2] ; [10  6],[7.74074074 3.25925926] ; [11.25925926  4.74074074],0
d5,1,0.309558,1.032561,[7 4] ; [7 9],[5.7037037 5.2962963] ; [8.2962963 7.7037037],0
s3,1,0.331567,0.942769,[3 8] ; [ 2 14],[2.03703704 8.96296296] ; [ 2.96296296 13.03703704],0
n5,1,0.381133,0.767045,[6 5] ; [ 6 10],[4.88888889 6.11111111] ; [7.11111111 8.88888889],0
r2,1,0.381133,0.767045,[5 6] ; [10  6],[6.11111111 4.88888889] ; [8.88888889 7.11111111],0
p2,1,0.381133,0.767045,[5 6] ; [10  6],[6.11111111 4.88888889] ; [8.88888889 7.11111111],0
p9,1,0.420113,0.65,[4 6] ; [9 7],[5. 5.] ; [8. 8.],0
p11,1,0.452651,0.564004,[5 6] ; [ 5 11],[4.07407407 6.92592593] ; [ 5.92592593 10.07407407],0
n2,1,0.464214,0.535714,[2 3] ; [6 4],[2.66666667 2.33333333] ; [5.33333333 4.66666667],0
p10,1,0.581206,0.304289,[5 6] ; [9 7],[5.7037037 5.2962963] ; [8.2962963 7.7037037],0
b5,1,0.581206,0.304289,[5 6] ; [9 7],[5.7037037 5.2962963] ; [8.2962963 7.7037037],0
a7,1,0.581206,0.304289,[6 5] ; [7 9],[5.2962963 5.7037037] ; [7.7037037 8.2962963],0
d1,1,0.600698,0.273945,[3 8] ; [ 3 13],[2.44444444 8.55555556] ; [ 3.55555556 12.44444444],0
v3,1,0.600698,0.273945,[3 8] ; [ 3 13],[2.44444444 8.55555556] ; [ 3.55555556 12.44444444],0
r1,1,0.679365,0.170842,[5 6] ; [ 6 10],[4.48148148 6.51851852] ; [6.51851852 9.48148148],0
p6,1,0.683017,0.166749,[2 9] ; [ 2 14],[1.62962963 9.37037037] ; [ 2.37037037 13.62962963],0
n3,1,0.714393,0.133929,[2 3] ; [5 5],[2.33333333 2.66666667] ; [4.66666667 5.33333333],0
p5,1,0.72701,0.121875,[1 9] ; [ 1 15],[0.76923077 9.23076923] ; [ 1.23076923 14.76923077],0
s2,1,0.781814,0.076705,[ 1 10] ; [ 2 14],[1.22222222 9.77777778] ; [ 1.77777778 14.22222222],0
s1,1,0.781814,0.076705,[ 1 10] ; [ 2 14],[1.22222222 9.77777778] ; [ 1.77777778 14.22222222],0
p8,1,0.898564,0.01625,[4 6] ; [ 6 10],[3.84615385 6.15384615] ; [6.15384615 9.84615385],0
v1,1,0.952092,0.00361,[4 7] ; [ 6 10],[4.07407407 6.92592593] ; [ 5.92592593 10.07407407],0
s4,1,0.97021,0.001395,[2 9] ; [ 3 13],[2.03703704 8.96296296] ; [ 2.96296296 13.03703704],0
s6,1,0.97021,0.001395,[2 9] ; [ 3 13],[2.03703704 8.96296296] ; [ 2.96296296 13.03703704],0
v2,1,0.97021,0.001395,[2 9] ; [ 3 13],[2.03703704 8.96296296] ; [ 2.96296296 13.03703704],0
b2,1,1.0,0.0,[2 5] ; [2 5],[2. 5.] ; [2. 5.],0
b3,1,1.0,0.0,[2 5] ; [2 5],[2. 5.] ; [2. 5.],0
