Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,4.2e-05,16.781984,[17  2] ; [26 45],[9.07777778 9.92222222] ; [33.92222222 37.07777778],1
r3,1,0.103659,2.648332,[18  1] ; [55 15],[15.58426966  3.41573034] ; [57.41573034 12.58426966],0
v1,1,0.114511,2.49083,[10  8] ; [25 46],[ 7.07865169 10.92134831] ; [27.92134831 43.07865169],0
b1,1,0.130768,2.283367,[ 7 12] ; [40 31],[9.92222222 9.07777778] ; [37.07777778 33.92222222],0
a1,1,0.147523,2.097678,[ 2 17] ; [ 2 69],[ 0.84444444 18.15555556] ; [ 3.15555556 67.84444444],0
p4,1,0.156463,2.008086,[10  8] ; [26 44],[ 7.36363636 10.63636364] ; [28.63636364 41.36363636],0
d3,1,0.156952,2.003345,[14  5] ; [39 31],[11.31460674  7.68539326] ; [41.68539326 28.31460674],0
p2,1,0.174027,1.847905,[14  4] ; [43 28],[11.52808989  6.47191011] ; [45.47191011 25.52808989],0
n1,1,0.180503,1.793478,[5 5] ; [ 6 17],[3.33333333 6.66666667] ; [ 7.66666667 15.33333333],0
r4,1,0.201076,1.634544,[15  4] ; [45 26],[12.66666667  6.33333333] ; [47.33333333 23.66666667],0
a3,1,0.203856,1.614529,[13  6] ; [37 34],[10.55555556  8.44444444] ; [39.44444444 31.55555556],0
p1,1,0.234048,1.41609,[ 3 16] ; [ 5 66],[ 1.68888889 17.31111111] ; [ 6.31111111 64.68888889],0
a5,1,0.236925,1.398796,[12  7] ; [34 37],[9.71111111 9.28888889] ; [36.28888889 34.71111111],0
r2,1,0.245103,1.351001,[17  2] ; [55 16],[15.2  3.8] ; [56.8 14.2],0
u3,1,0.285735,1.13961,[5 1] ; [20 13],[3.84615385 2.15384615] ; [21.15384615 11.84615385],0
u2,1,0.346465,0.886364,[5 1] ; [21 12],[4. 2.] ; [22. 11.],0
d2,1,0.361133,0.833951,[ 8 11] ; [22 49],[ 6.33333333 12.66666667] ; [23.66666667 47.33333333],0
n2,1,0.39269,0.730595,[7 3] ; [13 11],[5.88235294 4.11764706] ; [14.11764706  9.88235294],0
p11,1,0.577309,0.310604,[11  8] ; [36 35],[9.92222222 9.07777778] ; [37.07777778 33.92222222],0
a6,1,0.579671,0.306766,[11  8] ; [46 25],[12.03333333  6.96666667] ; [44.96666667 26.03333333],0
a4,1,0.611215,0.25841,[ 5 14] ; [23 48],[ 5.91111111 13.08888889] ; [22.08888889 48.91111111],0
u1,1,0.61451,0.253659,[ 2 17] ; [ 5 66],[ 1.47777778 17.52222222] ; [ 5.52222222 65.47777778],0
p8,1,0.707518,0.140769,[8 9] ; [29 40],[7.31395349 9.68604651] ; [29.68604651 39.31395349],0
r1,1,0.712632,0.135662,[12  6] ; [44 27],[11.3258427  6.6741573] ; [44.6741573 26.3258427],0
a7,1,0.7149,0.133432,[12  7] ; [48 23],[12.66666667  6.33333333] ; [47.33333333 23.66666667],0
v4,1,0.779432,0.078433,[16  3] ; [57 13],[15.58426966  3.41573034] ; [57.41573034 12.58426966],0
p7,1,0.785955,0.073749,[8 9] ; [34 33],[8.5 8.5] ; [33.5 33.5],0
a2,1,0.799419,0.064566,[ 2 17] ; [ 9 62],[ 2.32222222 16.67777778] ; [ 8.67777778 62.32222222],0
p5,1,0.827521,0.047472,[ 1 17] ; [ 3 66],[ 0.82758621 17.17241379] ; [ 3.17241379 65.82758621],0
v2,1,0.898918,0.016136,[ 8 11] ; [28 36],[ 8.24096386 10.75903614] ; [27.75903614 36.24096386],0
b4,1,0.903197,0.014792,[11  8] ; [40 31],[10.76666667  8.23333333] ; [40.23333333 30.76666667],0
v3,1,0.988145,0.000221,[ 4 14] ; [15 53],[ 3.97674419 14.02325581] ; [15.02325581 52.97674419],0
