Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.000348,12.793664,[14 37] ; [21 10],[21.76829268 29.23170732] ; [13.23170732 17.76829268],1
a4,1,0.001011,10.808151,[17 36] ; [22 10],[24.31764706 28.68235294] ; [14.68235294 17.31764706],0
n1,1,0.001696,9.853042,[ 6 13] ; [10  1],[10.13333333  8.86666667] ; [5.86666667 5.13333333],0
a3,1,0.002988,8.814646,[24 29] ; [25  7],[30.55294118 22.44705882] ; [18.44705882 13.55294118],0
a8,1,0.007494,7.150629,[ 2 45] ; [ 7 21],[ 5.64 41.36] ; [ 3.36 24.64],0
s8,1,0.008989,6.825,[13 39] ; [17 15],[18.57142857 33.42857143] ; [11.42857143 20.57142857],0
p6,1,0.01566,5.840653,[14 38] ; [17 15],[19.19047619 32.80952381] ; [11.80952381 20.19047619],0
n5,1,0.039131,4.255165,[26 27] ; [23  9],[30.55294118 22.44705882] ; [18.44705882 13.55294118],0
n4,1,0.087793,2.914384,[30 23] ; [24  8],[33.67058824 19.32941176] ; [20.32941176 11.67058824],0
b3,1,0.108778,2.571885,[ 9 26] ; [11 13],[11.86440678 23.13559322] ; [ 8.13559322 15.86440678],0
b2,1,0.108778,2.571885,[ 9 26] ; [11 13],[11.86440678 23.13559322] ; [ 8.13559322 15.86440678],0
d4,1,0.131472,2.275033,[37 16] ; [27  5],[39.90588235 13.09411765] ; [24.09411765  7.90588235],0
s3,1,0.161264,1.962335,[26 26] ; [21 11],[29.0952381 22.9047619] ; [17.9047619 14.0952381],0
b5,1,0.168295,1.898062,[32 21] ; [24  8],[34.91764706 18.08235294] ; [21.08235294 10.91764706],0
v4,1,0.220128,1.503538,[45  8] ; [30  2],[46.76470588  6.23529412] ; [28.23529412  3.76470588],0
d1,1,0.228168,1.452246,[26 27] ; [20 12],[28.68235294 24.31764706] ; [17.31764706 14.68235294],0
v3,1,0.237582,1.394887,[19 34] ; [ 7 23],[16.60240964 36.39759036] ; [ 9.39759036 20.60240964],0
p2,1,0.243378,1.360922,[37 16] ; [26  6],[39.28235294 13.71764706] ; [23.71764706  8.28235294],0
a5,1,0.282507,1.15499,[32 21] ; [23  9],[34.29411765 18.70588235] ; [20.70588235 11.29411765],0
u4,1,0.290861,1.115633,[ 1 52] ; [ 2 30],[ 1.87058824 51.12941176] ; [ 1.12941176 30.87058824],0
d3,1,0.311436,1.024576,[36 17] ; [25  7],[38.03529412 14.96470588] ; [22.96470588  9.03529412],0
s5,1,0.395447,0.722126,[11 40] ; [ 9 21],[12.59259259 38.40740741] ; [ 7.40740741 22.59259259],0
u3,1,0.433627,0.613089,[16 13] ; [5 2],[16.91666667 12.08333333] ; [4.08333333 2.91666667],0
r3,1,0.437915,0.601741,[47  6] ; [30  2],[48.01176471  4.98823529] ; [28.98823529  3.01176471],0
p5,1,0.466029,0.531377,[ 4 48] ; [ 4 28],[ 4.95238095 47.04761905] ; [ 3.04761905 28.95238095],0
r2,1,0.477608,0.50432,[45  8] ; [28  3],[46.05952381  6.94047619] ; [26.94047619  4.05952381],0
p11,1,0.483291,0.491428,[24 29] ; [17 15],[25.56470588 27.43529412] ; [15.43529412 16.56470588],0
s6,1,0.502944,0.448718,[32 20] ; [22 10],[33.42857143 18.57142857] ; [20.57142857 11.42857143],0
