Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.001336,10.292398,[64 24] ; [ 8 14],[57.6 30.4] ; [14.4  7.6],0
n5,1,0.001569,9.995318,[66 21] ; [ 9 13],[59.86238532 27.13761468] ; [15.13761468  6.86238532],0
b1,1,0.003627,8.461538,[30 58] ; [15  7],[36. 52.] ; [ 9. 13.],0
p10,1,0.005439,7.727451,[71 15] ; [12 10],[66.09259259 19.90740741] ; [16.90740741  5.09259259],0
v3,1,0.01509,5.905962,[33 53] ; [ 2 18],[28.39622642 57.60377358] ; [ 6.60377358 13.39622642],0
b4,1,0.017969,5.599152,[60 28] ; [ 9 13],[55.2 32.8] ; [13.8  8.2],0
n4,1,0.020299,5.385968,[63 25] ; [10 12],[58.4 29.6] ; [14.6  7.4],0
r2,1,0.058488,3.579736,[72 14] ; [13  7],[68.96226415 17.03773585] ; [16.03773585  3.96226415],0
n1,1,0.066489,3.367641,[ 9 19] ; [6 3],[11.35135135 16.64864865] ; [3.64864865 5.35135135],0
p11,1,0.121291,2.400568,[73 15] ; [15  7],[70.4 17.6] ; [17.6  4.4],0
v4,1,0.129424,2.299395,[81  7] ; [17  4],[79.11926606  8.88073394] ; [18.88073394  2.11926606],0
a8,1,0.14543,2.119538,[ 4 78] ; [ 3 19],[ 5.51923077 76.48076923] ; [ 1.48076923 20.51923077],0
r3,1,0.152661,2.045455,[81  7] ; [18  4],[79.2  8.8] ; [19.8  2.2],0
a2,1,0.152661,2.045455,[ 7 81] ; [ 4 18],[ 8.8 79.2] ; [ 2.2 19.8],0
p8,1,0.155472,2.017722,[44 43] ; [ 7 14],[41.08333333 45.91666667] ; [ 9.91666667 11.08333333],0
p5,1,0.160167,1.97265,[14 73] ; [ 1 21],[11.97247706 75.02752294] ; [ 3.02752294 18.97247706],0
p9,1,0.173219,1.854866,[74 13] ; [16  6],[71.83486239 15.16513761] ; [18.16513761  3.83486239],0
u2,1,0.179267,1.803689,[18 16] ; [7 2],[19.76744186 14.23255814] ; [5.23255814 3.76744186],0
p7,1,0.22589,1.466556,[49 37] ; [15  6],[51.43925234 34.56074766] ; [12.56074766  8.43925234],0
u3,1,0.228831,1.448116,[15 19] ; [6 3],[16.60465116 17.39534884] ; [4.39534884 4.60465116],0
s4,1,0.23397,1.41656,[21 67] ; [ 8 14],[23.2 64.8] ; [ 5.8 16.2],0
a5,1,0.241036,1.374523,[56 32] ; [11 11],[53.6 34.4] ; [13.4  8.6],0
a7,1,0.241036,1.374523,[56 32] ; [11 11],[53.6 34.4] ; [13.4  8.6],0
b2,1,0.246195,1.344765,[16 36] ; [ 3 15],[14.11428571 37.88571429] ; [ 4.88571429 13.11428571],0
b3,1,0.246195,1.344765,[16 36] ; [ 3 15],[14.11428571 37.88571429] ; [ 4.88571429 13.11428571],0
p6,1,0.287869,1.129561,[34 52] ; [ 6 16],[31.85185185 54.14814815] ; [ 8.14814815 13.85185185],0
n2,1,0.288204,1.127992,[20  8] ; [8 1],[21.18918919  6.81081081] ; [6.81081081 2.18918919],0
s7,1,0.312745,1.019046,[39 44] ; [13  9],[41.1047619 41.8952381] ; [10.8952381 11.1047619],0
d5,1,0.340233,0.909555,[65 23] ; [14  8],[63.2 24.8] ; [15.8  6.2],0
p3,1,0.340356,0.909091,[46 42] ; [ 9 13],[44. 44.] ; [11. 11.],0
b5,1,0.374893,0.787381,[57 31] ; [12 10],[55.2 32.8] ; [13.8  8.2],0
v1,1,0.436553,0.605325,[45 41] ; [ 9 12],[43.40186916 42.59813084] ; [10.59813084 10.40186916],0
p12,1,0.486594,0.484048,[ 8 80] ; [ 1 21],[ 7.2 80.8] ; [ 1.8 20.2],0
p2,1,0.48858,0.479651,[70 18] ; [16  6],[68.8 19.2] ; [17.2  4.8],0
s2,1,0.494038,0.46772,[55 33] ; [12 10],[53.6 34.4] ; [13.4  8.6],0
p1,1,0.557946,0.343273,[ 5 83] ; [ 2 20],[ 5.6 82.4] ; [ 1.4 20.6],0
d2,1,0.559305,0.340909,[34 54] ; [10 12],[35.2 52.8] ; [ 8.8 13.2],0
v2,1,0.590345,0.289805,[42 43] ; [ 9 12],[40.89622642 44.10377358] ; [10.10377358 10.89622642],0
d4,1,0.627534,0.23542,[72 16] ; [17  5],[71.2 16.8] ; [17.8  4.2],0
a4,1,0.679864,0.170279,[28 60] ; [ 6 16],[27.2 60.8] ; [ 6.8 15.2],0
d3,1,0.693304,0.155532,[56 32] ; [13  9],[55.2 32.8] ; [13.8  8.2],0
s3,1,0.697092,0.151515,[52 36] ; [14  8],[52.8 35.2] ; [13.2  8.8],0
n3,1,0.748737,0.102595,[17 11] ; [6 3],[17.40540541 10.59459459] ; [5.59459459 3.40540541],0
s8,1,0.773053,0.083165,[39 49] ; [ 9 13],[38.4 49.6] ; [ 9.6 12.4],0
a6,1,0.847161,0.03715,[50 38] ; [13  9],[50.4 37.6] ; [12.6  9.4],0
p4,1,0.847161,0.03715,[50 38] ; [13  9],[50.4 37.6] ; [12.6  9.4],0
a1,1,0.873739,0.025253,[ 9 79] ; [ 2 20],[ 8.8 79.2] ; [ 2.2 19.8],0
a3,1,0.922478,0.00947,[53 35] ; [13  9],[52.8 35.2] ; [13.2  8.8],0
d1,1,0.923839,0.009139,[41 47] ; [10 12],[40.8 47.2] ; [10.2 11.8],0
s5,1,1.0,0.0,[32 52] ; [ 8 13],[32. 52.] ; [ 8. 13.],0
