Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,2.7e-05,17.619736,[38 39] ; [ 8 48],[26.63157895 50.36842105] ; [19.36842105 36.63157895],1
s2,1,8e-05,15.568188,[37 38] ; [ 9 47],[26.33587786 48.66412214] ; [19.66412214 36.33587786],1
s3,1,0.000359,12.735296,[45 29] ; [16 39],[34.99224806 39.00775194] ; [26.00775194 28.99224806],1
s7,1,0.000425,12.417557,[38 37] ; [10 41],[28.57142857 46.42857143] ; [19.42857143 31.57142857],1
s4,1,0.001704,9.843458,[20 56] ; [ 3 53],[13.24242424 62.75757576] ; [ 9.75757576 46.24242424],0
s5,1,0.004127,8.227245,[24 51] ; [ 6 50],[17.17557252 57.82442748] ; [12.82442748 43.17557252],0
p10,1,0.024038,5.091911,[66 10] ; [39 16],[60.91603053 15.08396947] ; [44.08396947 10.91603053],0
p9,1,0.025249,5.006732,[67 10] ; [40 16],[61.94736842 15.05263158] ; [45.05263158 10.94736842],0
r1,1,0.032879,4.552086,[58 18] ; [33 23],[52.39393939 23.60606061] ; [38.60606061 17.39393939],0
n5,1,0.062925,3.458554,[63 14] ; [38 18],[58.47368421 18.52631579] ; [42.52631579 13.47368421],0
n4,1,0.119934,2.418182,[59 18] ; [36 20],[55. 22.] ; [40. 16.],0
b1,1,0.121875,2.393055,[23 54] ; [24 32],[27.21052632 49.78947368] ; [19.78947368 36.21052632],0
r4,1,0.123609,2.370989,[67 10] ; [43 13],[63.68421053 13.31578947] ; [46.31578947  9.68421053],0
p1,1,0.124229,2.363171,[ 7 70] ; [10 45],[ 9.91666667 67.08333333] ; [ 7.08333333 47.91666667],0
r2,1,0.143483,2.140197,[70  6] ; [47  9],[67.36363636  8.63636364] ; [49.63636364  6.36363636],0
a4,1,0.149855,2.073726,[16 60] ; [18 38],[19.57575758 56.42424242] ; [14.42424242 41.57575758],0
p5,1,0.152179,2.050272,[10 67] ; [ 3 52],[ 7.58333333 69.41666667] ; [ 5.41666667 49.58333333],0
u2,1,0.172815,1.85835,[22 16] ; [11 16],[19.29230769 18.70769231] ; [13.70769231 13.29230769],0
n6,1,0.176418,1.827544,[65 12] ; [42 14],[61.94736842 15.05263158] ; [45.05263158 10.94736842],0
d3,1,0.18189,1.782116,[23 54] ; [11 45],[19.68421053 57.31578947] ; [14.31578947 41.68421053],0
n3,1,0.192084,1.701562,[13  3] ; [19  1],[14.22222222  1.77777778] ; [17.77777778  2.22222222],0
u3,1,0.213934,1.544602,[20 18] ; [10 17],[17.53846154 20.46153846] ; [12.46153846 14.53846154],0
a6,1,0.243216,1.361857,[49 28] ; [30 26],[45.73684211 31.26315789] ; [33.26315789 22.73684211],0
b4,1,0.26428,1.2462,[46 31] ; [28 28],[42.84210526 34.15789474] ; [31.15789474 24.84210526],0
u1,1,0.307491,1.041424,[ 4 73] ; [ 1 55],[ 2.89473684 74.10526316] ; [ 2.10526316 53.89473684],0
v3,1,0.370071,0.803425,[26 49] ; [15 40],[23.65384615 51.34615385] ; [17.34615385 37.65384615],0
d5,1,0.374218,0.78961,[39 38] ; [24 32],[36.47368421 40.52631579] ; [26.52631579 29.47368421],0
v4,1,0.389072,0.741839,[73  3] ; [50  4],[71.90769231  4.09230769] ; [51.09230769  2.90769231],0
b2,1,0.417269,0.657994,[11 36] ; [11 24],[12.6097561 34.3902439] ; [ 9.3902439 25.6097561],0
b3,1,0.417269,0.657994,[11 36] ; [11 24],[12.6097561 34.3902439] ; [ 9.3902439 25.6097561],0
p12,1,0.420109,0.650009,[ 7 70] ; [ 3 53],[ 5.78947368 71.21052632] ; [ 4.21052632 51.78947368],0
s1,1,0.449496,0.571921,[ 5 70] ; [ 2 53],[ 4.03846154 70.96153846] ; [ 2.96153846 52.03846154],0
p2,1,0.471673,0.518053,[59 18] ; [45 10],[60.66666667 16.33333333] ; [43.33333333 11.66666667],0
p7,1,0.561054,0.337882,[44 32] ; [34 20],[45.6 30.4] ; [32.4 21.6],0
a8,1,0.57038,0.322047,[ 8 64] ; [ 4 46],[ 7.08196721 64.91803279] ; [ 4.91803279 45.08196721],0
a5,1,0.604214,0.268687,[42 35] ; [28 28],[40.52631579 36.47368421] ; [29.47368421 26.52631579],0
p3,1,0.615908,0.251661,[37 40] ; [24 31],[35.58333333 41.41666667] ; [25.41666667 29.58333333],0
d1,1,0.688553,0.160657,[ 3 74] ; [ 3 53],[ 3.47368421 73.52631579] ; [ 2.52631579 53.47368421],0
v2,1,0.688785,0.160404,[32 40] ; [25 27],[33.09677419 38.90322581] ; [23.90322581 28.09677419],0
n2,1,0.764177,0.09,[13  3] ; [17  3],[13.33333333  2.66666667] ; [16.66666667  3.33333333],0
p8,1,0.778068,0.079432,[38 39] ; [28 26],[38.79389313 38.20610687] ; [27.20610687 26.79389313],0
d2,1,0.782957,0.075882,[19 58] ; [15 41],[19.68421053 57.31578947] ; [14.31578947 41.68421053],0
r3,1,0.79012,0.070838,[71  6] ; [50  5],[70.58333333  6.41666667] ; [50.41666667  4.58333333],0
a2,1,0.814277,0.055184,[ 6 71] ; [ 5 51],[ 6.36842105 70.63157895] ; [ 4.63157895 51.36842105],0
