Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,33.269278,[94 20] ; [ 2 13],[84.8372093 29.1627907] ; [11.1627907  3.8372093],1
r1,1,0.000105,15.050214,[91 23] ; [ 5 10],[84.8372093 29.1627907] ; [11.1627907  3.8372093],1
a5,1,0.004663,8.00577,[80 34] ; [ 5 10],[75.11627907 38.88372093] ; [9.88372093 5.11627907],0
r3,1,0.01487,5.931845,[101  12] ; [10  5],[97.9921875 15.0078125] ; [13.0078125  1.9921875],0
n5,1,0.018785,5.521435,[67 47] ; [ 4 11],[62.74418605 51.25581395] ; [8.25581395 6.74418605],0
v4,1,0.022312,5.221299,[100  13] ; [10  5],[97.109375 15.890625] ; [12.890625  2.109375],0
n6,1,0.031966,4.600303,[77 36] ; [6 9],[73.2734375 39.7265625] ; [9.7265625 5.2734375],0
a3,1,0.036293,4.383283,[77 37] ; [6 9],[73.34883721 40.65116279] ; [9.65116279 5.34883721],0
p10,1,0.051063,3.806202,[35 79] ; [ 1 14],[31.81395349 82.18604651] ; [ 4.18604651 10.81395349],0
p11,1,0.058658,3.574919,[60 54] ; [ 4 11],[56.55813953 57.44186047] ; [7.44186047 7.55813953],0
s8,1,0.078358,3.098634,[31 81] ; [ 1 14],[28.22047244 83.77952756] ; [ 3.77952756 11.22047244],0
p2,1,0.08462,2.973851,[72 42] ; [6 9],[68.93023256 45.06976744] ; [9.06976744 5.93023256],0
p8,1,0.102591,2.664793,[39 75] ; [ 2 13],[36.23255814 77.76744186] ; [ 4.76744186 10.23255814],0
a6,1,0.110746,2.543538,[77 37] ; [7 8],[74.23255814 39.76744186] ; [9.76744186 5.23255814],0
s5,1,0.137674,2.203767,[26 85] ; [ 1 14],[23.78571429 87.21428571] ; [ 3.21428571 11.78571429],0
d2,1,0.144771,2.126504,[67 45] ; [6 9],[64.37795276 47.62204724] ; [8.62204724 6.37795276],0
a4,1,0.155755,2.014965,[52 61] ; [ 4 11],[49.4375 63.5625] ; [6.5625 8.4375],0
a7,1,0.170372,1.879667,[80 33] ; [8 7],[77.6875 35.3125] ; [10.3125  4.6875],0
b1,1,0.227273,1.457849,[65 49] ; [11  4],[67.1627907 46.8372093] ; [8.8372093 6.1627907],0
p7,1,0.241393,1.372439,[48 65] ; [ 4 11],[45.90625 67.09375] ; [6.09375 8.90625],0
n4,1,0.275115,1.191062,[77 37] ; [8 7],[75.11627907 38.88372093] ; [9.88372093 5.11627907],0
u2,1,0.296598,1.089427,[17 19] ; [6 3],[18.4 17.6] ; [4.6 4.4],0
d3,1,0.308413,1.03746,[76 38] ; [8 7],[74.23255814 39.76744186] ; [9.76744186 5.23255814],0
v3,1,0.361049,0.834243,[35 76] ; [ 3 12],[33.47619048 77.52380952] ; [ 4.52380952 10.47619048],0
n1,1,0.370506,0.801968,[13 24] ; [1 5],[12.04651163 24.95348837] ; [1.95348837 4.04651163],0
a2,1,0.402759,0.700074,[26 88] ; [ 2 13],[24.74418605 89.25581395] ; [ 3.25581395 11.74418605],0
v2,1,0.442828,0.588943,[48 64] ; [8 7],[49.38582677 62.61417323] ; [6.61417323 8.38582677],0
n3,1,0.44751,0.57695,[19 19] ; [4 2],[19.86363636 18.13636364] ; [3.13636364 2.86363636],0
s2,1,0.516165,0.421549,[39 72] ; [ 4 11],[37.88095238 73.11904762] ; [5.11904762 9.88095238],0
s7,1,0.545196,0.365993,[36 71] ; [3 9],[35.06722689 71.93277311] ; [3.93277311 8.06722689],0
d1,1,0.547869,0.361149,[70 44] ; [8 7],[68.93023256 45.06976744] ; [9.06976744 5.93023256],0
p5,1,0.551406,0.354805,[  4 110] ; [ 1 14],[  4.41860465 109.58139535] ; [ 0.58139535 14.41860465],0
s3,1,0.585037,0.298161,[49 64] ; [5 9],[48.04724409 64.95275591] ; [5.95275591 8.04724409],0
u3,1,0.603821,0.269271,[24 13] ; [5 4],[23.32608696 13.67391304] ; [5.67391304 3.32608696],0
p6,1,0.623021,0.241644,[18 93] ; [ 3 11],[18.648 92.352] ; [ 2.352 11.648],0
b5,1,0.640224,0.21845,[68 46] ; [8 7],[67.1627907 46.8372093] ; [8.8372093 6.1627907],0
s4,1,0.641201,0.217175,[17 94] ; [ 3 12],[17.61904762 93.38095238] ; [ 2.38095238 12.61904762],0
p4,1,0.728382,0.120602,[51 63] ; [6 9],[50.37209302 63.62790698] ; [6.62790698 8.37209302],0
d4,1,0.732325,0.116988,[94 19] ; [13  2],[94.4609375 18.5390625] ; [12.5390625  2.4609375],0
b4,1,0.760157,0.093192,[73 41] ; [9 6],[72.46511628 41.53488372] ; [9.53488372 5.46511628],0
p3,1,0.771003,0.084718,[36 77] ; [5 9],[36.48031496 76.51968504] ; [4.51968504 9.48031496],0
n2,1,0.809855,0.057895,[21 17] ; [3 3],[20.72727273 17.27272727] ; [3.27272727 2.72727273],0
b2,1,0.851315,0.035134,[17 52] ; [3 8],[17.25 51.75] ; [2.75 8.25],0
b3,1,0.851315,0.035134,[17 52] ; [3 8],[17.25 51.75] ; [2.75 8.25],0
v1,1,0.893386,0.017962,[40 74] ; [ 5 10],[39.76744186 74.23255814] ; [5.23255814 9.76744186],0
s6,1,0.910297,0.012693,[54 58] ; [7 8],[53.79527559 58.20472441] ; [7.20472441 7.79527559],0
s1,1,0.953128,0.003455,[  8 105] ; [ 1 14],[  7.9453125 105.0546875] ; [ 1.0546875 13.9453125],0
p1,1,0.953128,0.003455,[  8 105] ; [ 1 14],[  7.9453125 105.0546875] ; [ 1.0546875 13.9453125],0
a1,1,0.960006,0.002515,[  8 106] ; [ 1 14],[  7.95348837 106.04651163] ; [ 1.04651163 13.95348837],0
a8,1,0.969062,0.001504,[ 7 95] ; [ 1 13],[ 7.03448276 94.96551724] ; [ 0.96551724 13.03448276],0
