Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,27.886124,[27 56] ; [30  5],[40.09322034 42.90677966] ; [16.90677966 18.09322034],1
p4,1,1.2e-05,19.144591,[24 61] ; [25 10],[34.70833333 50.29166667] ; [14.29166667 20.70833333],1
p8,1,0.000224,13.622275,[24 61] ; [22 12],[32.85714286 52.14285714] ; [13.14285714 20.85714286],1
p6,1,0.002612,9.060308,[14 72] ; [14 19],[20.23529412 65.76470588] ; [ 7.76470588 25.23529412],0
p2,1,0.002981,8.81922,[50 37] ; [30  5],[57.04918033 29.95081967] ; [22.95081967 12.04918033],0
s6,1,0.003193,8.693918,[34 52] ; [23 10],[41.19327731 44.80672269] ; [15.80672269 17.19327731],0
p5,1,0.019123,5.490196,[ 5 80] ; [ 7 28],[ 8.5 76.5] ; [ 3.5 31.5],0
s8,1,0.021535,5.282963,[16 71] ; [13 21],[20.85123967 66.14876033] ; [ 8.14876033 25.85123967],0
s7,1,0.029326,4.748377,[23 61] ; [16 17],[28. 56.] ; [11. 22.],0
r4,1,0.033408,4.524751,[52 35] ; [28  7],[57.04918033 29.95081967] ; [22.95081967 12.04918033],0
a6,1,0.042127,4.130107,[37 50] ; [22 13],[42.07377049 44.92622951] ; [16.92622951 18.07377049],0
s5,1,0.069828,3.287062,[16 70] ; [11 21],[19.6779661 66.3220339] ; [ 7.3220339 24.6779661],0
p1,1,0.100221,2.702025,[ 8 79] ; [ 7 28],[10.69672131 76.30327869] ; [ 4.30327869 30.69672131],0
u2,1,0.10951,2.561272,[16 31] ; [11  9],[18.94029851 28.05970149] ; [ 8.05970149 11.94029851],0
d1,1,0.113953,2.498523,[ 2 85] ; [ 3 32],[ 3.56557377 83.43442623] ; [ 1.43442623 33.56557377],0
p12,1,0.11755,2.449664,[ 2 84] ; [ 3 32],[ 3.55371901 82.44628099] ; [ 1.44628099 33.55371901],0
s2,1,0.127051,2.328171,[29 57] ; [17 18],[32.69421488 53.30578512] ; [13.30578512 21.69421488],0
s1,1,0.128092,2.315482,[10 76] ; [ 1 34],[ 7.81818182 78.18181818] ; [ 3.18181818 31.81818182],0
v4,1,0.146275,2.110671,[67 20] ; [31  4],[69.8852459 17.1147541] ; [28.1147541  6.8852459],0
s3,1,0.163955,1.937366,[38 47] ; [20 14],[41.42857143 43.57142857] ; [16.57142857 17.42857143],0
r2,1,0.185504,1.752971,[65 22] ; [30  5],[67.74590164 19.25409836] ; [27.25409836  7.74590164],0
r3,1,0.21376,1.545775,[62 24] ; [29  6],[64.67768595 21.32231405] ; [26.32231405  8.67768595],0
n5,1,0.21584,1.531818,[57 29] ; [19 16],[54.01652893 31.98347107] ; [21.98347107 13.01652893],0
p9,1,0.228252,1.451719,[56 30] ; [26  8],[58.76666667 27.23333333] ; [23.23333333 10.76666667],0
n1,1,0.272929,1.201966,[14 21] ; [1 5],[12.80487805 22.19512195] ; [2.19512195 3.80487805],0
n2,1,0.275667,1.188329,[26 10] ; [3 3],[24.85714286 11.14285714] ; [4.14285714 1.85714286],0
a5,1,0.3994,0.710131,[35 52] ; [17 18],[37.08196721 49.91803279] ; [14.91803279 20.08196721],0
p11,1,0.428185,0.627742,[53 34] ; [24 11],[54.90983607 32.09016393] ; [22.09016393 12.90983607],0
a4,1,0.440185,0.5958,[20 65] ; [ 6 29],[18.41666667 66.58333333] ; [ 7.58333333 27.41666667],0
u3,1,0.469182,0.523902,[19 28] ; [10 10],[20.34328358 26.65671642] ; [ 8.65671642 11.34328358],0
v1,1,0.510925,0.432173,[27 58] ; [ 9 26],[25.5 59.5] ; [10.5 24.5],0
a8,1,0.540408,0.374785,[10 70] ; [ 3 32],[ 9.04347826 70.95652174] ; [ 3.95652174 31.04347826],0
n4,1,0.5843,0.299335,[50 37] ; [22 13],[51.3442623 35.6557377] ; [20.6557377 14.3442623],0
b5,1,0.614416,0.253794,[54 33] ; [20 15],[52.7704918 34.2295082] ; [21.2295082 13.7704918],0
d2,1,0.623001,0.241673,[21 66] ; [ 7 28],[19.96721311 67.03278689] ; [ 8.03278689 26.96721311],0
d4,1,0.667129,0.184979,[41 46] ; [18 17],[42.07377049 44.92622951] ; [16.92622951 18.07377049],0
b4,1,0.668637,0.183201,[46 41] ; [20 15],[47.06557377 39.93442623] ; [18.93442623 16.06557377],0
b3,1,0.695977,0.15269,[20 34] ; [ 8 11],[20.71232877 33.28767123] ; [ 7.28767123 11.71232877],0
b2,1,0.695977,0.15269,[20 34] ; [ 8 11],[20.71232877 33.28767123] ; [ 7.28767123 11.71232877],0
a3,1,0.721419,0.127137,[39 45] ; [15 20],[38.11764706 45.88235294] ; [15.88235294 19.11764706],0
a2,1,0.748887,0.102469,[ 6 81] ; [ 3 32],[ 6.41803279 80.58196721] ; [ 2.58196721 32.41803279],0
a1,1,0.748887,0.102469,[ 6 81] ; [ 3 32],[ 6.41803279 80.58196721] ; [ 2.58196721 32.41803279],0
n6,1,0.807971,0.059071,[57 29] ; [24 11],[57.57024793 28.42975207] ; [23.42975207 11.57024793],0
s4,1,0.837149,0.042248,[16 71] ; [ 7 28],[16.40163934 70.59836066] ; [ 6.59836066 28.40163934],0
u1,1,0.857078,0.032434,[ 2 85] ; [ 1 34],[ 2.13934426 84.86065574] ; [ 0.86065574 34.13934426],0
r1,1,0.887551,0.019995,[46 41] ; [19 16],[46.35245902 40.64754098] ; [18.64754098 16.35245902],0
v3,1,0.907663,0.013453,[14 72] ; [ 6 29],[14.21487603 71.78512397] ; [ 5.78512397 29.21487603],0
b1,1,0.929059,0.007926,[39 48] ; [16 19],[39.22131148 47.77868852] ; [15.77868852 19.22131148],0
a7,1,0.932001,0.007281,[43 44] ; [17 18],[42.78688525 44.21311475] ; [17.21311475 17.78688525],0
d3,1,0.98347,0.000429,[30 57] ; [12 23],[29.95081967 57.04918033] ; [12.04918033 22.95081967],0
p10,1,1.0,0.0,[51 34] ; [21 14],[51. 34.] ; [21. 14.],0
