Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,1e-06,24.159942,[38 41] ; [11 74],[23.60365854 55.39634146] ; [25.39634146 59.60365854],1
d1,1,2e-06,22.432721,[41 39] ; [14 71],[26.66666667 53.33333333] ; [28.33333333 56.66666667],1
a3,1,5e-06,20.919228,[58 22] ; [31 53],[43.41463415 36.58536585] ; [45.58536585 38.41463415],1
d5,1,6e-06,20.510148,[66 14] ; [41 43],[52.19512195 27.80487805] ; [54.80487805 29.19512195],1
d4,1,7.7e-05,15.639514,[64 16] ; [43 42],[51.87878788 28.12121212] ; [55.12121212 29.87878788],1
a6,1,0.00011,14.96,[56 24] ; [34 51],[43.63636364 36.36363636] ; [46.36363636 38.63636364],1
d2,1,0.000243,13.468563,[40 38] ; [20 65],[28.71165644 49.28834356] ; [31.28834356 53.71165644],1
u1,1,0.023599,5.123891,[ 7 73] ; [ 1 84],[ 3.87878788 76.12121212] ; [ 4.12121212 80.87878788],0
p2,1,0.046348,3.968898,[44 34] ; [60 24],[50.07407407 27.92592593] ; [53.92592593 30.07407407],0
d3,1,0.047832,3.915864,[49 31] ; [38 45],[42.6993865 37.3006135] ; [44.3006135 38.6993865],0
p4,1,0.059486,3.551651,[36 42] ; [27 58],[30.14723926 47.85276074] ; [32.85276074 52.14723926],0
a7,1,0.075668,3.155566,[51 29] ; [42 42],[45.36585366 34.63414634] ; [47.63414634 36.36585366],0
n5,1,0.106436,2.606358,[56 23] ; [50 35],[51.06097561 27.93902439] ; [54.93902439 30.06097561],0
n4,1,0.107812,2.586008,[54 26] ; [47 38],[48.96969697 31.03030303] ; [52.03030303 32.96969697],0
p8,1,0.118259,2.440231,[31 46] ; [24 60],[26.30434783 50.69565217] ; [28.69565217 55.30434783],0
s6,1,0.123296,2.374941,[35 44] ; [27 56],[30.2345679 48.7654321] ; [31.7654321 51.2345679],0
p10,1,0.131157,2.278752,[51 27] ; [44 38],[46.3125 31.6875] ; [48.6875 33.3125],0
p9,1,0.142249,2.153455,[58 19] ; [53 29],[53.75471698 23.24528302] ; [57.24528302 24.75471698],0
s1,1,0.152169,2.050368,[ 4 76] ; [ 1 84],[ 2.42424242 77.57575758] ; [ 2.57575758 82.42424242],0
p3,1,0.166105,1.917754,[29 49] ; [23 62],[24.88343558 53.11656442] ; [27.11656442 57.88343558],0
v2,1,0.184348,1.762217,[31 49] ; [24 59],[26.99386503 53.00613497] ; [28.00613497 54.99386503],0
a1,1,0.216237,1.52917,[ 9 71] ; [ 5 80],[ 6.78787879 73.21212121] ; [ 7.21212121 77.78787879],0
