Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,2e-06,22.751391,[15 52] ; [98 75],[31.54583333 35.45416667] ; [81.45416667 91.54583333],1
d2,1,2e-06,22.686891,[16 50] ; [101  71],[32.44537815 33.55462185] ; [84.55462185 87.44537815],1
a3,1,3e-06,21.73198,[31 35] ; [135  38],[45.84100418 20.15899582] ; [120.15899582  52.84100418],1
d1,1,1e-05,19.482982,[22 45] ; [112  62],[37.25311203 29.74688797] ; [96.74688797 77.25311203],1
d3,1,0.000114,14.883567,[29 38] ; [122  52],[41.97925311 25.02074689] ; [109.02074689  64.97925311],1
d5,1,0.000254,13.379749,[40 27] ; [143  31],[50.87551867 16.12448133] ; [132.12448133  41.87551867],1
d4,1,0.000452,12.302538,[40 26] ; [143  31],[50.325 15.675] ; [132.675  41.325],1
r1,1,0.000641,11.653972,[37 30] ; [134  39],[47.7375 19.2625] ; [123.2625  49.7375],1
a6,1,0.00121,10.474516,[37 30] ; [133  41],[47.26141079 19.73858921] ; [122.73858921  51.26141079],0
u1,1,0.001803,9.740433,[ 1 66] ; [ 28 146],[ 8.06224066 58.93775934] ; [ 20.93775934 153.06224066],0
p10,1,0.008533,6.918028,[38 28] ; [129  43],[46.31092437 19.68907563] ; [120.68907563  51.31092437],0
r2,1,0.009429,6.73973,[55 11] ; [159  10],[60.10212766  5.89787234] ; [153.89787234  15.10212766],0
a7,1,0.01979,5.430313,[37 29] ; [125  49],[44.55 21.45] ; [117.45  56.55],0
u3,1,0.033871,4.501184,[ 9 27] ; [19 20],[13.44 22.56] ; [14.56 24.44],0
r4,1,0.040439,4.199374,[47 20] ; [143  31],[52.82157676 14.17842324] ; [137.17842324  36.82157676],0
v4,1,0.045454,4.001715,[53 14] ; [154  19],[57.7875  9.2125] ; [149.2125  23.7875],0
p2,1,0.051333,3.797371,[44 23] ; [134  38],[49.89958159 17.10041841] ; [128.10041841  43.89958159],0
r3,1,0.104698,2.632487,[54 12] ; [155  18],[57.71548117  8.28451883] ; [151.28451883  21.71548117],0
s8,1,0.119318,2.426255,[10 57] ; [ 42 132],[14.45643154 52.54356846] ; [ 37.54356846 136.45643154],0
n1,1,0.119544,2.423286,[10  7] ; [15 26],[7.32758621 9.67241379] ; [17.67241379 23.32758621],0
s5,1,0.12875,2.307512,[ 5 59] ; [ 26 143],[ 8.51502146 55.48497854] ; [ 22.48497854 146.51502146],0
p5,1,0.131857,2.270506,[ 1 64] ; [ 11 163],[ 3.26359833 61.73640167] ; [  8.73640167 165.26359833],0
p9,1,0.142167,2.154348,[43 23] ; [127  43],[47.54237288 18.45762712] ; [122.45762712  47.54237288],0
v2,1,0.147647,2.096393,[28 34] ; [95 75],[32.87068966 29.12931034] ; [90.12931034 79.87068966],0
p11,1,0.150929,2.062836,[46 21] ; [135  39],[50.31950207 16.68049793] ; [130.68049793  43.31950207],0
v1,1,0.163495,1.941599,[26 41] ; [83 87],[30.81434599 36.18565401] ; [78.18565401 91.81434599],0
p3,1,0.171651,1.868465,[25 42] ; [81 91],[29.71548117 37.28451883] ; [76.28451883 95.71548117],0
u2,1,0.219034,1.510686,[12 24] ; [18 20],[14.59459459 21.40540541] ; [15.40540541 22.59459459],0
n5,1,0.223732,1.480273,[49 18] ; [139  34],[52.48333333 14.51666667] ; [135.51666667  37.48333333],0
v3,1,0.260355,1.266867,[22 44] ; [69 98],[25.77682403 40.22317597] ; [ 65.22317597 101.77682403],0
p8,1,0.268806,1.22283,[26 40] ; [81 90],[29.79746835 36.20253165] ; [77.20253165 93.79746835],0
p4,1,0.308824,1.0357,[27 39] ; [83 89],[30.50420168 35.49579832] ; [79.49579832 92.50420168],0
p12,1,0.407692,0.68552,[ 1 66] ; [  6 165],[ 1.97058824 65.02941176] ; [  5.02941176 165.97058824],0
b4,1,0.415326,0.663502,[35 32] ; [101  73],[37.80912863 29.19087137] ; [98.19087137 75.80912863],0
s2,1,0.430511,0.621444,[11 56] ; [ 36 136],[13.17573222 53.82426778] ; [ 33.82426778 138.17573222],0
p7,1,0.446348,0.57991,[33 33] ; [96 77],[35.62343096 30.37656904] ; [93.37656904 79.62343096],0
u4,1,0.481641,0.495145,[ 1 66] ; [  1 173],[ 0.5560166 66.4439834] ; [  1.4439834 172.5560166],0
a8,1,0.508101,0.437977,[ 9 52] ; [ 18 139],[ 7.55504587 53.44495413] ; [ 19.44495413 137.55504587],0
s1,1,0.526378,0.401379,[ 1 66] ; [  5 166],[ 1.68907563 65.31092437] ; [  4.31092437 166.68907563],0
n3,1,0.533409,0.387893,[13  4] ; [28 13],[12.01724138  4.98275862] ; [28.98275862 12.01724138],0
n6,1,0.549448,0.358307,[51 16] ; [137  35],[52.70292887 14.29707113] ; [135.29707113  36.70292887],0
b3,1,0.550904,0.355699,[18 26] ; [49 57],[19.65333333 24.34666667] ; [47.34666667 58.65333333],0
b2,1,0.550904,0.355699,[18 26] ; [49 57],[19.65333333 24.34666667] ; [47.34666667 58.65333333],0
b1,1,0.665958,0.186367,[29 38] ; [ 70 104],[27.52282158 39.47717842] ; [ 71.47717842 102.52282158],0
s4,1,0.683463,0.166254,[ 4 63] ; [ 13 161],[ 4.72614108 62.27385892] ; [ 12.27385892 161.72614108],0
n2,1,0.685356,0.164159,[12  5] ; [28 15],[11.33333333  5.66666667] ; [28.66666667 14.33333333],0
a1,1,0.695902,0.15277,[ 3 64] ; [ 10 164],[ 3.61410788 63.38589212] ; [  9.38589212 164.61410788],0
b5,1,0.706635,0.141662,[38 29] ; [94 80],[36.69709544 30.30290456] ; [95.30290456 78.69709544],0
s3,1,0.768458,0.086667,[17 48] ; [ 48 123],[17.90254237 47.09745763] ; [ 47.09745763 123.90254237],0
s7,1,0.799442,0.064551,[16 49] ; [ 42 118],[16.75555556 48.24444444] ; [ 41.24444444 118.75555556],0
p6,1,0.818083,0.052905,[17 48] ; [ 47 123],[17.70212766 47.29787234] ; [ 46.29787234 123.70212766],0
p1,1,0.99217,9.6e-05,[ 7 60] ; [ 18 155],[ 6.97916667 60.02083333] ; [ 18.02083333 154.97916667],0
