Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,1e-06,25.036636,[ 6 40] ; [47 33],[19.34920635 26.65079365] ; [33.65079365 46.34920635],1
s8,1,1e-06,24.149293,[ 6 45] ; [45 38],[19.41044776 31.58955224] ; [31.58955224 51.41044776],1
s2,1,4e-06,21.208821,[ 7 44] ; [44 38],[19.55639098 31.44360902] ; [31.44360902 50.55639098],1
r1,1,2.5e-05,17.740214,[22 29] ; [64 17],[33.22727273 17.77272727] ; [52.77272727 28.22727273],1
s3,1,9e-05,15.325723,[13 37] ; [49 31],[23.84615385 26.15384615] ; [38.15384615 41.84615385],1
s5,1,0.000768,11.315986,[ 4 47] ; [27 54],[11.97727273 39.02272727] ; [19.02272727 61.97727273],1
r4,1,0.001444,10.149117,[35 16] ; [75  8],[41.86567164  9.13432836] ; [68.13432836 14.86567164],0
p10,1,0.002895,8.872284,[38 12] ; [77  5],[43.56060606  6.43939394] ; [71.43939394 10.56060606],0
s4,1,0.009077,6.807671,[ 3 48] ; [19 63],[ 8.43609023 42.56390977] ; [13.56390977 68.43609023],0
u2,1,0.032701,4.56134,[ 8 18] ; [22 16],[12.1875 13.8125] ; [17.8125 20.1875],0
d5,1,0.04155,4.153446,[18 32] ; [45 38],[23.68421053 26.31578947] ; [39.31578947 43.68421053],0
r2,1,0.070207,3.278172,[43  8] ; [77  5],[46.01503759  4.98496241] ; [73.98496241  8.01503759],0
b1,1,0.078931,3.08677,[25 26] ; [28 55],[20.17164179 30.82835821] ; [32.82835821 50.17164179],0
r3,1,0.119932,2.418204,[43  7] ; [78  5],[45.4887218  4.5112782] ; [75.5112782  7.4887218],0
a1,1,0.122378,2.386622,[ 3 48] ; [ 1 82],[ 1.52238806 49.47761194] ; [ 2.47761194 80.52238806],0
b3,1,0.129059,2.303792,[11 17] ; [11 37],[ 8.10526316 19.89473684] ; [13.89473684 34.10526316],0
b2,1,0.129059,2.303792,[11 17] ; [11 37],[ 8.10526316 19.89473684] ; [13.89473684 34.10526316],0
v4,1,0.133608,2.25007,[44  6] ; [78  4],[46.21212121  3.78787879] ; [75.78787879  6.21212121],0
d3,1,0.135738,2.225618,[ 9 40] ; [25 58],[12.62121212 36.37878788] ; [21.37878788 61.62121212],0
p1,1,0.143825,2.136546,[10 40] ; [ 9 74],[ 7.14285714 42.85714286] ; [11.85714286 71.14285714],0
