Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,48.596565,[200  52] ; [30 49],[175.10574018  76.89425982] ; [54.89425982 24.10574018],1
d3,1,0.0,32.914215,[197  55] ; [35 44],[176.62839879  75.37160121] ; [55.37160121 23.62839879],1
r4,1,0.0,29.986978,[236  16] ; [56 23],[222.3081571  29.6918429] ; [69.6918429  9.3081571],1
r1,1,1e-06,23.318795,[214  38] ; [47 32],[198.70694864  53.29305136] ; [62.29305136 16.70694864],1
a2,1,0.000247,13.436034,[ 69 183] ; [ 6 73],[ 57.09969789 194.90030211] ; [17.90030211 61.09969789],1
r2,1,0.00025,13.411221,[237  13] ; [62 14],[229.29447853  20.70552147] ; [69.70552147  6.29447853],1
v4,1,0.000294,13.109115,[244   8] ; [67 11],[237.49090909  14.50909091] ; [73.50909091  4.49090909],1
u1,1,0.000364,12.709284,[ 53 199] ; [ 3 76],[ 42.63444109 209.36555891] ; [13.36555891 65.63444109],1
p2,1,0.000618,11.721548,[231  20] ; [60 17],[222.68597561  28.31402439] ; [68.31402439  8.68597561],1
d1,1,0.000635,11.671733,[160  92] ; [33 46],[146.93655589 105.06344411] ; [46.06344411 32.93655589],1
d5,1,0.002356,9.249456,[214  38] ; [55 24],[204.79758308  47.20241692] ; [64.20241692 14.79758308],0
d4,1,0.003839,8.358665,[210  42] ; [54 25],[200.99093656  51.00906344] ; [63.00906344 15.99093656],0
a5,1,0.004146,8.218798,[197  55] ; [49 30],[187.28700906  64.71299094] ; [58.71299094 20.28700906],0
r3,1,0.007479,7.154195,[243   9] ; [70  9],[238.29607251  13.70392749] ; [74.70392749  4.29607251],0
s8,1,0.011063,6.455121,[ 96 155] ; [43 36],[105.72424242 145.27575758] ; [33.27575758 45.72424242],0
b4,1,0.024771,5.03984,[151 101] ; [36 43],[142.36858006 109.63141994] ; [44.63141994 34.36858006],0
b5,1,0.029924,4.713659,[162  90] ; [40 39],[153.78851964  98.21148036] ; [48.21148036 30.78851964],0
b1,1,0.041232,4.166439,[ 95 157] ; [40 39],[102.77945619 149.22054381] ; [32.22054381 46.77945619],0
n1,1,0.044802,4.02606,[14 31] ; [11  8],[17.578125 27.421875] ; [ 7.421875 11.578125],0
p5,1,0.062409,3.472179,[ 18 231] ; [11 67],[ 22.08256881 226.91743119] ; [ 6.91743119 71.08256881],0
v2,1,0.069198,3.301946,[144  99] ; [35 39],[137.21451104 105.78548896] ; [41.78548896 32.21451104],0
n6,1,0.079443,3.07626,[214  36] ; [61 18],[208.96656535  41.03343465] ; [66.03343465 12.96656535],0
u3,1,0.098133,2.735625,[49 29] ; [10 13],[45.56435644 32.43564356] ; [13.43564356  9.56435644],0
s7,1,0.136535,2.216585,[104 135] ; [40 35],[109.60509554 129.39490446] ; [34.39490446 40.60509554],0
p3,1,0.138356,2.196153,[163  88] ; [44 35],[157.44545455  93.55454545] ; [49.55454545 29.44545455],0
a1,1,0.162774,1.948267,[ 12 240] ; [ 1 78],[  9.89728097 242.10271903] ; [ 3.10271903 75.89728097],0
p11,1,0.21808,1.516961,[210  42] ; [61 18],[206.32024169  45.67975831] ; [64.67975831 14.32024169],0
p6,1,0.230686,1.436624,[109 143] ; [27 49],[104.48780488 147.51219512] ; [31.51219512 44.48780488],0
