Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,86.947103,[52 57] ; [212  17],[85.13609467 23.86390533] ; [178.86390533  50.13609467],1
r2,1,0.0,50.619214,[71 35] ; [217  10],[91.67567568 14.32432432] ; [196.32432432  30.67567568],1
r3,1,0.0,32.076761,[79 29] ; [217  12],[94.86053412 13.13946588] ; [201.13946588  27.86053412],1
d4,1,9e-06,19.795952,[65 44] ; [188  41],[81.5887574 27.4112426] ; [171.4112426  57.5887574],1
v4,1,2e-05,18.152232,[82 27] ; [210  18],[94.44510386 14.55489614] ; [197.55489614  30.44510386],1
a6,1,3.8e-05,16.985646,[53 56] ; [164  65],[69.97928994 39.02071006] ; [147.02071006  81.97928994],1
a7,1,4.1e-05,16.80589,[57 51] ; [172  57],[73.38872404 34.61127596] ; [155.61127596  73.38872404],1
a5,1,6.5e-05,15.947713,[49 60] ; [155  74],[65.78698225 43.21301775] ; [138.21301775  90.78698225],1
d1,1,9.9e-05,15.157985,[33 76] ; [121 108],[49.66272189 59.33727811] ; [104.33727811 124.66272189],1
d5,1,0.000143,14.467372,[64 44] ; [181  48],[78.51632047 29.48367953] ; [166.48367953  62.51632047],1
v1,1,0.000338,12.846514,[27 80] ; [103 122],[41.89759036 65.10240964] ; [ 88.10240964 136.89759036],1
p11,1,0.000341,12.830979,[66 43] ; [181  48],[79.65384615 29.34615385] ; [167.34615385  61.65384615],1
v2,1,0.000559,11.906222,[25 83] ; [ 93 125],[39.09202454 68.90797546] ; [ 78.90797546 139.09202454],1
p2,1,0.001036,10.762549,[67 41] ; [180  48],[79.39285714 28.60714286] ; [167.60714286  60.39285714],0
d3,1,0.001888,9.654989,[51 56] ; [150  79],[64.00892857 42.99107143] ; [136.99107143  92.00892857],0
s6,1,0.001969,9.578614,[38 71] ; [118 105],[51.21686747 57.78313253] ; [104.78313253 118.21686747],0
u3,1,0.001989,9.559325,[20 39] ; [56 38],[29.30718954 29.69281046] ; [46.69281046 47.30718954],0
a2,1,0.002073,9.483861,[  6 103] ; [ 41 188],[15.15680473 93.84319527] ; [ 31.84319527 197.15680473],0
n4,1,0.007842,7.069228,[58 51] ; [156  73],[69.01183432 39.98816568] ; [144.98816568  84.01183432],0
a1,1,0.00881,6.860884,[  9 100] ; [  5 224],[  4.5147929 104.4852071] ; [  9.4852071 219.5147929],0
p8,1,0.011615,6.368635,[34 74] ; [104 122],[44.62275449 63.37724551] ; [ 93.37724551 132.62275449],0
a3,1,0.018911,5.509736,[49 59] ; [134  93],[58.99701493 49.00298507] ; [124.00298507 102.99701493],0
p10,1,0.030262,4.694319,[63 43] ; [162  65],[71.62162162 34.37837838] ; [153.37837838  73.62162162],0
p6,1,0.030759,4.666349,[19 87] ; [ 65 159],[26.98181818 79.01818182] ; [ 57.01818182 166.98181818],0
p7,1,0.035755,4.408735,[47 60] ; [126  98],[55.9244713 51.0755287] ; [117.0755287 106.9244713],0
s5,1,0.036132,4.39088,[15 91] ; [ 54 169],[22.23100304 83.76899696] ; [ 46.76899696 176.23100304],0
a4,1,0.041054,4.173791,[30 78] ; [ 89 138],[38.3641791 69.6358209] ; [ 80.6358209 146.3641791],0
s8,1,0.049443,3.860246,[11 98] ; [ 42 186],[17.14243323 91.85756677] ; [ 35.85756677 192.14243323],0
b1,1,0.053213,3.73722,[53 56] ; [ 86 143],[44.82544379 64.17455621] ; [ 94.17455621 134.82544379],0
u1,1,0.055786,3.658448,[  5 104] ; [ 25 204],[ 9.67455621 99.32544379] ; [ 20.32544379 208.67455621],0
n6,1,0.105532,2.619883,[75 33] ; [177  51],[81. 27.] ; [171.  57.],0
n3,1,0.113492,2.504911,[21 14] ; [46 15],[24.42708333 10.57291667] ; [42.57291667 18.42708333],0
p3,1,0.126877,2.330304,[32 76] ; [ 87 141],[38.25 69.75] ; [ 80.75 147.25],0
p12,1,0.158297,1.990422,[  4 105] ; [  3 224],[  2.27083333 106.72916667] ; [  4.72916667 222.27083333],0
u2,1,0.176794,1.824366,[23 37] ; [46 47],[27.05882353 32.94117647] ; [41.94117647 51.05882353],0
p4,1,0.181541,1.784963,[42 67] ; [105 122],[47.6875 61.3125] ; [ 99.3125 127.6875],0
p5,1,0.217851,1.518471,[  7 101] ; [  8 220],[  4.82142857 103.17857143] ; [ 10.17857143 217.82142857],0
b4,1,0.217978,1.517632,[57 52] ; [136  93],[62.23964497 46.76035503] ; [130.76035503  98.23964497],0
d2,1,0.283221,1.151568,[36 71] ; [ 91 138],[40.44345238 66.55654762] ; [ 86.55654762 142.44345238],0
p9,1,0.373156,0.793128,[73 33] ; [167  60],[76.3963964 29.6036036] ; [163.6036036  63.3963964],0
s1,1,0.439586,0.597363,[  4 105] ; [  5 221],[  2.92835821 106.07164179] ; [  6.07164179 219.92835821],0
s3,1,0.444483,0.584682,[35 72] ; [ 84 143],[38.12275449 68.87724551] ; [ 80.87724551 146.12275449],0
