Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,77.230919,[ 29 152] ; [84 46],[ 65.76527331 115.23472669] ; [47.23472669 82.76527331],1
s2,1,0.0,51.394294,[ 55 124] ; [93 36],[86.01298701 92.98701299] ; [61.98701299 67.01298701],1
s6,1,0.0,43.314017,[85 96] ; [108  21],[112.68709677  68.31290323] ; [80.31290323 48.68709677],1
s3,1,0.0,33.731042,[ 71 107] ; [94 34],[95.98039216 82.01960784] ; [69.01960784 58.98039216],1
u1,1,2e-06,22.498401,[ 26 155] ; [49 81],[ 43.64951768 137.35048232] ; [31.35048232 98.64951768],1
s5,1,3e-06,22.02849,[ 29 148] ; [50 73],[ 46.61 130.39] ; [32.39 90.61],1
a2,1,5e-06,20.715484,[ 36 145] ; [57 73],[ 54.12540193 126.87459807] ; [38.87459807 91.12540193],1
d2,1,1.2e-05,19.147374,[ 69 111] ; [82 47],[87.96116505 92.03883495] ; [63.03883495 65.96116505],1
p6,1,1.5e-05,18.694038,[ 26 153] ; [46 83],[ 41.84415584 137.15584416] ; [30.15584416 98.84415584],1
p4,1,0.000277,13.218825,[ 65 115] ; [74 56],[80.70967742 99.29032258] ; [58.29032258 71.70967742],1
p9,1,0.000289,13.139811,[127  52] ; [113  15],[139.93485342  39.06514658] ; [100.06514658  27.93485342],1
a5,1,0.001511,10.065022,[113  68] ; [103  27],[125.71061093  55.28938907] ; [90.28938907 39.71061093],0
p7,1,0.001962,9.584955,[ 61 119] ; [65 61],[ 74.11764706 105.88235294] ; [51.88235294 74.11764706],0
d1,1,0.002207,9.36927,[94 87] ; [90 40],[107.08681672  73.91318328] ; [76.91318328 53.08681672],0
v2,1,0.004002,8.283094,[82 89] ; [81 44],[94.16554054 76.83445946] ; [68.83445946 56.16554054],0
p10,1,0.004156,8.214237,[121  58] ; [106  23],[131.92532468  47.07467532] ; [95.07467532 33.92532468],0
a6,1,0.005675,7.650791,[132  49] ; [111  18],[141.88064516  39.11935484] ; [101.11935484  27.88064516],0
