Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,2e-06,22.372252,[273  93] ; [25 32],[257.84397163 108.15602837] ; [40.15602837 16.84397163],1
s5,1,4e-06,21.453064,[196 171] ; [12 46],[179.61411765 187.38588235] ; [28.38588235 29.61411765],1
s8,1,1.5e-05,18.757859,[251 130] ; [22 38],[235.85714286 145.14285714] ; [37.14285714 22.85714286],1
s3,1,6.9e-05,15.841378,[341  38] ; [43 17],[331.51708428  47.48291572] ; [52.48291572  7.51708428],1
p4,1,0.000236,13.523119,[255 125] ; [25 34],[242.3690205 137.6309795] ; [37.6309795 21.3690205],1
n6,1,0.00067,11.571261,[334  45] ; [43 17],[325.4738041  53.5261959] ; [51.5261959  8.4738041],1
r4,1,0.001211,10.473307,[366  17] ; [51  9],[360.5214447  22.4785553] ; [56.4785553  3.5214447],0
d5,1,0.001658,9.893898,[326  54] ; [41 18],[317.67653759  62.32346241] ; [49.32346241  9.67653759],0
p9,1,0.002712,8.991584,[338  38] ; [45 14],[331.05287356  44.94712644] ; [51.94712644  7.05287356],0
a2,1,0.008067,7.018637,[114 269] ; [ 8 52],[105.47629797 277.52370203] ; [16.52370203 43.47629797],0
d1,1,0.011221,6.429985,[256 127] ; [30 30],[247.26410835 135.73589165] ; [38.73589165 21.26410835],0
v4,1,0.012189,6.283163,[377   6] ; [55  4],[374.33484163   8.66515837] ; [57.66515837  1.33484163],0
a4,1,0.013235,6.137408,[193 189] ; [20 40],[184.08597285 197.91402715] ; [28.91402715 31.08597285],0
r1,1,0.013835,6.059082,[327  54] ; [44 16],[320.52380952  60.47619048] ; [50.47619048  9.52380952],0
a5,1,0.015375,5.872988,[297  85] ; [38 22],[289.52488688  92.47511312] ; [45.47511312 14.52488688],0
p5,1,0.028632,4.789611,[ 53 326] ; [ 2 54],[ 47.91954023 331.08045977] ; [ 7.08045977 48.91954023],0
b5,1,0.031236,4.639925,[241 142] ; [29 31],[233.43115124 149.56884876] ; [36.56884876 23.43115124],0
s4,1,0.04429,4.045481,[ 95 282] ; [ 8 52],[ 88.85812357 288.14187643] ; [14.14187643 45.85812357],0
a3,1,0.046958,3.946889,[293  88] ; [39 21],[286.82993197  94.17006803] ; [45.17006803 14.82993197],0
p6,1,0.066201,3.374786,[169 207] ; [19 40],[162.50114943 213.49885057] ; [25.49885057 33.50114943],0
p8,1,0.0967,2.759136,[203 173] ; [25 34],[197.07586207 178.92413793] ; [30.92413793 28.07586207],0
r3,1,0.09694,2.755183,[371  10] ; [56  4],[368.9047619  12.0952381] ; [58.0952381  1.9047619],0
d2,1,0.09995,2.706334,[208 172] ; [26 34],[202.09090909 177.90909091] ; [31.90909091 28.09090909],0
n5,1,0.118979,2.430709,[301  80] ; [42 18],[296.33333333  84.66666667] ; [46.66666667 13.33333333],0
d4,1,0.1412,2.164834,[330  49] ; [48 12],[326.33712984  52.66287016] ; [51.66287016  8.33712984],0
p3,1,0.176687,1.82527,[207 174] ; [26 32],[202.21640091 178.78359909] ; [30.78359909 27.21640091],0
p1,1,0.18906,1.724925,[ 40 339] ; [ 3 56],[ 37.20776256 341.79223744] ; [ 5.79223744 53.20776256],0
v1,1,0.195356,1.676759,[219 152] ; [29 29],[214.47086247 156.52913753] ; [33.52913753 24.47086247],0
n4,1,0.220581,1.500591,[300  81] ; [43 17],[296.33333333  84.66666667] ; [46.66666667 13.33333333],0
u1,1,0.223338,1.482796,[ 91 292] ; [10 50],[ 87.32054176 295.67945824] ; [13.67945824 46.32054176],0
d3,1,0.242349,1.366878,[273 107] ; [38 21],[269.20273349 110.79726651] ; [41.79726651 17.20273349],0
p12,1,0.29704,1.087437,[ 43 338] ; [ 4 55],[ 40.69772727 340.30227273] ; [ 6.30227273 52.69772727],0
p2,1,0.372603,0.794966,[320  61] ; [46 12],[317.64464692  63.35535308] ; [48.35535308  9.64464692],0
u4,1,0.38515,0.754201,[ 15 368] ; [ 1 59],[ 13.83295711 369.16704289] ; [ 2.16704289 57.83295711],0
a8,1,0.44175,0.591733,[ 49 302] ; [10 46],[ 50.88206388 300.11793612] ; [ 8.11793612 47.88206388],0
b2,1,0.476806,0.506161,[ 92 144] ; [15 18],[ 93.87360595 142.12639405] ; [13.12639405 19.87360595],0
b3,1,0.476806,0.506161,[ 92 144] ; [15 18],[ 93.87360595 142.12639405] ; [13.12639405 19.87360595],0
a6,1,0.489613,0.477378,[251 128] ; [37 23],[248.63781321 130.36218679] ; [39.36218679 20.63781321],0
u3,1,0.513252,0.427431,[61 27] ; [13  8],[59.74311927 28.25688073] ; [14.25688073  6.74311927],0
p11,1,0.578341,0.308924,[294  89] ; [48 12],[295.67945824  87.32054176] ; [46.32054176 13.67945824],0
p10,1,0.586414,0.295979,[324  55] ; [48 10],[322.62700229  56.37299771] ; [49.37299771  8.62700229],0
n1,1,0.599916,0.275122,[35 46] ; [5 9],[34.10526316 46.89473684] ; [5.89473684 8.10526316],0
v2,1,0.603683,0.269477,[214 150] ; [32 26],[212.18957346 151.81042654] ; [33.81042654 24.18957346],0
p7,1,0.62168,0.243513,[244 123] ; [36 21],[242.35849057 124.64150943] ; [37.64150943 19.35849057],0
b4,1,0.674829,0.176005,[228 155] ; [34 26],[226.51467269 156.48532731] ; [35.48532731 24.51467269],0
a1,1,0.758064,0.094879,[ 23 360] ; [ 3 57],[ 22.4785553 360.5214447] ; [ 3.5214447 56.4785553],0
b1,1,0.77094,0.084766,[152 231] ; [25 35],[153.02708804 229.97291196] ; [23.97291196 36.02708804],0
n3,1,0.781866,0.076667,[58 23] ; [12  4],[58.45360825 22.54639175] ; [11.54639175  4.45360825],0
u2,1,0.795748,0.067005,[53 35] ; [12  9],[52.47706422 35.52293578] ; [12.52293578  8.47706422],0
s1,1,0.921707,0.00966,[ 20 357] ; [ 3 57],[ 19.84210526 357.15789474] ; [ 3.15789474 56.84210526],0
v3,1,0.934936,0.006664,[158 209] ; [24 31],[158.27962085 208.72037915] ; [23.72037915 31.27962085],0
a7,1,0.961107,0.002378,[283  98] ; [44 15],[283.15227273  97.84772727] ; [43.84772727 15.15227273],0
n2,1,0.982411,0.000486,[65 16] ; [12  3],[64.96875 16.03125] ; [12.03125  2.96875],0
