Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,33.427724,[ 8 55] ; [75 58],[26.67857143 36.32142857] ; [56.32142857 76.67857143],1
d2,1,1e-06,23.971064,[16 47] ; [83 49],[31.98461538 31.01538462] ; [67.01538462 64.98461538],1
d1,1,2e-06,22.491479,[21 42] ; [92 41],[36.32142857 26.67857143] ; [76.67857143 56.32142857],1
a3,1,4e-06,21.416866,[29 34] ; [105  28],[43.07142857 19.92857143] ; [90.92857143 42.07142857],1
a6,1,5.9e-05,16.150144,[30 33] ; [101  31],[42.32307692 20.67692308] ; [88.67692308 43.32307692],1
u1,1,0.000184,13.992443,[ 3 60] ; [37 96],[12.85714286 50.14285714] ; [ 27.14285714 105.85714286],1
v2,1,0.001119,10.618779,[16 44] ; [67 62],[26.34920635 33.65079365] ; [56.65079365 72.34920635],0
p4,1,0.002792,8.938585,[27 36] ; [87 46],[36.64285714 26.35714286] ; [77.35714286 55.64285714],0
n4,1,0.008886,6.845504,[38 25] ; [104  29],[45.64285714 17.35714286] ; [96.35714286 36.64285714],0
p9,1,0.011037,6.459398,[44 17] ; [115  17],[50.25388601 10.74611399] ; [108.74611399  23.25388601],0
p3,1,0.013102,6.155303,[21 42] ; [69 63],[29.07692308 33.92307692] ; [60.92307692 71.07692308],0
d5,1,0.01394,6.045672,[42 20] ; [110  22],[48.57731959 13.42268041] ; [103.42268041  28.57731959],0
n3,1,0.014826,5.937015,[9 8] ; [28  5],[12.58  4.42] ; [24.42  8.58],0
d4,1,0.018213,5.575566,[45 18] ; [113  19],[51.04615385 11.95384615] ; [106.95384615  25.04615385],0
r4,1,0.036309,4.382525,[50 13] ; [120  13],[54.64285714  8.35714286] ; [115.35714286  17.64285714],0
p12,1,0.050755,3.816327,[ 1 62] ; [ 12 121],[ 4.17857143 58.82142857] ; [  8.82142857 124.17857143],0
p1,1,0.057305,3.613723,[ 8 53] ; [  7 126],[ 4.71649485 56.28350515] ; [ 10.28350515 122.71649485],0
b3,1,0.082231,3.020249,[ 7 28] ; [26 45],[10.89622642 24.10377358] ; [22.10377358 48.89622642],0
b2,1,0.082231,3.020249,[ 7 28] ; [26 45],[10.89622642 24.10377358] ; [22.10377358 48.89622642],0
d3,1,0.085125,2.964227,[38 24] ; [97 35],[43.1443299 18.8556701] ; [91.8556701 40.1443299],0
s7,1,0.090585,2.863938,[34 26] ; [88 39],[39.14438503 20.85561497] ; [82.85561497 44.14438503],0
v4,1,0.098122,2.735813,[56  6] ; [127   5],[58.48453608  3.51546392] ; [124.51546392   7.48453608],0
