Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,33.427724,[ 8 55] ; [75 58],[26.67857143 36.32142857] ; [56.32142857 76.67857143],1
r2,1,0.110633,2.545161,[57  6] ; [125   5],[59.40932642  3.59067358] ; [122.59067358   7.40932642],0
p10,1,0.128244,2.313634,[46 16] ; [111  22],[49.91794872 12.08205128] ; [107.08205128  25.91794872],0
r1,1,0.129222,2.301829,[45 18] ; [107  25],[49.10769231 13.89230769] ; [102.89230769  29.10769231],0
v3,1,0.143376,2.14135,[13 48] ; [41 89],[17.2460733 43.7539267] ; [36.7539267 93.2460733],0
s6,1,0.219729,1.506139,[50 13] ; [113  18],[52.93298969 10.06701031] ; [110.06701031  20.93298969],0
s5,1,0.274515,1.194047,[20 42] ; [51 75],[23.41489362 38.58510638] ; [47.58510638 78.41489362],0
s8,1,0.284346,1.146199,[28 35] ; [70 63],[31.5 31.5] ; [66.5 66.5],0
b1,1,0.306566,1.045412,[29 34] ; [51 82],[25.71428571 37.28571429] ; [54.28571429 78.71428571],0
s4,1,0.326738,0.961784,[21 40] ; [36 95],[18.109375 42.890625] ; [38.890625 92.109375],0
n2,1,0.333808,0.934069,[14  3] ; [23 10],[12.58  4.42] ; [24.42  8.58],0
p11,1,0.365607,0.818543,[43 20] ; [99 34],[45.64285714 17.35714286] ; [96.35714286 36.64285714],0
a1,1,0.398659,0.712369,[ 2 61] ; [  8 125],[ 3.21428571 59.78571429] ; [  6.78571429 126.21428571],0
r3,1,0.410758,0.676604,[58  4] ; [127   5],[59.12371134  2.87628866] ; [125.87628866   6.12371134],0
a7,1,0.419472,0.651793,[49 13] ; [98 35],[46.73846154 15.26153846] ; [100.26153846  32.73846154],0
p2,1,0.448443,0.574584,[50 12] ; [113  20],[51.82564103 10.17435897] ; [111.17435897  21.82564103],0
p7,1,0.457401,0.552246,[37 23] ; [88 43],[39.26701571 20.73298429] ; [85.73298429 45.26701571],0
s1,1,0.465947,0.53157,[ 5 58] ; [  7 126],[ 3.85714286 59.14285714] ; [  8.14285714 124.85714286],0
s3,1,0.471063,0.519481,[53 10] ; [116  16],[54.6  8.4] ; [114.4  17.6],0
u3,1,0.52501,0.40404,[21 12] ; [15 12],[19.8 13.2] ; [16.2 10.8],0
n6,1,0.584639,0.298794,[51 12] ; [111  21],[52.33846154 10.66153846] ; [109.66153846  22.33846154],0
b4,1,0.603359,0.26996,[38 25] ; [75 58],[36.32142857 26.67857143] ; [76.67857143 56.32142857],0
b5,1,0.673916,0.177055,[38 25] ; [76 57],[36.64285714 26.35714286] ; [77.35714286 55.64285714],0
n1,1,0.72435,0.124363,[ 5 12] ; [11 21],[ 5.55102041 11.44897959] ; [10.44897959 21.55102041],0
n5,1,0.838218,0.041687,[43 20] ; [92 40],[43.61538462 19.38461538] ; [91.38461538 40.61538462],0
p6,1,0.865423,0.028722,[24 39] ; [49 84],[23.46428571 39.53571429] ; [49.53571429 83.46428571],0
p5,1,0.90596,0.013956,[ 4 58] ; [  8 125],[ 3.81538462 58.18461538] ; [  8.18461538 124.81538462],0
p8,1,0.911512,0.01235,[30 32] ; [65 67],[30.36082474 31.63917526] ; [64.63917526 67.36082474],0
u2,1,0.937635,0.006122,[18 15] ; [15 12],[18.15 14.85] ; [14.85 12.15],0
a8,1,1.0,0.0,[ 7 53] ; [ 14 106],[ 7. 53.] ; [ 14. 106.],0
