Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,4.4e-05,16.704425,[ 9 24] ; [32 11],[17.80263158 15.19736842] ; [23.19736842 19.80263158],1
s8,1,0.242856,1.363936,[15 19] ; [28 21],[17.61445783 16.38554217] ; [25.38554217 23.61445783],0
a6,1,0.288316,1.127469,[19 15] ; [33 16],[21.30120482 12.69879518] ; [30.69879518 18.30120482],0
v2,1,0.291549,1.112454,[13 21] ; [24 24],[15.34146341 18.65853659] ; [21.65853659 26.34146341],0
p2,1,0.303724,1.05777,[27  7] ; [43  6],[28.6746988  5.3253012] ; [41.3253012  7.6746988],0
n5,1,0.308907,1.035341,[27  7] ; [34 15],[24.98795181  9.01204819] ; [36.01204819 12.98795181],0
u3,1,0.310557,1.028307,[7 2] ; [8 6],[5.86956522 3.13043478] ; [9.13043478 4.86956522],0
a2,1,0.343476,0.897414,[ 6 28] ; [13 36],[ 7.78313253 26.21686747] ; [11.21686747 37.78313253],0
a5,1,0.345574,0.889642,[24 10] ; [39 10],[25.80722892  8.19277108] ; [37.19277108 11.80722892],0
n1,1,0.462527,0.539773,[3 6] ; [5 5],[3.78947368 5.21052632] ; [4.21052632 5.78947368],0
b4,1,0.499122,0.456803,[19 15] ; [31 18],[20.48192771 13.51807229] ; [29.51807229 19.48192771],0
n2,1,0.509893,0.434286,[6 3] ; [8 2],[6.63157895 2.36842105] ; [7.36842105 2.63157895],0
u1,1,0.533602,0.387528,[ 7 27] ; [13 36],[ 8.19277108 25.80722892] ; [11.80722892 37.19277108],0
r4,1,0.535531,0.383886,[29  5] ; [44  5],[29.90361446  4.09638554] ; [43.09638554  5.90361446],0
b1,1,0.59066,0.289314,[18 16] ; [23 26],[16.79518072 17.20481928] ; [24.20481928 24.79518072],0
a1,1,0.706407,0.141892,[ 2 32] ; [ 2 47],[ 1.63855422 32.36144578] ; [ 2.36144578 46.63855422],0
r3,1,0.722345,0.126257,[32  2] ; [46  2],[32.34146341  1.65853659] ; [45.65853659  2.34146341],0
n4,1,0.757101,0.09566,[26  8] ; [36 13],[25.39759036  8.60240964] ; [36.60240964 12.39759036],0
v3,1,0.77317,0.083077,[11 23] ; [17 31],[11.6097561 22.3902439] ; [16.3902439 31.6097561],0
v1,1,0.799736,0.064358,[19 15] ; [26 23],[18.43373494 15.56626506] ; [26.56626506 22.43373494],0
a8,1,0.810136,0.05772,[ 1 31] ; [ 2 46],[ 1.2 30.8] ; [ 1.8 46.2],0
a3,1,0.833437,0.044224,[25  9] ; [35 14],[24.57831325  9.42168675] ; [35.42168675 13.57831325],0
p11,1,0.838251,0.04167,[25  9] ; [37 12],[25.39759036  8.60240964] ; [36.60240964 12.39759036],0
d5,1,0.841655,0.039911,[29  5] ; [41  8],[28.6746988  5.3253012] ; [41.3253012  7.6746988],0
r2,1,0.915227,0.011331,[31  3] ; [45  4],[31.13253012  2.86746988] ; [44.86746988  4.13253012],0
u2,1,0.940259,0.005617,[4 5] ; [6 8],[3.91304348 5.08695652] ; [6.08695652 7.91304348],0
b5,1,0.943928,0.004947,[19 15] ; [27 22],[18.84337349 15.15662651] ; [27.15662651 21.84337349],0
a7,1,0.960341,0.002473,[21 13] ; [30 19],[20.89156627 13.10843373] ; [30.10843373 18.89156627],0
s3,1,0.979592,0.000654,[25  8] ; [37 12],[24.95121951  8.04878049] ; [37.04878049 11.95121951],0
