Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,138.125902,[22 64] ; [243  29],[63.65921788 22.34078212] ; [201.34078212  70.65921788],1
s6,1,0.0,43.964091,[52 34] ; [242  24],[71.82954545 14.17045455] ; [222.17045455  43.82954545],1
s8,1,0.001031,10.771582,[47 38] ; [200  70],[59.14084507 25.85915493] ; [187.85915493  82.14084507],0
s5,1,0.011634,6.365841,[28 57] ; [125 132],[38.02631579 46.97368421] ; [114.97368421 142.02631579],0
b1,1,0.013217,6.139788,[25 61] ; [120 152],[34.83240223 51.16759777] ; [110.16759777 161.83240223],0
n2,1,0.024432,5.063736,[12  8] ; [44  8],[15.55555556  4.44444444] ; [40.44444444 11.55555556],0
s4,1,0.030618,4.674241,[ 9 76] ; [ 57 214],[15.75842697 69.24157303] ; [ 50.24157303 220.75842697],0
r2,1,0.03127,4.638102,[78  6] ; [261   6],[81.12820513  2.87179487] ; [257.87179487   9.12820513],0
d1,1,0.044657,4.031547,[49 37] ; [187  85],[56.69273743 29.30726257] ; [179.30726257  92.69273743],0
n5,1,0.077578,3.114924,[71 15] ; [243  28],[75.64145658 10.35854342] ; [238.35854342  32.64145658],0
v4,1,0.095033,2.786991,[81  5] ; [263   6],[83.33521127  2.66478873] ; [260.66478873   8.33521127],0
b2,1,0.109207,2.565659,[34 34] ; [ 75 118],[28.39846743 39.60153257] ; [ 80.60153257 112.39846743],0
b3,1,0.109207,2.565659,[34 34] ; [ 75 118],[28.39846743 39.60153257] ; [ 80.60153257 112.39846743],0
s1,1,0.111751,2.529281,[ 2 83] ; [ 19 252],[ 5.01404494 79.98595506] ; [ 15.98595506 255.01404494],0
p1,1,0.112063,2.524885,[ 5 81] ; [ 32 239],[ 8.91316527 77.08683473] ; [ 28.08683473 242.91316527],0
u2,1,0.117839,2.445809,[ 8 10] ; [29 15],[10.74193548  7.25806452] ; [26.25806452 17.74193548],0
r1,1,0.137076,2.21048,[69 17] ; [236  36],[73.26815642 12.73184358] ; [231.73184358  40.26815642],0
d3,1,0.139832,2.17981,[57 29] ; [201  69],[62.3258427 23.6741573] ; [195.6741573  74.3258427],0
