Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.000167,14.167975,[ 8 18] ; [37 12],[15.6 10.4] ; [29.4 19.6],1
d2,1,0.002131,9.433141,[ 6 20] ; [29 19],[12.2972973 13.7027027] ; [22.7027027 25.2972973],0
s7,1,0.002364,9.243163,[ 5 20] ; [28 21],[11.14864865 13.85135135] ; [21.85135135 27.14864865],0
v3,1,0.010583,6.534003,[ 2 22] ; [17 29],[ 6.51428571 17.48571429] ; [12.48571429 33.51428571],0
d5,1,0.012552,6.231236,[14 12] ; [39  9],[18.62162162  7.37837838] ; [34.37837838 13.62162162],0
d1,1,0.01916,5.486857,[ 8 18] ; [29 20],[12.82666667 13.17333333] ; [24.17333333 24.82666667],0
s6,1,0.040021,4.216996,[10 16] ; [31 18],[14.21333333 11.78666667] ; [26.78666667 22.21333333],0
a5,1,0.049259,3.866513,[12 14] ; [34 15],[15.94666667 10.05333333] ; [30.05333333 18.94666667],0
a4,1,0.05141,3.794872,[ 9 17] ; [28 20],[13. 13.] ; [24. 24.],0
a8,1,0.051903,3.778893,[ 2 21] ; [13 31],[ 5.14925373 17.85074627] ; [ 9.85074627 34.14925373],0
s8,1,0.062977,3.457208,[ 6 20] ; [22 27],[ 9.70666667 16.29333333] ; [18.29333333 30.70666667],0
s2,1,0.089429,2.884615,[ 6 20] ; [21 28],[ 9.36 16.64] ; [17.64 31.36],0
s3,1,0.110855,2.541993,[11 15] ; [29 18],[14.24657534 11.75342466] ; [25.75342466 21.24657534],0
p4,1,0.11091,2.541209,[ 8 18] ; [24 24],[11.24324324 14.75675676] ; [20.75675676 27.24324324],0
n1,1,0.114653,2.488889,[3 7] ; [11  7],[5. 5.] ; [9. 9.],0
p6,1,0.184949,1.757398,[ 6 20] ; [18 29],[ 8.54794521 17.45205479] ; [15.45205479 31.54794521],0
a3,1,0.185039,1.756684,[15 10] ; [36 12],[17.46575342  7.53424658] ; [33.53424658 14.46575342],0
n6,1,0.229766,1.442308,[15 11] ; [35 14],[17.33333333  8.66666667] ; [32.66666667 16.33333333],0
a1,1,0.234069,1.415965,[ 1 25] ; [ 6 43],[ 2.42666667 23.57333333] ; [ 4.57333333 44.42666667],0
b4,1,0.266886,1.232681,[13 13] ; [31 18],[15.25333333 10.74666667] ; [28.74666667 20.25333333],0
p8,1,0.27612,1.186087,[ 7 19] ; [19 29],[ 9.13513514 16.86486486] ; [16.86486486 31.13513514],0
n2,1,0.277877,1.177444,[6 4] ; [15  4],[7.24137931 2.75862069] ; [13.75862069  5.24137931],0
b1,1,0.304458,1.054563,[ 9 17] ; [23 26],[11.09333333 14.90666667] ; [20.90666667 28.09333333],0
v4,1,0.334963,0.929614,[22  4] ; [45  4],[23.22666667  2.77333333] ; [43.77333333  5.22666667],0
b5,1,0.352653,0.86389,[17  9] ; [37 12],[18.72  7.28] ; [35.28 13.72],0
a2,1,0.359642,0.839143,[ 4 22] ; [12 37],[ 5.54666667 20.45333333] ; [10.45333333 38.54666667],0
p2,1,0.37607,0.783509,[21  5] ; [35 14],[19.41333333  6.58666667] ; [36.58666667 12.41333333],0
r4,1,0.389365,0.740923,[19  7] ; [40  9],[20.45333333  5.54666667] ; [38.54666667 10.45333333],0
v1,1,0.420234,0.649661,[ 8 17] ; [20 28],[ 9.5890411 15.4109589] ; [18.4109589 29.5890411],0
r1,1,0.492547,0.470958,[16 10] ; [34 15],[17.33333333  8.66666667] ; [32.66666667 16.33333333],0
s4,1,0.532498,0.389623,[ 4 22] ; [ 5 43],[ 3.16216216 22.83783784] ; [ 5.83783784 42.16216216],0
d4,1,0.55217,0.353444,[19  7] ; [38 10],[20.02702703  5.97297297] ; [36.97297297 11.02702703],0
u3,1,0.627867,0.234965,[4 7] ; [6 7],[4.58333333 6.41666667] ; [5.41666667 7.58333333],0
p7,1,0.643932,0.213636,[11 15] ; [23 25],[11.94594595 14.05405405] ; [22.05405405 25.94594595],0
r2,1,0.652883,0.202285,[23  3] ; [44  4],[23.54054054  2.45945946] ; [43.45945946  4.54054054],0
d3,1,0.659108,0.194609,[16 10] ; [32 16],[16.86486486  9.13513514] ; [31.13513514 16.86486486],0
u2,1,0.672754,0.178397,[3 7] ; [5 8],[3.47826087 6.52173913] ; [4.52173913 8.47826087],0
a6,1,0.685889,0.163572,[15 11] ; [30 18],[15.81081081 10.18918919] ; [29.18918919 18.81081081],0
n3,1,0.705591,0.14272,[8 2] ; [14  5],[7.5862069 2.4137931] ; [14.4137931  4.5862069],0
s5,1,0.766096,0.088497,[ 5 21] ; [10 35],[ 5.49295775 20.50704225] ; [ 9.50704225 35.49295775],0
r3,1,0.858597,0.031741,[23  3] ; [44  5],[23.22666667  2.77333333] ; [43.77333333  5.22666667],0
p3,1,0.867808,0.027703,[ 8 18] ; [16 33],[ 8.32 17.68] ; [15.68 33.32],0
v2,1,0.881277,0.022306,[11 14] ; [22 26],[11.30136986 13.69863014] ; [21.69863014 26.30136986],0
a7,1,0.883019,0.021651,[16 10] ; [31 18],[16.29333333  9.70666667] ; [30.70666667 18.29333333],0
p11,1,0.900664,0.015581,[15 11] ; [29 20],[15.25333333 10.74666667] ; [28.74666667 20.25333333],0
p1,1,0.942962,0.005119,[ 2 24] ; [ 4 45],[ 2.08 23.92] ; [ 3.92 45.08],0
b2,1,1.0,0.0,[ 5 10] ; [12 24],[ 5. 10.] ; [12. 24.],0
b3,1,1.0,0.0,[ 5 10] ; [12 24],[ 5. 10.] ; [12. 24.],0
