Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,40.69119,[227  68] ; [53 66],[199.51690821  95.48309179] ; [80.48309179 38.51690821],1
d3,1,0.0,39.361516,[223  71] ; [52 67],[195.76271186  98.23728814] ; [79.23728814 39.76271186],1
a2,1,5.9e-05,16.129202,[ 74 222] ; [  9 110],[ 59.2 236.8] ; [23.8 95.2],1
d4,1,0.000447,12.325055,[246  49] ; [80 38],[232.85714286  62.14285714] ; [93.14285714 24.85714286],1
r1,1,0.001376,10.237213,[233  62] ; [76 43],[220.18115942  74.81884058] ; [88.81884058 30.18115942],0
b5,1,0.001864,9.67849,[179 117] ; [52 67],[164.76144578 131.23855422] ; [66.23855422 52.76144578],0
u1,1,0.004497,8.071543,[ 52 244] ; [  8 111],[ 42.79518072 253.20481928] ; [ 17.20481928 101.79518072],0
d5,1,0.007416,7.169426,[237  58] ; [81 38],[226.5942029  68.4057971] ; [91.4057971 27.5942029],0
v2,1,0.008691,6.885195,[130 153] ; [36 78],[118.3324937 164.6675063] ; [47.6675063 66.3324937],0
p10,1,0.014516,5.97434,[224  66] ; [78 41],[214.13202934  75.86797066] ; [87.86797066 31.13202934],0
a3,1,0.022435,5.211731,[204  92] ; [68 51],[194.00481928 101.99518072] ; [77.99518072 41.00481928],0
d1,1,0.033154,4.537786,[166 130] ; [53 66],[156.20240964 139.79759036] ; [62.79759036 56.20240964],0
b1,1,0.033651,4.512351,[106 190] ; [56 63],[115.54698795 180.45301205] ; [46.45301205 72.54698795],0
p2,1,0.041993,4.135468,[235  60] ; [83 35],[227.14285714  67.85714286] ; [90.85714286 27.14285714],0
s2,1,0.074199,3.187595,[140 156] ; [44 73],[131.87409201 164.12590799] ; [52.12590799 64.87409201],0
v4,1,0.086783,2.93306,[277  18] ; [105  13],[272.85714286  22.14285714] ; [109.14285714   8.85714286],0
r2,1,0.098706,2.726329,[273  20] ; [105  14],[268.82038835  24.17961165] ; [109.17961165   9.82038835],0
p6,1,0.139956,2.178438,[ 79 215] ; [40 77],[ 85.12408759 208.87591241] ; [33.87591241 83.12408759],0
u4,1,0.144194,2.132619,[  1 295] ; [  2 117],[  2.13975904 293.86024096] ; [  0.86024096 118.13975904],0
r4,1,0.187779,1.734958,[267  29] ; [102  17],[263.19036145  32.80963855] ; [105.80963855  13.19036145],0
v3,1,0.190839,1.711126,[ 84 203] ; [26 88],[ 78.72817955 208.27182045] ; [31.27182045 82.72817955],0
p9,1,0.199343,1.64718,[229  61] ; [87 32],[224.05867971  65.94132029] ; [91.94132029 27.05867971],0
u3,1,0.218934,1.511346,[48 41] ; [22 29],[44.5 44.5] ; [25.5 25.5],0
p3,1,0.2686,1.22388,[114 181] ; [53 66],[118.99758454 176.00241546] ; [48.00241546 70.99758454],0
p5,1,0.324017,0.972661,[ 19 275] ; [ 11 108],[ 21.3559322 272.6440678] ; [  8.6440678 110.3559322],0
s7,1,0.332944,0.937411,[116 169] ; [52 61],[120.30150754 164.69849246] ; [47.69849246 65.30150754],0
p1,1,0.333533,0.935132,[ 17 276] ; [ 10 109],[ 19.20145631 273.79854369] ; [  7.79854369 111.20145631],0
n2,1,0.343429,0.89759,[53 25] ; [32 10],[55.25 22.75] ; [29.75 12.25],0
s4,1,0.380083,0.770433,[ 51 241] ; [25 93],[ 54.12682927 237.87317073] ; [21.87317073 96.12682927],0
n5,1,0.391453,0.734425,[183 110] ; [79 39],[186.77858881 106.22141119] ; [75.22141119 42.77858881],0
s1,1,0.431947,0.617582,[ 10 282] ; [  6 112],[ 11.39512195 280.60487805] ; [  4.60487805 113.39512195],0
n1,1,0.485981,0.485412,[23 53] ; [15 26],[24.68376068 51.31623932] ; [13.31623932 27.68376068],0
s5,1,0.535084,0.384728,[ 76 212] ; [33 79],[ 78.48 209.52] ; [30.52 81.48],0
s6,1,0.581678,0.30353,[180 114] ; [67 48],[177.55012225 116.44987775] ; [69.44987775 45.55012225],0
a5,1,0.622255,0.242711,[199  97] ; [77 42],[196.85783133  99.14216867] ; [79.14216867 39.85783133],0
a8,1,0.649353,0.206717,[ 34 241] ; [ 12 100],[ 32.6873385 242.3126615] ; [13.3126615 98.6873385],0
s3,1,0.652108,0.203252,[158 136] ; [60 57],[155.94160584 138.05839416] ; [62.05839416 54.94160584],0
b4,1,0.689247,0.159902,[173 123] ; [67 52],[171.18072289 124.81927711] ; [68.81927711 50.18072289],0
n3,1,0.710692,0.137586,[59 19] ; [29 11],[58.16949153 19.83050847] ; [29.83050847 10.16949153],0
a1,1,0.740287,0.109874,[ 12 284] ; [  4 115],[ 11.41204819 284.58795181] ; [  4.58795181 114.41204819],0
s8,1,0.769304,0.086016,[100 196] ; [42 77],[101.28192771 194.71807229] ; [40.71807229 78.28192771],0
a4,1,0.779401,0.078456,[115 181] ; [48 71],[116.26024096 179.73975904] ; [46.73975904 72.26024096],0
n4,1,0.80014,0.064093,[202  93] ; [83 36],[203.07971014  91.92028986] ; [81.92028986 37.07971014],0
p8,1,0.868357,0.027472,[131 161] ; [54 64],[131.75609756 160.24390244] ; [53.24390244 64.75609756],0
p12,1,0.884012,0.021283,[ 16 278] ; [  6 112],[ 15.69902913 278.30097087] ; [  6.30097087 111.69902913],0
p4,1,0.888323,0.019719,[148 146] ; [58 59],[147.35766423 146.64233577] ; [58.64233577 58.35766423],0
d2,1,0.900341,0.015683,[132 163] ; [52 66],[131.42857143 163.57142857] ; [52.57142857 65.42857143],0
n6,1,0.919983,0.010091,[235  61] ; [95 24],[235.37349398  60.62650602] ; [94.62650602 24.37349398],0
p11,1,0.921647,0.009675,[220  76] ; [89 30],[220.39518072  75.60481928] ; [88.60481928 30.39518072],0
p7,1,0.950513,0.003852,[165 123] ; [68 50],[165.28078818 122.71921182] ; [67.71921182 50.28078818],0
u2,1,0.968112,0.001598,[47 44] ; [26 24],[47.11347518 43.88652482] ; [25.88652482 24.11347518],0
b3,1,0.986547,0.000284,[ 47 108] ; [21 48],[ 47.05357143 107.94642857] ; [20.94642857 48.05357143],0
b2,1,0.986547,0.000284,[ 47 108] ; [21 48],[ 47.05357143 107.94642857] ; [20.94642857 48.05357143],0
