Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a8,1,0.01291,6.181389,[ 5 67] ; [2 3],[ 6.54545455 65.45454545] ; [0.45454545 4.54545455],0
u3,1,0.085886,2.949833,[10 22] ; [3 1],[11.55555556 20.44444444] ; [1.44444444 2.55555556],0
a3,1,0.096866,2.756404,[43 31] ; [1 4],[41.21518987 32.78481013] ; [2.78481013 2.21518987],0
p7,1,0.096866,2.756404,[31 43] ; [4 1],[32.78481013 41.21518987] ; [2.21518987 2.78481013],0
b5,1,0.165857,1.92,[36 39] ; [4 1],[37.5 37.5] ; [2.5 2.5],0
r1,1,0.203458,1.617377,[38 37] ; [4 1],[39.375 35.625] ; [2.625 2.375],0
d2,1,0.214056,1.543782,[36 38] ; [1 4],[34.65822785 39.34177215] ; [2.34177215 2.65822785],0
p2,1,0.224038,1.478316,[39 36] ; [4 1],[40.3125 34.6875] ; [2.6875 2.3125],0
p3,1,0.226104,1.465201,[25 50] ; [3 2],[26.25 48.75] ; [1.75 3.25],0
s7,1,0.228719,1.448812,[22 44] ; [3 2],[23.23943662 42.76056338] ; [1.76056338 3.23943662],0
v1,1,0.235584,1.406827,[25 49] ; [3 2],[26.2278481 47.7721519] ; [1.7721519 3.2278481],0
p1,1,0.273082,1.201201,[ 5 70] ; [1 4],[ 5.625 69.375] ; [0.375 4.625],0
p6,1,0.308096,1.038819,[15 58] ; [2 3],[15.91025641 57.08974359] ; [1.08974359 3.91025641],0
s2,1,0.313779,1.014703,[28 47] ; [3 2],[29.0625 45.9375] ; [1.9375 3.0625],0
p10,1,0.323148,0.976161,[31 42] ; [1 4],[29.94871795 43.05128205] ; [2.05128205 2.94871795],0
d3,1,0.345779,0.888889,[29 46] ; [3 2],[30. 45.] ; [2. 3.],0
n6,1,0.351064,0.869608,[43 30] ; [4 1],[43.98717949 29.01282051] ; [3.01282051 1.98717949],0
d1,1,0.374102,0.789993,[30 45] ; [1 4],[29.0625 45.9375] ; [1.9375 3.0625],0
d5,1,0.41362,0.668372,[44 31] ; [2 3],[43.125 31.875] ; [2.875 2.125],0
u2,1,0.453255,0.5625,[10 22] ; [2 2],[10.66666667 21.33333333] ; [1.33333333 2.66666667],0
s5,1,0.508724,0.43669,[19 53] ; [2 3],[19.63636364 52.36363636] ; [1.36363636 3.63636364],0
s8,1,0.531097,0.392293,[20 54] ; [2 3],[20.60759494 53.39240506] ; [1.39240506 3.60759494],0
p9,1,0.558369,0.342535,[33 38] ; [3 2],[33.63157895 37.36842105] ; [2.36842105 2.63157895],0
p8,1,0.628889,0.233571,[22 52] ; [2 3],[22.48101266 51.51898734] ; [1.51898734 3.48101266],0
v3,1,0.639435,0.219482,[21 49] ; [2 3],[21.46666667 48.53333333] ; [1.53333333 3.46666667],0
d4,1,0.727439,0.121476,[50 24] ; [3 2],[49.64556962 24.35443038] ; [3.35443038 1.64556962],0
v4,1,0.777574,0.079796,[55 19] ; [4 1],[55.26582278 18.73417722] ; [3.73417722 1.26582278],0
b4,1,0.861414,0.030476,[42 33] ; [3 2],[42.1875 32.8125] ; [2.8125 2.1875],0
r2,1,0.865955,0.028493,[56 17] ; [4 1],[56.15384615 16.84615385] ; [3.84615385 1.15384615],0
b1,1,0.905072,0.014222,[47 28] ; [3 2],[46.875 28.125] ; [3.125 1.875],0
v2,1,0.941733,0.005342,[28 45] ; [2 3],[28.07692308 44.92307692] ; [1.92307692 3.07692308],0
