Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,27.325434,[ 1 27] ; [47 30],[12.8 15.2] ; [35.2 41.8],1
d3,1,1.9e-05,18.304107,[ 7 21] ; [55 22],[16.53333333 11.46666667] ; [45.46666667 31.53333333],1
d5,1,0.000627,11.693182,[13 15] ; [62 15],[20.  8.] ; [55. 22.],1
s6,1,0.000966,10.891133,[ 9 17] ; [54 22],[16.05882353  9.94117647] ; [46.94117647 29.05882353],1
p11,1,0.009584,6.710631,[16 12] ; [63 14],[21.06666667  6.93333333] ; [57.93333333 19.06666667],0
s5,1,0.014924,5.925369,[ 3 24] ; [26 46],[ 7.90909091 19.09090909] ; [21.09090909 50.90909091],0
v3,1,0.028861,4.775904,[ 3 25] ; [24 51],[ 7.33980583 20.66019417] ; [19.66019417 55.33980583],0
p7,1,0.038515,4.282134,[23  5] ; [46 30],[18.57692308  9.42307692] ; [50.42307692 25.57692308],0
b4,1,0.04744,3.929709,[11 17] ; [47 30],[15.46666667 12.53333333] ; [42.53333333 34.46666667],0
a3,1,0.065831,3.384016,[13 15] ; [51 26],[17.06666667 10.93333333] ; [46.93333333 30.06666667],0
s2,1,0.068091,3.32844,[10 18] ; [43 34],[14.13333333 13.86666667] ; [38.86666667 38.13333333],0
n3,1,0.107184,2.595262,[9 1] ; [13  8],[7.09677419 2.90322581] ; [14.90322581  6.09677419],0
v1,1,0.11143,2.533819,[10 18] ; [40 35],[13.59223301 14.40776699] ; [36.40776699 38.59223301],0
v4,1,0.121135,2.402584,[21  6] ; [69  8],[23.36538462  3.63461538] ; [66.63461538 10.36538462],0
n4,1,0.12821,2.31405,[16 12] ; [56 21],[19.2  8.8] ; [52.8 24.2],0
p5,1,0.138224,2.197625,[ 2 25] ; [15 61],[ 4.45631068 22.54368932] ; [12.54368932 63.45631068],0
a7,1,0.143994,2.134746,[13 15] ; [48 29],[16.26666667 11.73333333] ; [44.73333333 32.26666667],0
a5,1,0.165376,1.924369,[14 14] ; [50 27],[17.06666667 10.93333333] ; [46.93333333 30.06666667],0
b5,1,0.165376,1.924369,[14 14] ; [50 27],[17.06666667 10.93333333] ; [46.93333333 30.06666667],0
u2,1,0.182813,1.774604,[6 9] ; [16 10],[8.04878049 6.95121951] ; [13.95121951 12.04878049],0
p9,1,0.185469,1.753247,[20  8] ; [64 13],[22.4  5.6] ; [61.6 15.4],0
a8,1,0.213041,1.550643,[ 5 22] ; [ 7 67],[ 3.20792079 23.79207921] ; [ 8.79207921 65.20792079],0
r4,1,0.235036,1.410124,[15 13] ; [51 26],[17.6 10.4] ; [48.4 28.6],0
p6,1,0.238463,1.389656,[10 18] ; [37 39],[12.65384615 15.34615385] ; [34.34615385 41.65384615],0
d2,1,0.273017,1.201526,[ 8 20] ; [31 46],[10.4 17.6] ; [28.6 48.4],0
a4,1,0.273017,1.201526,[ 8 20] ; [31 46],[10.4 17.6] ; [28.6 48.4],0
u3,1,0.327187,0.96,[6 9] ; [14 11],[7.5 7.5] ; [12.5 12.5],0
n1,1,0.337904,0.918367,[6 3] ; [10 11],[4.8 4.2] ; [11.2  9.8],0
n6,1,0.364873,0.821053,[21  7] ; [63 13],[22.61538462  5.38461538] ; [61.38461538 14.61538462],0
b2,1,0.369209,0.806324,[ 4 13] ; [18 33],[ 5.5 11.5] ; [16.5 34.5],0
b3,1,0.369209,0.806324,[ 4 13] ; [18 33],[ 5.5 11.5] ; [16.5 34.5],0
p10,1,0.382814,0.761644,[19  9] ; [58 18],[20.73076923  7.26923077] ; [56.26923077 19.73076923],0
p12,1,0.443235,0.587894,[ 1 27] ; [ 6 71],[ 1.86666667 26.13333333] ; [ 5.13333333 71.86666667],0
a2,1,0.501222,0.452347,[ 2 26] ; [ 9 68],[ 2.93333333 25.06666667] ; [ 8.06666667 68.93333333],0
s3,1,0.502232,0.450216,[15 12] ; [37 40],[13.5 13.5] ; [38.5 38.5],0
v2,1,0.502612,0.449416,[11 17] ; [35 40],[12.50485437 15.49514563] ; [33.49514563 41.50485437],0
r3,1,0.528265,0.397727,[23  5] ; [67 10],[24.  4.] ; [66. 11.],0
p3,1,0.544571,0.367133,[16 12] ; [49 28],[17.33333333 10.66666667] ; [47.66666667 29.33333333],0
p8,1,0.566638,0.32834,[13 14] ; [42 35],[14.27884615 12.72115385] ; [40.72115385 36.27884615],0
a6,1,0.571027,0.320968,[15 13] ; [46 31],[16.26666667 11.73333333] ; [44.73333333 32.26666667],0
s8,1,0.588809,0.292208,[10 18] ; [32 45],[11.2 16.8] ; [30.8 46.2],0
s4,1,0.63947,0.219436,[ 4 24] ; [14 63],[ 4.8 23.2] ; [13.2 63.8],0
s1,1,0.703723,0.144628,[ 2 26] ; [ 4 73],[ 1.6 26.4] ; [ 4.4 72.6],0
b1,1,0.791064,0.070187,[15 13] ; [39 38],[14.4 13.6] ; [39.6 37.4],0
s7,1,0.823523,0.049736,[11 14] ; [34 39],[11.47959184 13.52040816] ; [33.52040816 39.47959184],0
p1,1,0.906099,0.013915,[ 2 26] ; [ 5 72],[ 1.86666667 26.13333333] ; [ 5.13333333 71.86666667],0
n5,1,0.92447,0.008988,[20  8] ; [55 21],[20.19230769  7.80769231] ; [54.80769231 21.19230769],0
p2,1,0.928366,0.008082,[23  5] ; [63 13],[23.15384615  4.84615385] ; [62.84615385 13.15384615],0
n2,1,0.934715,0.00671,[7 3] ; [15  6],[7.09677419 2.90322581] ; [14.90322581  6.09677419],0
r2,1,0.962205,0.002245,[21  6] ; [58 17],[20.91176471  6.08823529] ; [58.08823529 16.91176471],0
