Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,5e-06,20.869127,[136  81] ; [45 77],[115.86135693 101.13864307] ; [65.13864307 56.86135693],1
n5,1,1e-05,19.531251,[188  31] ; [79 42],[171.97941176  47.02058824] ; [95.02058824 25.97941176],1
p3,1,4.4e-05,16.675495,[135  83] ; [47 74],[117.03834808 100.96165192] ; [64.96165192 56.03834808],1
n4,1,0.000178,14.05233,[184  35] ; [81 41],[170.19061584  48.80938416] ; [94.80938416 27.19061584],1
p4,1,0.00048,12.193095,[149  70] ; [59 62],[133.97647059  85.02352941] ; [74.02352941 46.97647059],1
p7,1,0.000618,11.720049,[158  56] ; [66 53],[143.95195195  70.04804805] ; [80.04804805 38.95195195],1
r3,1,0.001107,10.639124,[207   9] ; [104  17],[199.33531157  16.66468843] ; [111.66468843   9.33531157],0
a5,1,0.004101,8.238611,[176  43] ; [81 41],[165.05278592  53.94721408] ; [91.94721408 30.05278592],0
p5,1,0.010286,6.584641,[ 38 179] ; [  9 112],[ 30.17455621 186.82544379] ; [ 16.82544379 104.17455621],0
u2,1,0.017004,5.695917,[33 13] ; [17 20],[27.71084337 18.28915663] ; [22.28915663 14.71084337],0
r4,1,0.021264,5.305057,[197  22] ; [99 23],[190.09970674  28.90029326] ; [105.90029326  16.09970674],0
p2,1,0.030036,4.707223,[184  33] ; [91 30],[176.55325444  40.44674556] ; [98.44674556 22.55325444],0
a3,1,0.040679,4.189333,[173  45] ; [84 37],[165.26843658  52.73156342] ; [91.73156342 29.26843658],0
n1,1,0.048682,3.886285,[18 14] ; [14 28],[13.83783784 18.16216216] ; [18.16216216 23.83783784],0
s4,1,0.052674,3.754244,[ 33 183] ; [29 93],[ 39.62130178 176.37869822] ; [22.37869822 99.62130178],0
b5,1,0.081039,3.043946,[115 104] ; [76 46],[122.66568915  96.33431085] ; [68.33431085 53.66568915],0
p12,1,0.108561,2.575043,[ 19 198] ; [  5 117],[ 15.36283186 201.63716814] ; [  8.63716814 113.36283186],0
s5,1,0.117126,2.455332,[ 70 140] ; [48 66],[ 76.48148148 133.51851852] ; [41.51851852 72.48148148],0
n6,1,0.120836,2.406457,[183  36] ; [92 28],[177.65486726  41.34513274] ; [97.34513274 22.65486726],0
a6,1,0.152098,2.051082,[149  69] ; [74 48],[142.98235294  75.01764706] ; [80.01764706 41.98235294],0
s3,1,0.17419,1.84651,[132  82] ; [66 56],[126.10714286  87.89285714] ; [71.89285714 50.10714286],0
v1,1,0.180138,1.796483,[117  92] ; [59 63],[111.12990937  97.87009063] ; [64.87009063 57.12990937],0
a8,1,0.193066,1.694065,[ 29 174] ; [10 99],[ 25.375 177.625] ; [13.625 95.375],0
a4,1,0.248619,1.331045,[113 106] ; [55 67],[107.89442815 111.10557185] ; [60.10557185 61.89442815],0
s1,1,0.253807,1.302225,[  7 211] ; [  7 114],[  9.00294985 208.99705015] ; [  4.99705015 116.00294985],0
b3,1,0.274774,1.192758,[56 89] ; [17 39],[52.66169154 92.33830846] ; [20.33830846 35.66169154],0
b2,1,0.274774,1.192758,[56 89] ; [17 39],[52.66169154 92.33830846] ; [20.33830846 35.66169154],0
d3,1,0.295229,1.095619,[141  78] ; [84 36],[145.3539823  73.6460177] ; [79.6460177 40.3539823],0
p9,1,0.310973,1.026537,[201  18] ; [107  14],[198.38823529  20.61176471] ; [109.61176471  11.38823529],0
a7,1,0.353511,0.860815,[148  70] ; [88 33],[151.7640118  66.2359882] ; [84.2359882 36.7640118],0
a2,1,0.368399,0.809059,[ 60 159] ; [28 94],[ 56.51612903 162.48387097] ; [31.48387097 90.51612903],0
u3,1,0.373414,0.792271,[30 16] ; [20 16],[28.04878049 17.95121951] ; [21.95121951 14.04878049],0
s8,1,0.374879,0.787429,[111 107] ; [56 66],[107.07647059 110.92352941] ; [59.92352941 62.07647059],0
a1,1,0.389581,0.74025,[ 16 203] ; [  6 116],[ 14.12903226 204.87096774] ; [  7.87096774 114.12903226],0
p6,1,0.406577,0.688789,[ 91 124] ; [46 76],[ 87.40356083 127.59643917] ; [49.59643917 72.40356083],0
v4,1,0.445024,0.583295,[203  13] ; [112  10],[201.30177515  14.69822485] ; [113.69822485   8.30177515],0
v2,1,0.458262,0.550136,[113  92] ; [60 58],[109.79876161  95.20123839] ; [63.20123839 54.79876161],0
r2,1,0.480415,0.497922,[198  17] ; [113   7],[199.59701493  15.40298507] ; [111.40298507   8.59701493],0
d4,1,0.510694,0.432645,[183  35] ; [99 23],[180.81176471  37.18823529] ; [101.18823529  20.81176471],0
v3,1,0.512963,0.428017,[ 84 126] ; [44 77],[ 81.20845921 128.79154079] ; [46.79154079 74.20845921],0
s2,1,0.5144,0.425106,[116 100] ; [70 52],[118.86390533  97.13609467] ; [67.13609467 54.86390533],0
d1,1,0.601785,0.272312,[132  87] ; [70 52],[129.73020528  89.26979472] ; [72.26979472 49.73020528],0
r1,1,0.613204,0.255535,[174  43] ; [95 27],[172.19174041  44.80825959] ; [96.80825959 25.19174041],0
u1,1,0.654031,0.200855,[ 42 177] ; [ 21 101],[ 40.46041056 178.53958944] ; [22.53958944 99.46041056],0
s6,1,0.685243,0.164284,[139  72] ; [81 38],[140.66666667  70.33333333] ; [79.33333333 39.66666667],0
n3,1,0.731805,0.11746,[24  8] ; [30 12],[23.35135135  8.64864865] ; [30.64864865 11.35135135],0
